NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
1,Mahmoud Abdul-Rauf,PG,6-1,162,1969-03-09,US,4,LSU
8,Bison Dele,C,6-9,235,1969-04-06,US,3,"Maryland, Arizona"
3,Dale Ellis,SF,6-7,205,1960-08-06,US,11,Tennessee
20,LaPhonso Ellis,PF,6-8,240,1970-05-05,US,2,Notre Dame
9,Greg Grant,PG,5-7,140,1966-08-29,US,4,Trenton State University
21,Tom Hammonds,PF,6-9,215,1967-03-27,US,5,Georgia Tech
53,Cliff Levingston,PF,6-8,210,1961-01-04,US,10,Wichita State
4,Darnell Mee,SG,6-5,175,1971-02-11,US,1,Western Kentucky
55,Dikembe Mutombo,C,7-2,245,1966-06-25,CD,3,Georgetown
14,Robert Pack,PG,6-2,180,1969-02-03,US,3,USC
42,Mark Randall,PF,6-8,235,1967-09-30,US,3,Kansas
7,Eldridge Recasner,SG,6-3,190,1967-12-14,US,R,Washington
54,Rodney Rogers,PF,6-7,235,1971-06-20,US,1,Wake Forest
5,Jalen Rose,SF,6-8,210,1973-01-30,US,R,Michigan
35,Reggie Slater,PF,6-7,215,1970-08-27,US,R,Wyoming
23,Bryant Stith,SG,6-5,208,1970-12-10,US,2,Virginia
34,Reggie Williams,SF,6-7,190,1964-03-05,US,7,Georgetown
