Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1992,29,UTA,Utah Jazz,Karl Malone,28,16,16,43.0,9.3,17.8,0.52,0.0,0.1,0.0,9.3,17.6,0.52,0.52,10.6,13.1,0.8,2.7,8.6,11.3,2.6,1.4,1.2,2.9,3.6,29.1
1992,29,UTA,Utah Jazz,John Stockton,29,16,16,38.9,4.8,11.4,0.42,1.1,3.6,0.31,3.7,7.8,0.48,0.47,4.1,4.9,0.83,0.6,2.3,2.9,13.6,2.1,0.3,3.6,2.4,14.8
1992,29,UTA,Utah Jazz,Jeff Malone,30,16,16,38.1,8.4,17.2,0.49,0.1,0.2,0.33,8.3,17.0,0.49,0.49,3.9,4.5,0.86,0.8,1.7,2.4,1.9,0.5,0.1,1.6,2.1,20.7
1992,29,UTA,Utah Jazz,Mark Eaton,35,16,16,29.6,1.6,2.9,0.56,0.0,0.0,,1.6,2.9,0.56,0.56,1.3,1.7,0.78,1.9,3.8,5.6,0.3,0.4,2.3,0.7,2.9,4.6
1992,29,UTA,Utah Jazz,Tyrone Corbin,29,16,0,27.9,4.3,8.6,0.5,0.0,0.1,0.0,4.3,8.4,0.51,0.5,2.6,3.4,0.78,2.4,3.1,5.5,1.1,0.8,0.2,1.1,2.8,11.3
1992,29,UTA,Utah Jazz,Blue Edwards,26,16,7,22.1,3.3,6.9,0.47,0.1,0.6,0.2,3.1,6.3,0.5,0.48,1.4,2.0,0.72,1.4,1.8,3.2,1.1,1.4,0.2,1.6,2.8,8.1
1992,29,UTA,Utah Jazz,David Benoit,23,13,9,19.8,2.8,6.5,0.43,0.5,1.0,0.46,2.3,5.5,0.42,0.46,0.8,0.8,1.0,1.4,2.5,3.8,0.5,0.5,0.4,0.8,2.3,6.8
1992,29,UTA,Utah Jazz,Mike Brown,28,16,0,17.1,1.9,4.7,0.4,0.0,0.0,,1.9,4.7,0.4,0.4,2.0,2.6,0.78,1.4,2.7,4.1,0.7,0.1,0.1,1.0,2.7,5.8
1992,29,UTA,Utah Jazz,Delaney Rudd,29,10,0,8.4,1.0,2.1,0.48,0.2,0.7,0.29,0.8,1.4,0.57,0.52,0.3,0.4,0.75,0.0,0.4,0.4,1.9,0.3,0.0,0.4,1.1,2.5
1992,29,UTA,Utah Jazz,Bob Thornton,29,7,0,4.6,0.3,0.7,0.4,0.0,0.0,,0.3,0.7,0.4,0.4,0.4,0.6,0.75,0.6,0.7,1.3,0.1,0.0,0.0,0.1,0.4,1.0
1992,29,UTA,Utah Jazz,Eric Murdock,23,3,0,3.7,1.0,1.7,0.6,0.0,0.3,0.0,1.0,1.3,0.75,0.6,0.7,0.7,1.0,0.0,1.0,1.0,0.3,0.3,0.3,1.0,0.3,2.7
1992,29,UTA,Utah Jazz,Corey Crowder,22,4,0,3.0,1.3,2.3,0.56,0.0,0.5,0.0,1.3,1.8,0.71,0.56,0.0,0.3,0.0,0.3,0.3,0.5,0.3,0.3,0.0,0.5,0.3,2.5
