Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1992,21,SEA,Seattle Supersonics,Shawn Kemp,22,9,9,37.6,5.3,11.2,0.48,0.0,0.0,,5.3,11.2,0.48,0.48,6.8,8.9,0.76,5.2,7.0,12.2,0.4,0.6,1.6,3.0,4.6,17.4
1992,21,SEA,Seattle Supersonics,Ricky Pierce,32,9,9,35.1,7.0,14.6,0.48,0.3,1.2,0.27,6.7,13.3,0.5,0.49,5.2,6.0,0.87,1.0,1.4,2.4,3.1,0.6,0.1,2.7,2.7,19.6
1992,21,SEA,Seattle Supersonics,Derrick McKey,25,9,9,35.0,5.8,11.0,0.52,0.6,1.8,0.31,5.2,9.2,0.57,0.55,4.2,5.0,0.84,1.9,3.0,4.9,2.7,0.8,1.3,2.4,4.1,16.3
1992,21,SEA,Seattle Supersonics,Gary Payton,23,8,8,27.6,3.4,7.3,0.47,0.0,0.3,0.0,3.4,7.0,0.48,0.47,0.9,1.5,0.58,0.8,1.9,2.6,4.8,1.0,0.3,1.3,3.3,7.6
1992,21,SEA,Seattle Supersonics,Eddie Johnson,32,9,0,27.4,7.2,15.2,0.47,0.4,2.4,0.18,6.8,12.8,0.53,0.49,3.6,3.8,0.94,0.9,2.1,3.0,0.9,0.3,0.3,1.7,2.1,18.4
1992,21,SEA,Seattle Supersonics,Nate McMillan,27,9,2,27.3,3.9,9.2,0.42,0.7,2.9,0.23,3.2,6.3,0.51,0.46,1.1,1.6,0.71,1.6,2.1,3.7,7.0,1.8,0.3,2.4,3.9,9.6
1992,21,SEA,Seattle Supersonics,Michael Cage,30,9,4,21.9,2.1,3.8,0.56,0.0,0.0,,2.1,3.8,0.56,0.56,0.1,0.1,1.0,2.0,3.7,5.7,0.4,0.7,0.9,0.9,2.4,4.3
1992,21,SEA,Seattle Supersonics,Benoit Benjamin,27,9,4,17.9,2.6,4.6,0.56,0.0,0.1,0.0,2.6,4.4,0.57,0.56,1.0,2.0,0.5,1.1,4.0,5.1,0.6,0.6,1.4,0.9,2.2,6.1
1992,21,SEA,Seattle Supersonics,Dana Barros,24,7,0,13.7,3.0,5.7,0.52,1.4,2.4,0.59,1.6,3.3,0.48,0.65,0.0,0.0,,0.1,0.9,1.0,1.1,0.6,0.0,0.9,1.6,7.4
1992,21,SEA,Seattle Supersonics,Tony Brown,31,5,0,4.4,0.4,1.2,0.33,0.2,0.8,0.25,0.2,0.4,0.5,0.42,0.8,1.4,0.57,0.0,0.4,0.4,0.4,0.0,0.0,0.0,0.6,1.8
1992,21,SEA,Seattle Supersonics,Marty Conlon,24,1,0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
