Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1980,21,1516,SEA,Seattle Supersonics,23.0,NBA,SG,5.0,12.0,11.7,0.33,0.0,0.0,0.0,18.5,9.1,22.2,4.1,0.0,0.0,10.3,0.0,0.0,0.0,0.11,-1.2,4.5,3.3,0.0
1984,9,1516,DET,Detroit Pistons,27.0,NBA,SG,5.0,132.0,11.0,0.47,0.02,0.41,4.0,7.8,5.8,12.6,0.4,0.4,6.9,17.7,0.1,0.1,0.2,0.07,-0.1,-1.3,-1.4,0.0
1985,9,1516,DET,Detroit Pistons,28.0,NBA,SG,9.0,235.0,16.0,0.56,0.03,0.27,6.5,5.6,6.1,17.2,1.2,0.2,11.5,21.7,0.4,0.1,0.5,0.09,1.9,-0.3,1.6,0.2
1986,9,1516,DET,Detroit Pistons,29.0,NBA,SG,4.0,85.0,16.4,0.47,0.02,0.26,9.6,12.4,10.9,19.4,1.7,0.0,8.4,27.9,0.0,0.0,0.1,0.04,1.3,-1.5,-0.2,0.0
1987,9,1516,DET,Detroit Pistons,30.0,NBA,SG,15.0,388.0,16.9,0.5,0.01,0.17,5.8,6.9,6.3,24.4,1.2,0.6,9.4,26.9,0.4,0.5,0.8,0.1,1.4,-0.3,1.1,0.3
1988,9,1516,DET,Detroit Pistons,31.0,NBA,SG,23.0,477.0,14.3,0.45,0.03,0.21,8.6,9.7,9.2,15.7,1.9,0.6,7.4,26.4,0.0,0.9,0.8,0.08,-0.2,0.6,0.4,0.3
1989,9,1516,DET,Detroit Pistons,32.0,NBA,SG,17.0,372.0,19.0,0.53,0.12,0.31,5.0,9.2,7.1,21.2,0.6,0.6,8.5,30.5,0.6,0.5,1.1,0.15,2.8,-0.1,2.7,0.4
1990,9,1516,DET,Detroit Pistons,33.0,NBA,SG,20.0,463.0,13.9,0.51,0.04,0.23,7.1,6.9,7.0,19.0,0.9,0.6,13.3,22.2,0.4,0.6,1.0,0.1,0.2,0.8,1.0,0.4
1991,9,1516,DET,Detroit Pistons,34.0,NBA,SG,15.0,438.0,17.6,0.49,0.06,0.14,8.9,10.3,9.6,17.4,1.3,0.6,6.8,25.0,0.5,0.3,0.8,0.09,1.9,0.5,2.4,0.5
1992,27,1516,SAS,San Antonio Spurs,35.0,NBA,SG,3.0,69.0,12.9,0.5,0.17,0.08,5.0,9.2,7.0,14.6,3.7,0.9,16.7,18.6,0.0,0.0,0.0,0.01,-0.7,1.4,0.7,0.0
