Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1980,23.0,SEA,NBA,SG,5.0,12.0,11.7,0.333,0.0,0.0,0.0,18.5,9.1,22.2,4.1,0.0,0.0,10.3,,0.0,0.0,0.0,0.109,,-1.2,4.5,3.3,0.0
1984,27.0,DET,NBA,SG,5.0,132.0,11.0,0.469,0.022,0.413,4.0,7.8,5.8,12.6,0.4,0.4,6.9,17.7,,0.1,0.1,0.2,0.071,,-0.1,-1.3,-1.4,0.0
1985,28.0,DET,NBA,SG,9.0,235.0,16.0,0.555,0.029,0.272,6.5,5.6,6.1,17.2,1.2,0.2,11.5,21.7,,0.4,0.1,0.5,0.093,,1.9,-0.3,1.6,0.2
1986,29.0,DET,NBA,SG,4.0,85.0,16.4,0.466,0.02,0.265,9.6,12.4,10.9,19.4,1.7,0.0,8.4,27.9,,0.0,0.0,0.1,0.045,,1.3,-1.5,-0.2,0.0
1987,30.0,DET,NBA,SG,15.0,388.0,16.9,0.496,0.01,0.174,5.8,6.9,6.3,24.4,1.2,0.6,9.4,26.9,,0.4,0.5,0.8,0.103,,1.4,-0.3,1.1,0.3
1988,31.0,DET,NBA,SG,23.0,477.0,14.3,0.452,0.029,0.209,8.6,9.7,9.2,15.7,1.9,0.6,7.4,26.4,,0.0,0.9,0.8,0.085,,-0.2,0.6,0.4,0.3
1989,32.0,DET,NBA,SG,17.0,372.0,19.0,0.526,0.12,0.31,5.0,9.2,7.1,21.2,0.6,0.6,8.5,30.5,,0.6,0.5,1.1,0.147,,2.8,-0.1,2.7,0.4
1990,33.0,DET,NBA,SG,20.0,463.0,13.9,0.508,0.038,0.234,7.1,6.9,7.0,19.0,0.9,0.6,13.3,22.2,,0.4,0.6,1.0,0.105,,0.2,0.8,1.0,0.4
1991,34.0,DET,NBA,SG,15.0,438.0,17.6,0.488,0.059,0.141,8.9,10.3,9.6,17.4,1.3,0.6,6.8,25.0,,0.5,0.3,0.8,0.093,,1.9,0.5,2.4,0.5
1992,35.0,SAS,NBA,SG,3.0,69.0,12.9,0.502,0.167,0.083,5.0,9.2,7.0,14.6,3.7,0.9,16.7,18.6,,0.0,0.0,0.0,0.006,,-0.7,1.4,0.7,0.0
