Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1989,13,1003,LAC,Los Angeles Clippers,Tom Garrick,"July 7, 1966",22.0,NBA,SG,71.0,20.0,1499.0,4.2,8.6,0.49,0.0,0.3,0.0,4.2,8.3,0.51,2.4,3.1,0.8,0.9,2.9,3.7,5.8,1.9,0.2,2.8,3.4,10.9
1990,13,1003,LAC,Los Angeles Clippers,Tom Garrick,"July 7, 1966",23.0,NBA,SG,73.0,22.0,1721.0,4.4,8.8,0.49,0.1,0.4,0.19,4.3,8.4,0.51,1.8,2.4,0.77,0.7,2.7,3.4,6.0,1.9,0.1,2.4,3.2,10.6
1991,13,1003,LAC,Los Angeles Clippers,Tom Garrick,"July 7, 1966",24.0,NBA,SG,67.0,0.0,949.0,3.8,9.0,0.42,0.0,0.8,0.0,3.8,8.1,0.47,2.3,3.0,0.76,1.5,3.3,4.8,8.5,2.4,0.1,2.5,3.8,9.9
1992,31,1003,TOT,Total After Trade,Tom Garrick,"July 7, 1966",25.0,NBA,SG,40.0,5.0,549.0,3.9,9.4,0.41,0.1,0.3,0.25,3.8,9.1,0.42,1.2,1.7,0.69,0.8,2.9,3.7,6.4,2.4,0.3,2.9,3.5,9.0
1992,27,1003,SAS,San Antonio Spurs,Tom Garrick,"July 7, 1966",25.0,NBA,SG,19.0,5.0,374.0,4.2,9.0,0.47,0.0,0.1,0.0,4.2,8.9,0.48,1.0,1.5,0.62,0.8,3.2,3.9,6.1,2.0,0.1,2.9,3.2,9.4
1992,18,1003,MIN,Minnesota Timberwolves,Tom Garrick,"July 7, 1966",25.0,NBA,SG,15.0,0.0,112.0,3.5,10.6,0.33,0.3,0.6,0.5,3.2,10.0,0.32,1.9,2.6,0.75,0.6,2.3,2.9,5.8,2.3,1.0,3.2,4.5,9.3
1992,7,1003,DAL,Dallas Mavericks,Tom Garrick,"July 7, 1966",25.0,NBA,SG,6.0,0.0,63.0,2.3,9.7,0.24,0.0,0.6,0.0,2.3,9.1,0.25,1.1,1.1,1.0,1.1,2.3,3.4,9.7,4.6,0.0,2.3,4.0,5.7
