Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1986,29,1822,UTA,Utah Jazz,22.0,NBA,PF,81.0,76.0,2475.0,9.5,19.1,0.5,0.0,0.0,0.0,9.5,19.0,0.5,3.7,7.6,0.48,3.3,10.2,13.5,4.4,2.0,0.8,5.2,5.5,22.6,,92.0,102.0
1987,29,1822,UTA,Utah Jazz,23.0,NBA,PF,82.0,82.0,2857.0,11.9,23.2,0.51,0.0,0.1,0.0,11.9,23.0,0.51,5.3,8.8,0.6,4.5,9.4,13.9,2.6,1.7,1.0,3.9,5.3,29.0,,104.0,102.0
1988,29,1822,UTA,Utah Jazz,24.0,NBA,PF,82.0,82.0,3198.0,12.7,24.4,0.52,0.0,0.1,0.0,12.7,24.3,0.52,8.2,11.7,0.7,4.1,10.5,14.6,2.9,1.7,0.7,4.8,4.4,33.5,,107.0,101.0
1989,29,1822,UTA,Utah Jazz,25.0,NBA,PF,80.0,80.0,3126.0,12.7,24.4,0.52,0.1,0.3,0.31,12.6,24.2,0.52,11.0,14.4,0.77,4.1,9.3,13.4,3.4,2.3,1.1,4.5,4.5,36.5,,115.0,99.0
1990,29,1822,UTA,Utah Jazz,26.0,NBA,PF,82.0,82.0,3122.0,14.6,26.0,0.56,0.3,0.7,0.37,14.4,25.3,0.57,11.1,14.6,0.76,3.7,10.9,14.6,3.6,1.9,0.8,4.9,4.1,40.6,,118.0,102.0
1991,29,1822,UTA,Utah Jazz,27.0,NBA,PF,82.0,82.0,3302.0,12.9,24.5,0.53,0.1,0.2,0.29,12.9,24.3,0.53,10.4,13.6,0.77,3.6,11.2,14.8,4.1,1.4,1.2,3.7,4.1,36.4,,117.0,102.0
1992,29,1822,UTA,Utah Jazz,28.0,NBA,PF,81.0,81.0,3054.0,13.1,25.0,0.53,0.0,0.3,0.18,13.1,24.7,0.53,11.1,14.2,0.78,3.7,11.3,15.0,4.0,1.8,0.8,4.1,3.7,37.4,,118.0,103.0
1993,29,1822,UTA,Utah Jazz,29.0,NBA,PF,82.0,82.0,3099.0,12.8,23.2,0.55,0.1,0.3,0.2,12.7,22.8,0.56,9.9,13.4,0.74,3.6,11.1,14.7,4.9,2.0,1.4,3.9,4.2,35.6,,120.0,103.0
1994,29,1822,UTA,Utah Jazz,30.0,NBA,PF,82.0,82.0,3329.0,12.0,24.0,0.5,0.1,0.5,0.25,11.8,23.5,0.5,7.9,11.4,0.69,3.6,10.9,14.6,5.1,1.9,2.0,3.6,4.1,31.9,,111.0,100.0
1995,29,1822,UTA,Utah Jazz,31.0,NBA,PF,82.0,82.0,3126.0,13.8,25.7,0.54,0.2,0.7,0.27,13.6,25.0,0.54,8.6,11.5,0.74,2.6,11.9,14.4,4.7,2.1,1.4,3.9,4.5,36.3,,115.0,101.0
1996,29,1822,UTA,Utah Jazz,32.0,NBA,PF,82.0,82.0,3113.0,13.5,26.0,0.52,0.3,0.7,0.4,13.2,25.4,0.52,8.8,12.1,0.72,3.0,10.8,13.8,5.9,2.4,1.0,3.4,4.2,36.1,,117.0,102.0
1997,29,1822,UTA,Utah Jazz,33.0,NBA,PF,82.0,82.0,2998.0,15.4,27.9,0.55,0.0,0.2,0.0,15.4,27.7,0.56,9.3,12.3,0.76,3.4,11.0,14.4,6.5,2.0,0.9,4.1,3.9,40.0,,118.0,101.0
1998,29,1822,UTA,Utah Jazz,34.0,NBA,PF,81.0,81.0,3030.0,13.9,26.2,0.53,0.0,0.1,0.33,13.8,26.0,0.53,11.2,14.7,0.76,3.4,11.5,14.8,5.6,1.7,1.2,4.4,4.2,38.9,,118.0,102.0
1999,29,1822,UTA,Utah Jazz,35.0,NBA,PF,49.0,49.0,1832.0,11.8,24.0,0.49,0.0,0.0,0.0,11.8,24.0,0.49,11.4,14.5,0.79,3.2,10.7,13.9,6.1,1.9,0.8,4.9,4.0,35.1,,112.0,96.0
2001,29,1822,UTA,Utah Jazz,37.0,NBA,PF,81.0,81.0,2895.0,12.4,24.8,0.5,0.0,0.1,0.4,12.3,24.8,0.5,9.9,12.5,0.79,2.1,10.3,12.4,6.7,1.7,1.1,4.5,4.0,34.7,,112.0,100.0
2002,29,1822,UTA,Utah Jazz,38.0,NBA,PF,80.0,80.0,3040.0,11.1,24.5,0.45,0.2,0.4,0.36,11.0,24.0,0.46,8.9,11.2,0.8,2.5,9.5,12.0,6.0,2.7,1.0,4.6,4.0,31.3,,107.0,101.0
2003,29,1822,UTA,Utah Jazz,39.0,NBA,PF,81.0,81.0,2936.0,10.9,23.6,0.46,0.1,0.3,0.21,10.8,23.3,0.46,8.7,11.4,0.76,2.1,9.4,11.5,6.9,2.5,0.6,3.8,3.7,30.5,,109.0,100.0
2004,14,1822,LAL,Los Angeles Lakers,40.0,NBA,PF,42.0,42.0,1373.0,7.3,15.2,0.48,0.0,0.0,0.0,7.3,15.1,0.48,6.4,8.5,0.75,2.3,11.6,13.9,6.2,1.9,0.8,3.9,4.4,21.0,,107.0,98.0
