Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2000,24,1841,PHO,Phoenix Suns,Shawn Marion,1978-05-07,21.0,NBA,SF,51.0,38.0,1260.0,9.0,19.1,0.47,0.2,0.9,0.18,8.8,18.2,0.49,2.9,3.4,0.85,4.3,9.2,13.5,2.8,1.5,2.1,2.1,4.6,21.1,107.0,97.0
2001,24,1841,PHO,Phoenix Suns,Shawn Marion,1978-05-07,22.0,NBA,SF,79.0,79.0,2857.0,10.0,20.9,0.48,0.4,1.5,0.26,9.7,19.4,0.5,4.2,5.2,0.81,4.0,11.3,15.3,2.9,2.4,1.9,2.3,3.8,24.7,109.0,93.0
2002,24,1841,PHO,Phoenix Suns,Shawn Marion,1978-05-07,23.0,NBA,SF,81.0,81.0,3109.0,11.0,23.6,0.47,0.8,2.1,0.39,10.2,21.5,0.48,3.2,3.8,0.84,3.6,10.0,13.6,2.7,2.5,1.5,2.4,3.6,26.1,107.0,100.0
2003,24,1841,PHO,Phoenix Suns,Shawn Marion,1978-05-07,24.0,NBA,SF,81.0,81.0,3373.0,10.3,22.8,0.45,2.2,5.7,0.39,8.1,17.1,0.47,3.9,4.6,0.85,3.1,8.9,12.0,3.1,2.9,1.5,2.4,3.2,26.7,111.0,98.0
2004,24,1841,PHO,Phoenix Suns,Shawn Marion,1978-05-07,25.0,NBA,SF,79.0,79.0,3217.0,9.5,21.6,0.44,1.4,4.3,0.34,8.1,17.3,0.46,3.7,4.3,0.85,3.4,8.5,11.9,3.4,2.7,1.7,2.5,3.3,24.1,107.0,102.0
2005,24,1841,PHO,Phoenix Suns,Shawn Marion,1978-05-07,26.0,NBA,PF,81.0,81.0,3146.0,9.8,20.5,0.48,1.8,5.4,0.33,7.9,15.1,0.53,3.6,4.4,0.83,3.7,10.8,14.6,2.4,2.6,1.9,2.0,3.2,25.0,116.0,101.0
2006,24,1841,PHO,Phoenix Suns,Shawn Marion,1978-05-07,27.0,NBA,PF,81.0,81.0,3263.0,11.0,21.0,0.52,1.5,4.5,0.33,9.5,16.5,0.58,3.7,4.6,0.81,3.8,10.9,14.7,2.2,2.5,2.1,1.9,3.4,27.2,118.0,100.0
2007,24,1841,PHO,Phoenix Suns,Shawn Marion,1978-05-07,28.0,NBA,SF,80.0,80.0,3010.0,9.4,17.9,0.52,1.3,4.2,0.32,8.0,13.7,0.59,3.4,4.1,0.81,2.9,10.2,13.1,2.2,2.6,2.0,1.9,3.6,23.4,118.0,100.0
2008,31,1841,TOT,Total After Trade,Shawn Marion,1978-05-07,29.0,NBA,PF,63.0,62.0,2315.0,8.7,17.2,0.51,1.4,4.3,0.33,7.3,12.9,0.57,2.3,3.3,0.71,3.0,11.1,14.0,3.0,2.7,1.9,1.9,3.3,21.2,113.0,102.0
2008,24,1841,PHO,Phoenix Suns,Shawn Marion,1978-05-07,29.0,NBA,PF,47.0,47.0,1713.0,8.8,16.8,0.53,1.7,4.8,0.35,7.1,11.9,0.6,2.2,3.1,0.71,2.5,11.0,13.5,2.8,2.8,2.0,1.4,3.4,21.5,119.0,102.0
2008,16,1841,MIA,Miami Heat,Shawn Marion,1978-05-07,29.0,NBA,PF,16.0,15.0,602.0,8.5,18.5,0.46,0.7,2.7,0.26,7.8,15.7,0.49,2.6,3.7,0.69,4.4,11.4,15.8,3.5,2.7,1.3,3.3,2.9,20.2,99.0,104.0
2009,31,1841,TOT,Total After Trade,Shawn Marion,1978-05-07,30.0,NBA,SF,69.0,68.0,2470.0,8.2,16.9,0.48,0.2,1.1,0.19,8.0,15.7,0.51,2.5,3.1,0.8,3.9,8.8,12.6,3.0,1.9,1.4,2.2,2.8,19.1,107.0,106.0
2009,16,1841,MIA,Miami Heat,Shawn Marion,1978-05-07,30.0,NBA,SF,42.0,41.0,1516.0,7.6,15.7,0.48,0.3,1.4,0.2,7.3,14.3,0.51,2.4,3.0,0.79,3.8,9.1,12.9,2.7,2.0,1.6,2.0,3.2,17.8,109.0,105.0
2009,28,1841,TOR,Toronto Raptors,Shawn Marion,1978-05-07,30.0,NBA,SF,27.0,27.0,954.0,9.1,18.7,0.49,0.1,0.7,0.15,9.0,18.0,0.5,2.7,3.4,0.81,4.0,8.3,12.3,3.4,1.7,1.1,2.7,2.2,21.1,105.0,108.0
2010,7,1841,DAL,Dallas Mavericks,Shawn Marion,1978-05-07,31.0,NBA,SF,75.0,75.0,2385.0,8.6,16.9,0.51,0.1,0.4,0.16,8.5,16.5,0.52,2.3,3.0,0.76,3.4,6.9,10.4,2.3,1.5,1.3,2.2,3.1,19.5,107.0,106.0
2011,7,1841,DAL,Dallas Mavericks,Shawn Marion,1978-05-07,32.0,NBA,SF,80.0,27.0,2253.0,10.1,19.5,0.52,0.1,0.8,0.15,10.0,18.7,0.54,2.9,3.8,0.77,3.9,8.9,12.9,2.6,1.6,1.2,3.0,3.4,23.3,107.0,103.0
2012,7,1841,DAL,Dallas Mavericks,Shawn Marion,1978-05-07,33.0,NBA,SF,63.0,63.0,1919.0,7.9,17.7,0.45,0.5,1.9,0.29,7.3,15.8,0.46,2.0,2.5,0.8,4.0,8.8,12.7,3.6,1.8,1.0,2.7,2.4,18.3,100.0,102.0
2013,7,1841,DAL,Dallas Mavericks,Shawn Marion,1978-05-07,34.0,NBA,PF,67.0,67.0,2010.0,9.0,17.5,0.51,0.6,1.9,0.32,8.4,15.7,0.54,2.0,2.6,0.78,3.7,9.6,13.3,4.1,1.9,1.2,2.6,2.8,20.6,109.0,104.0
