TEAM,OPP_G,OPP_MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
MIL,82,19905,3207,7033,0.46,42,203,0.21,3165,6830,0.46,1869,2489,0.75,1252,2235,3487,1959,653,319,1404,2093,8325
ALT,82,19855,3277,6845,0.48,39,185,0.21,3238,6660,0.49,1834,2380,0.77,1191,2410,3601,2026,579,424,1409,2087,8427
NYK,82,19855,3260,6687,0.49,52,189,0.28,3208,6498,0.49,1876,2474,0.76,1045,2171,3216,2049,721,397,1683,2197,8448
BOS,82,19955,3463,7372,0.47,71,219,0.32,3392,7153,0.47,1659,2143,0.77,1101,2227,3328,1957,703,328,1329,2090,8656
PHI,82,19955,3427,7136,0.48,47,207,0.23,3380,6929,0.49,1757,2367,0.74,1235,2237,3472,2062,805,483,1559,2237,8658
WAB,82,19905,3465,7086,0.49,37,172,0.22,3428,6914,0.5,1693,2218,0.76,1037,2381,3418,2038,706,492,1277,2021,8660
CLE,82,19855,3373,6930,0.49,50,190,0.26,3323,6740,0.49,1939,2541,0.76,983,2405,3388,2141,579,395,1224,1906,8735
SEA,82,19780,3585,7337,0.49,54,228,0.24,3531,7109,0.5,1655,2168,0.76,1167,2404,3571,2278,663,388,1330,2097,8879
CHI,82,19980,3502,7082,0.49,37,182,0.2,3465,6900,0.5,1885,2471,0.76,1125,2388,3513,2235,786,514,1513,2110,8926
NJN,82,19805,3422,6974,0.49,48,181,0.26,3374,6793,0.5,2037,2675,0.76,1097,2307,3404,1913,781,416,1674,2161,8929
IND,82,19780,3552,7175,0.5,29,146,0.2,3523,7029,0.5,1828,2415,0.76,1194,2564,3758,2117,761,444,1587,1930,8961
POR,82,19805,3566,6943,0.51,57,208,0.27,3509,6735,0.52,1797,2366,0.76,1059,2185,3244,2119,649,440,1633,2184,8986
DAL,82,19955,3633,7282,0.5,63,222,0.28,3570,7060,0.51,1688,2198,0.77,1180,2346,3526,2131,632,417,1386,2213,9017
PHO,82,19780,3509,7061,0.5,54,219,0.25,3455,6842,0.5,1956,2540,0.77,1065,2333,3398,2059,675,298,1480,2038,9028
KCK,82,19755,3601,7169,0.5,33,164,0.2,3568,7005,0.51,1909,2510,0.76,1126,2387,3513,2108,660,493,1584,2191,9144
LAL,82,19780,3672,7600,0.48,63,223,0.28,3609,7377,0.49,1763,2346,0.75,1253,2154,3407,2261,797,376,1443,1973,9170
GSW,82,19830,3725,7210,0.52,36,171,0.21,3689,7039,0.52,1801,2377,0.76,1211,2513,3724,2150,691,494,1694,2246,9287
DET,82,19905,3657,7369,0.5,53,202,0.26,3604,7167,0.5,1941,2577,0.75,1163,2457,3620,2193,621,527,1480,2187,9308
HOU,82,19755,3583,7412,0.48,42,157,0.27,3541,7255,0.49,2116,2803,0.76,1197,2458,3655,2023,782,426,1421,1916,9324
UTA,82,19780,3745,7872,0.48,46,208,0.22,3699,7664,0.48,1799,2414,0.74,1458,2461,3919,2237,747,466,1438,2194,9335
SDC,82,19730,3771,7406,0.51,53,187,0.28,3718,7219,0.52,1749,2233,0.78,1112,2163,3275,2370,727,458,1242,2043,9344
SAS,82,19980,3996,7910,0.5,52,216,0.24,3944,7694,0.51,1840,2427,0.76,1293,2455,3748,2518,652,464,1427,2187,9884
DEN,82,19805,4016,7747,0.52,62,205,0.3,3954,7542,0.52,2143,2860,0.75,1228,2737,3965,2453,671,545,1538,2272,10237
