TEAM,OPP_G,OPP_MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
MIA,82,19930,2666,6279,0.42,379,1109,0.34,2287,5170,0.44,1565,2127,0.74,894,2484,3378,1461,620,353,1134,1709,7276
PHI,82,19730,2771,6500,0.43,438,1322,0.33,2333,5178,0.45,1350,1798,0.75,981,2348,3329,1768,654,458,1208,1827,7330
SAS,82,19855,2883,6775,0.43,374,1108,0.34,2509,5667,0.44,1283,1651,0.78,1003,2429,3432,1543,635,428,1192,1896,7423
TOR,82,19755,2820,6390,0.44,377,1089,0.35,2443,5301,0.46,1513,2011,0.75,995,2436,3431,1629,628,393,1250,1612,7530
NJN,82,19830,2858,6668,0.43,409,1175,0.35,2449,5493,0.45,1423,1890,0.75,999,2517,3516,1563,669,439,1317,1667,7548
DET,82,19680,2926,6546,0.45,359,993,0.36,2567,5553,0.46,1349,1787,0.76,991,2511,3502,1638,651,335,1273,1874,7560
CHO,82,19755,2850,6594,0.43,433,1156,0.38,2417,5438,0.44,1488,1938,0.77,963,2399,3362,1639,625,422,1140,1703,7621
POR,82,19830,2951,6508,0.45,466,1285,0.36,2485,5223,0.48,1312,1771,0.74,890,2328,3218,1945,612,410,1208,1651,7680
BOS,82,19830,2797,6579,0.42,514,1511,0.34,2283,5068,0.45,1612,2091,0.77,954,2807,3761,1802,623,476,1335,1734,7720
LAL,82,19780,2872,6777,0.42,399,1259,0.32,2473,5518,0.45,1577,2072,0.76,1016,2526,3542,1643,587,354,1148,1890,7720
WAS,82,19730,2953,6534,0.45,422,1191,0.35,2531,5343,0.47,1396,1849,0.76,960,2376,3336,1818,573,414,1095,1713,7724
SEA,82,19830,2966,6605,0.45,472,1374,0.34,2494,5231,0.48,1362,1844,0.74,1091,2326,3417,1832,568,400,1254,1627,7766
UTA,82,19830,2777,6218,0.45,465,1215,0.38,2312,5003,0.46,1779,2308,0.77,927,2204,3131,1585,748,548,1371,2069,7798
NYK,82,19805,2924,6570,0.44,443,1256,0.35,2481,5314,0.47,1550,2047,0.76,959,2540,3499,1762,686,385,1103,1670,7841
PHO,82,19830,2957,6663,0.44,433,1208,0.36,2524,5455,0.46,1511,2013,0.75,1030,2493,3523,1821,685,475,1265,1521,7858
MIN,82,19805,2962,6654,0.44,492,1321,0.37,2470,5333,0.46,1452,1958,0.74,912,2326,3238,1855,542,407,1097,1676,7868
LAC,82,19805,3074,6866,0.45,407,1145,0.36,2667,5721,0.47,1329,1783,0.74,1064,2379,3443,1859,612,439,1055,1775,7884
IND,82,19905,2977,6800,0.44,418,1200,0.35,2559,5600,0.46,1544,2062,0.75,1048,2514,3562,1771,618,466,1173,1855,7916
SAC,82,19755,3128,7108,0.44,386,1145,0.34,2742,5963,0.46,1312,1764,0.74,1065,2617,3682,1839,633,387,1246,1827,7954
HOU,82,19980,3191,6875,0.46,370,1028,0.36,2821,5847,0.48,1221,1623,0.75,1045,2507,3552,1838,576,415,988,1647,7973
MEM,82,19780,3119,6829,0.46,398,1112,0.36,2721,5717,0.48,1346,1788,0.75,1135,2560,3695,1961,781,457,1207,1784,7982
MIL,82,19905,3016,6846,0.44,493,1377,0.36,2523,5469,0.46,1489,1967,0.76,1050,2438,3488,1883,599,361,1054,1642,8014
CHI,82,19805,3027,6514,0.46,421,1177,0.36,2606,5337,0.49,1560,2090,0.75,944,2553,3497,2066,681,399,1178,1720,8035
DEN,82,19805,3005,6540,0.46,424,1173,0.36,2581,5367,0.48,1602,2144,0.75,995,2529,3524,1968,671,560,1173,1646,8036
ALT,82,19780,3065,6675,0.46,472,1329,0.36,2593,5346,0.48,1456,1957,0.74,1004,2523,3527,1856,705,509,1239,1647,8058
CLE,82,19855,3053,6678,0.46,473,1200,0.39,2580,5478,0.47,1506,2014,0.75,928,2382,3310,1989,602,459,1063,1638,8085
ORL,82,19830,3116,6828,0.46,409,1161,0.35,2707,5667,0.48,1470,1994,0.74,1086,2633,3719,1930,659,384,1292,1740,8111
DAL,82,19880,3094,6851,0.45,452,1293,0.35,2642,5558,0.48,1640,2184,0.75,1065,2600,3665,1865,589,377,1155,1788,8280
GSW,82,19780,3213,6993,0.46,404,1162,0.35,2809,5831,0.48,1622,2125,0.76,1100,2450,3550,2002,706,512,1176,1949,8452
