TEAM,OPP_G,OPP_MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
MEM,82,19855,2691,6172,0.44,408,1223,0.33,2283,4949,0.46,1465,1942,0.75,927,2404,3331,1605,597,456,1213,1867,7255
SAS,82,19805,2782,6420,0.43,300,886,0.34,2482,5534,0.45,1414,1912,0.74,886,2417,3303,1336,599,343,1136,1709,7278
DET,82,19830,2915,6450,0.45,329,1012,0.32,2586,5438,0.48,1235,1677,0.74,951,2399,3350,1541,481,285,1145,1726,7394
HOU,82,19830,2708,6310,0.43,541,1465,0.37,2167,4845,0.45,1560,2135,0.73,874,2477,3351,1647,582,373,1094,1716,7517
IND,82,19730,2831,6504,0.44,371,1083,0.34,2460,5421,0.45,1511,2060,0.73,968,2416,3384,1520,661,399,1112,1800,7544
NJN,82,19780,2730,6222,0.44,465,1336,0.35,2265,4886,0.46,1654,2232,0.74,787,2599,3386,1641,589,329,1177,1889,7579
DAL,82,19880,2801,6319,0.44,404,1120,0.36,2397,5199,0.46,1626,2163,0.75,935,2209,3144,1433,536,400,1151,1958,7632
MIN,82,19855,2852,6474,0.44,447,1229,0.36,2405,5245,0.46,1525,2072,0.74,974,2411,3385,1554,539,374,1139,1736,7676
UTA,82,19880,2730,6077,0.45,490,1297,0.38,2240,4780,0.47,1839,2466,0.75,871,2237,3108,1511,663,463,1166,2104,7789
CLE,82,19830,2949,6481,0.46,459,1291,0.36,2490,5190,0.48,1462,1970,0.74,807,2421,3228,1666,540,357,1079,1842,7819
LAC,82,19805,2887,6638,0.44,474,1367,0.35,2413,5271,0.46,1593,2175,0.73,858,2432,3290,1765,570,355,1053,1777,7841
NOK,82,19805,2883,6286,0.46,546,1486,0.37,2337,4800,0.49,1530,2014,0.76,860,2498,3358,1584,527,432,1197,1910,7842
ORL,82,19905,2870,6327,0.45,460,1287,0.36,2410,5040,0.48,1672,2285,0.73,911,2239,3150,1644,615,386,1099,1899,7872
MIA,82,19755,2871,6529,0.44,490,1359,0.36,2381,5170,0.46,1642,2223,0.74,826,2359,3185,1596,560,298,1063,1938,7874
LAL,82,19855,2945,6547,0.45,474,1342,0.35,2471,5205,0.48,1585,2123,0.75,893,2399,3292,1730,536,354,1158,1925,7949
CHI,82,19905,2773,6515,0.43,501,1428,0.35,2272,5087,0.45,1921,2472,0.78,881,2541,3422,1652,611,420,1228,1883,7968
SAC,82,19830,3053,6726,0.45,462,1316,0.35,2591,5410,0.48,1412,1891,0.75,953,2503,3456,1733,656,403,1199,1886,7980
POR,82,19730,3032,6472,0.47,498,1306,0.38,2534,5166,0.49,1498,1971,0.76,1029,2445,3474,1737,592,403,1060,1704,8060
MIL,82,19855,2972,6383,0.47,490,1385,0.35,2482,4998,0.5,1671,2237,0.75,832,2475,3307,1847,606,414,1182,1937,8105
BOS,82,19880,2944,6462,0.46,446,1265,0.35,2498,5197,0.48,1825,2457,0.74,910,2369,3279,1763,688,404,1210,1837,8159
WAS,82,19830,3014,6477,0.46,501,1379,0.36,2513,5098,0.49,1655,2222,0.74,964,2477,3441,1766,537,341,1326,2075,8184
GSW,82,19830,3047,6674,0.46,469,1335,0.35,2578,5339,0.48,1624,2187,0.74,985,2662,3647,1828,576,409,1258,1919,8187
DEN,82,19930,3070,6764,0.45,530,1480,0.36,2540,5284,0.48,1538,2090,0.74,965,2469,3434,1959,586,436,1323,1911,8208
CHA,82,19905,3065,6410,0.48,458,1285,0.36,2607,5125,0.51,1683,2283,0.74,940,2667,3607,1881,577,441,1464,1929,8271
PHI,82,19905,3100,6699,0.46,498,1420,0.35,2602,5279,0.49,1609,2111,0.76,974,2533,3507,1882,630,386,1269,1898,8307
ALT,82,19880,3075,6433,0.48,444,1205,0.37,2631,5228,0.5,1768,2372,0.74,981,2335,3316,1689,597,422,1227,1855,8362
NYK,82,19930,2967,6359,0.47,565,1495,0.38,2402,4864,0.49,1868,2480,0.75,883,2280,3163,1744,674,437,1154,2079,8367
PHO,82,19955,3243,7141,0.45,516,1423,0.36,2727,5718,0.48,1429,1956,0.73,1028,2735,3763,1546,591,282,1218,1623,8431
TOR,82,19955,3164,6448,0.49,508,1363,0.37,2656,5085,0.52,1696,2267,0.75,835,2539,3374,1938,518,359,1165,1834,8532
SEA,82,19830,3202,6596,0.48,542,1445,0.38,2660,5151,0.52,1713,2255,0.76,1003,2316,3319,1973,598,399,1194,1820,8659
