TEAM,OPP_G,OPP_MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
CHA,82,19880,2925,6536,0.45,573,1696,0.34,2352,4840,0.49,1270,1710,0.74,868,2382,3250,1666,614,502,1256,1804,7693
MIA,82,19880,2813,6408,0.44,524,1531,0.34,2289,4877,0.47,1577,2091,0.75,856,2483,3339,1545,517,355,1184,1639,7727
POR,82,19855,2950,6352,0.46,480,1399,0.34,2470,4953,0.5,1394,1870,0.74,801,2322,3123,1583,485,333,1104,1767,7774
ORL,82,19730,2955,6739,0.44,522,1437,0.36,2433,5302,0.46,1380,1830,0.75,800,2481,3281,1550,551,288,1050,1819,7812
BOS,82,19780,2880,6390,0.45,470,1375,0.34,2410,5015,0.48,1606,2152,0.75,868,2418,3286,1585,578,386,1283,1777,7836
CLE,82,19780,2935,6633,0.44,524,1511,0.35,2411,5122,0.47,1444,1907,0.76,794,2366,3160,1661,542,325,1045,1708,7838
MIL,82,19980,2870,6361,0.45,438,1276,0.34,2432,5085,0.48,1692,2211,0.76,790,2722,3512,1581,573,421,1254,1664,7870
SAS,82,19780,3025,6691,0.45,412,1200,0.34,2613,5491,0.48,1433,1896,0.76,814,2427,3241,1576,567,417,1032,1672,7895
LAL,82,19830,3050,6840,0.45,520,1585,0.33,2530,5255,0.48,1332,1776,0.75,914,2546,3460,1792,573,363,1159,1737,7952
ALT,82,19855,3048,6623,0.46,480,1392,0.34,2568,5231,0.49,1380,1852,0.74,922,2471,3393,1719,506,359,1135,1582,7956
OKC,82,19805,3007,6718,0.45,481,1414,0.34,2526,5304,0.48,1541,2018,0.76,937,2397,3334,1618,616,384,1238,1755,8036
UTA,82,19755,2908,6471,0.45,552,1559,0.35,2356,4912,0.48,1741,2286,0.76,837,2376,3213,1628,632,445,1238,1818,8109
CHI,82,19905,3043,6885,0.44,584,1680,0.35,2459,5205,0.47,1457,1958,0.74,916,2589,3505,1715,578,438,1090,1643,8127
DET,82,19780,2965,6172,0.48,568,1514,0.38,2397,4658,0.52,1630,2124,0.77,814,2420,3234,1898,549,401,1174,1702,8128
DAL,82,19880,3107,6805,0.46,525,1515,0.35,2582,5290,0.49,1402,1849,0.76,922,2592,3514,1659,563,337,1195,1652,8141
WAS,82,19830,3083,6664,0.46,528,1466,0.36,2555,5198,0.49,1590,2088,0.76,935,2530,3465,1772,569,415,1115,1684,8284
NJN,82,19780,3172,6593,0.48,468,1278,0.37,2704,5315,0.51,1511,2021,0.75,925,2683,3608,1960,638,421,1149,1647,8323
PHI,82,19805,3105,6573,0.47,606,1542,0.39,2499,5031,0.5,1518,1983,0.77,888,2470,3358,1810,621,332,1189,1534,8334
LAC,82,19705,3193,6792,0.47,529,1457,0.36,2664,5335,0.5,1455,1910,0.76,879,2490,3369,1926,686,363,1059,1588,8370
DEN,82,19780,3088,6766,0.46,523,1498,0.35,2565,5268,0.49,1695,2207,0.77,955,2513,3468,1723,578,438,1235,1943,8394
NOH,82,19830,3250,6730,0.48,539,1517,0.36,2711,5213,0.52,1383,1841,0.75,870,2586,3456,1925,574,367,1177,1597,8422
HOU,82,19905,3236,6810,0.48,489,1344,0.36,2747,5466,0.5,1464,1917,0.76,875,2632,3507,1716,597,532,1207,1840,8425
IND,82,19705,3113,6875,0.45,510,1405,0.36,2603,5470,0.48,1774,2346,0.76,969,2852,3821,1694,654,414,1227,1709,8510
MEM,82,19905,3277,6849,0.48,572,1618,0.35,2705,5231,0.52,1402,1858,0.76,907,2349,3256,1875,635,501,1165,1840,8528
SAC,82,19880,3199,6828,0.47,497,1391,0.36,2702,5437,0.5,1663,2149,0.77,909,2538,3447,1683,586,468,1120,1650,8558
PHO,82,19730,3235,7165,0.45,561,1582,0.36,2674,5583,0.48,1606,2114,0.76,1081,2391,3472,1704,646,365,1065,1789,8637
TOR,82,19780,3194,6824,0.47,609,1665,0.37,2585,5159,0.5,1683,2146,0.78,933,2453,3386,1889,580,360,1040,1730,8680
NYK,82,19880,3352,6902,0.49,553,1571,0.35,2799,5331,0.52,1429,1896,0.75,959,2724,3683,1723,585,368,1182,1576,8686
MIN,82,19780,3343,6961,0.48,618,1690,0.37,2725,5271,0.52,1534,1981,0.77,917,2640,3557,2103,721,442,1173,1686,8838
GSW,82,19730,3409,7033,0.48,567,1514,0.38,2842,5519,0.52,1832,2390,0.77,1100,2842,3942,1979,645,407,1442,1757,9217
