TEAM,OPP_G,OPP_MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
MEM,82,19805,2748,6312,0.44,504,1489,0.34,2244,4823,0.46,1319,1763,0.75,845,2359,3204,1599,600,450,1268,1643,7319
IND,81,19590,2797,6657,0.42,440,1344,0.33,2357,5313,0.44,1314,1728,0.76,909,2401,3310,1555,611,459,1096,1777,7348
CHI,82,19830,2906,6565,0.44,453,1309,0.35,2453,5256,0.47,1350,1826,0.74,901,2469,3370,1545,600,477,1123,1609,7615
LAC,82,19730,2834,6397,0.44,627,1682,0.37,2207,4715,0.47,1465,1956,0.75,891,2315,3206,1812,606,335,1319,1712,7760
MIA,82,19880,2919,6633,0.44,624,1783,0.35,2295,4850,0.47,1329,1735,0.77,921,2369,3290,1655,649,262,1280,1673,7791
BRK,82,19855,3066,6614,0.46,518,1415,0.37,2548,5199,0.49,1148,1571,0.73,878,2336,3214,1756,614,390,1102,1751,7798
BOS,81,19840,2926,6639,0.44,550,1610,0.34,2376,5029,0.47,1434,1937,0.74,925,2603,3528,1752,634,378,1239,1574,7836
NYK,82,19730,2916,6365,0.46,639,1789,0.36,2277,4576,0.5,1378,1821,0.76,824,2591,3415,1580,523,327,1242,1576,7849
WAS,82,19855,2944,6697,0.44,586,1680,0.35,2358,5017,0.47,1378,1867,0.74,903,2719,3622,1767,639,358,1193,1569,7852
PHI,82,19755,3017,6643,0.45,549,1574,0.35,2468,5069,0.49,1331,1752,0.76,903,2704,3607,1870,590,396,1175,1331,7914
OKC,82,19830,2966,6972,0.42,610,1761,0.35,2356,5211,0.45,1372,1773,0.77,987,2350,3337,1681,673,322,1212,1698,7914
SAS,82,19880,3079,6960,0.44,519,1471,0.35,2560,5489,0.47,1246,1639,0.76,912,2577,3489,1756,675,405,1221,1565,7923
ALT,82,19855,3073,6823,0.45,620,1635,0.38,2453,5188,0.47,1233,1617,0.76,928,2659,3587,1825,689,350,1249,1543,7999
NOH,82,19780,3030,6435,0.47,632,1688,0.37,2398,4747,0.5,1339,1764,0.76,835,2391,3226,1915,648,492,1086,1534,8031
MIN,82,19730,3113,6657,0.47,576,1559,0.37,2537,5098,0.5,1243,1652,0.75,871,2583,3454,1832,661,481,1302,1847,8045
UTA,82,19880,3003,6550,0.46,560,1513,0.37,2443,5037,0.48,1479,1953,0.76,901,2446,3347,1689,640,480,1206,1670,8045
TOR,82,19980,2971,6493,0.46,546,1511,0.36,2425,4982,0.49,1604,2148,0.75,877,2544,3421,1796,578,387,1169,1650,8092
DET,82,19805,3056,6655,0.46,604,1676,0.36,2452,4979,0.49,1389,1823,0.76,911,2514,3425,1837,691,472,1126,1630,8105
GSW,82,19805,3051,6954,0.44,657,1896,0.35,2394,5058,0.47,1464,1958,0.75,907,2596,3503,1931,670,399,1110,1571,8223
MIL,82,19830,3152,6946,0.45,529,1519,0.35,2623,5427,0.48,1398,1841,0.76,1019,2757,3776,1893,658,362,1310,1567,8231
POR,82,19855,3224,6807,0.47,521,1531,0.34,2703,5276,0.51,1286,1690,0.76,901,2578,3479,1944,691,359,1074,1537,8255
LAL,82,19755,3253,7180,0.45,613,1718,0.36,2640,5462,0.48,1167,1594,0.73,947,2551,3498,1918,696,396,1061,1891,8286
DEN,82,19905,3121,7025,0.44,687,1894,0.36,2434,5131,0.47,1358,1858,0.73,1020,2391,3411,1936,658,554,1305,1775,8287
ORL,82,19780,3169,6842,0.46,617,1721,0.36,2552,5121,0.5,1336,1811,0.74,888,2618,3506,1946,592,430,1020,1353,8291
CLE,82,19730,3109,6527,0.48,610,1639,0.37,2499,4888,0.51,1469,1987,0.74,889,2563,3452,1963,624,560,1249,1615,8297
PHO,82,19805,3181,6771,0.47,568,1464,0.39,2613,5307,0.49,1405,1855,0.76,958,2598,3556,1870,684,421,1258,1511,8335
DAL,82,19980,3067,6890,0.44,642,1789,0.36,2425,5101,0.48,1566,2079,0.75,985,2752,3737,1805,698,340,1202,1547,8342
HOU,82,19780,3184,7007,0.45,661,1798,0.37,2523,5209,0.48,1374,1771,0.78,876,2539,3415,1858,693,498,1210,1674,8403
CHA,82,19805,3185,6762,0.47,716,1847,0.39,2469,4915,0.5,1332,1784,0.75,971,2645,3616,2071,569,565,1152,1746,8418
SAC,82,19830,3222,6831,0.47,625,1762,0.36,2597,5069,0.51,1550,1980,0.78,973,2601,3574,2058,624,517,1208,1636,8619
