Season,Team ID,Team ABV,Team,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
2000,9,DET,Detroit Pistons,Jerry Stackhouse,25.0,82.0,3148.0,0.43,0.46,0.29,0.46,0.82,0.54,0.52,0.2,95.0,99.0,82.0,95.0,109.0,104.0,170.0,119.0,-62.8,77.2
2000,9,DET,Detroit Pistons,Grant Hill,27.0,74.0,2776.0,0.49,0.5,0.35,0.5,0.8,0.56,0.42,0.07,109.0,107.0,98.0,105.0,106.0,108.0,138.0,41.0,66.1,141.2
2000,9,DET,Detroit Pistons,Lindsey Hunter,29.0,82.0,2919.0,0.42,0.42,0.43,0.52,0.76,0.54,0.17,0.44,95.0,90.0,122.0,109.0,101.0,104.0,56.0,261.0,73.0,39.4
2000,9,DET,Detroit Pistons,Christian Laettner,30.0,82.0,2443.0,0.47,0.48,0.29,0.48,0.81,0.54,0.36,0.03,105.0,102.0,83.0,100.0,108.0,103.0,118.0,18.0,-1.0,30.1
2000,9,DET,Detroit Pistons,Jerome Williams,26.0,82.0,2102.0,0.56,0.57,0.0,0.56,0.62,0.59,0.62,0.01,126.0,121.0,,118.0,82.0,113.0,202.0,4.0,77.9,81.5
2000,9,DET,Detroit Pistons,Terry Mills,32.0,82.0,1842.0,0.44,0.48,0.39,0.54,0.74,0.55,0.07,0.5,98.0,103.0,111.0,112.0,98.0,104.0,23.0,297.0,56.3,22.1
2000,9,DET,Detroit Pistons,Michael Curry,31.0,82.0,1611.0,0.48,0.48,0.2,0.48,0.84,0.56,0.44,0.01,107.0,103.0,57.0,101.0,112.0,107.0,144.0,8.0,2.6,32.4
2000,9,DET,Detroit Pistons,John Crotty,30.0,69.0,937.0,0.42,0.43,0.41,0.49,0.86,0.56,0.37,0.32,94.0,91.0,117.0,102.0,115.0,106.0,120.0,191.0,5.0,19.8
2000,9,DET,Detroit Pistons,Mikki Moore,24.0,29.0,488.0,0.62,0.62,,0.62,0.79,0.67,0.49,0.0,139.0,133.0,,130.0,106.0,128.0,158.0,,40.1,50.3
2000,9,DET,Detroit Pistons,Jud Buechler,31.0,58.0,657.0,0.35,0.51,0.22,0.41,0.29,0.41,0.04,0.53,79.0,108.0,61.0,86.0,38.0,78.0,15.0,318.0,-21.2,-36.3
2000,9,DET,Detroit Pistons,Loy Vaught,31.0,43.0,292.0,0.36,0.37,0.0,0.36,0.69,0.39,0.18,0.03,80.0,80.0,,75.0,92.0,75.0,58.0,20.0,-21.1,-25.4
2000,9,DET,Detroit Pistons,Eric Montross,28.0,51.0,332.0,0.31,0.31,,0.31,0.5,0.33,0.22,0.0,69.0,66.0,,65.0,67.0,63.0,71.0,,-18.6,-23.0
2000,9,DET,Detroit Pistons,Don Reid,26.0,21.0,165.0,0.47,0.47,,0.47,0.5,0.48,0.18,0.0,105.0,101.0,,98.0,67.0,91.0,57.0,,-0.5,-3.3
2000,9,DET,Detroit Pistons,Marcus Brown,25.0,6.0,45.0,0.29,0.57,0.0,0.29,1.0,0.34,0.14,0.5,64.0,122.0,,60.0,133.0,64.0,46.0,299.0,-5.4,-5.6
2000,9,DET,Detroit Pistons,Jermaine Jackson,23.0,7.0,73.0,0.09,0.1,0.0,0.09,0.62,0.24,0.73,0.09,20.0,21.0,,19.0,83.0,46.0,236.0,54.0,-8.5,-8.2
2000,9,DET,Detroit Pistons,Team,,,,0.46,0.48,0.36,0.49,0.78,0.55,0.38,0.18,102.0,103.0,102.0,103.0,104.0,105.0,123.0,111.0,182.3,395.4
2000,9,DET,Detroit Pistons,League Average,,,,0.45,0.47,0.35,0.48,0.75,0.52,0.31,0.17,,,,,,,,,,
