Season,Team ID,Team ABV,Team,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
2000,15,VAN,Vancouver Grizzlies,Shareef Abdur-Rahim,23.0,82.0,3223.0,0.46,0.48,0.3,0.48,0.81,0.55,0.43,0.08,104.0,102.0,86.0,100.0,108.0,105.0,140.0,45.0,-4.2,74.2
2000,15,VAN,Vancouver Grizzlies,Michael Dickerson,24.0,82.0,3103.0,0.44,0.44,0.41,0.48,0.83,0.53,0.26,0.23,97.0,95.0,116.0,101.0,111.0,101.0,83.0,137.0,12.5,19.0
2000,15,VAN,Vancouver Grizzlies,Mike Bibby,21.0,82.0,3155.0,0.44,0.47,0.36,0.48,0.78,0.52,0.24,0.21,99.0,100.0,103.0,101.0,104.0,100.0,79.0,123.0,9.0,-3.1
2000,15,VAN,Vancouver Grizzlies,Othella Harrington,26.0,82.0,2677.0,0.51,0.51,0.0,0.51,0.79,0.56,0.36,0.0,113.0,108.0,,106.0,106.0,107.0,117.0,1.0,46.2,71.0
2000,15,VAN,Vancouver Grizzlies,Bryant Reeves,26.0,69.0,1773.0,0.45,0.45,0.0,0.45,0.65,0.48,0.29,0.01,100.0,97.0,,94.0,86.0,92.0,95.0,4.0,-33.5,-52.6
2000,15,VAN,Vancouver Grizzlies,Dennis Scott,31.0,66.0,1263.0,0.38,0.38,0.38,0.48,0.84,0.52,0.17,0.57,84.0,80.0,106.0,101.0,112.0,99.0,56.0,340.0,2.5,-5.4
2000,15,VAN,Vancouver Grizzlies,Felipe Lopez,25.0,65.0,781.0,0.42,0.44,0.17,0.43,0.62,0.47,0.42,0.07,95.0,95.0,47.0,90.0,82.0,90.0,136.0,41.0,-24.6,-31.1
2000,15,VAN,Vancouver Grizzlies,Grant Long,33.0,42.0,920.0,0.44,0.45,0.0,0.44,0.78,0.51,0.42,0.02,99.0,97.0,,93.0,103.0,98.0,138.0,14.0,-11.7,-4.3
2000,15,VAN,Vancouver Grizzlies,Cherokee Parks,27.0,56.0,808.0,0.5,0.5,0.0,0.5,0.65,0.52,0.26,0.01,111.0,107.0,,104.0,86.0,100.0,83.0,4.0,5.3,-0.6
2000,15,VAN,Vancouver Grizzlies,Doug West,32.0,38.0,581.0,0.41,0.42,0.0,0.41,0.85,0.47,0.28,0.02,91.0,89.0,,85.0,113.0,89.0,90.0,12.0,-20.7,-18.0
2000,15,VAN,Vancouver Grizzlies,Brent Price,31.0,41.0,424.0,0.34,0.31,0.37,0.45,0.87,0.52,0.33,0.57,77.0,67.0,104.0,94.0,116.0,99.0,106.0,342.0,-6.8,-1.4
2000,15,VAN,Vancouver Grizzlies,Obinna Ekezie,24.0,39.0,351.0,0.47,0.47,,0.47,0.67,0.54,0.73,0.0,104.0,100.0,,97.0,90.0,103.0,236.0,,-2.2,3.5
2000,15,VAN,Vancouver Grizzlies,Milt Palacio,21.0,53.0,394.0,0.44,0.45,0.0,0.44,0.6,0.47,0.38,0.02,98.0,96.0,,92.0,79.0,90.0,123.0,12.0,-7.7,-11.5
2000,15,VAN,Vancouver Grizzlies,Antoine Carr,38.0,21.0,221.0,0.44,0.44,,0.44,0.79,0.48,0.22,0.0,98.0,94.0,,91.0,105.0,91.0,71.0,,-5.2,-6.4
2000,15,VAN,Vancouver Grizzlies,Joe Stephens,27.0,13.0,181.0,0.37,0.44,0.0,0.37,0.75,0.39,0.08,0.16,83.0,94.0,,78.0,100.0,74.0,25.0,94.0,-10.8,-14.2
2000,15,VAN,Vancouver Grizzlies,Team,,,,0.45,0.46,0.36,0.47,0.77,0.52,0.32,0.14,100.0,99.0,102.0,99.0,103.0,100.0,104.0,83.0,-51.7,19.2
2000,15,VAN,Vancouver Grizzlies,League Average,,,,0.45,0.47,0.35,0.48,0.75,0.52,0.31,0.17,,,,,,,,,,
