Season,Team ID,Team ABV,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2017,10,GSW,Golden State Warriors,82,19780,3532,7140,0.5,982,2562,0.38,2550,4578,0.56,1457,1850,0.79,770,2873,3643,2491,785,555,1211,1585,9503
2017,11,HOU,Houston Rockets,82,19780,3305,7152,0.46,1181,3306,0.36,2124,3846,0.55,1667,2177,0.77,892,2746,3638,2070,670,352,1240,1634,9458
2017,8,DEN,Denver Nuggets,82,19755,3377,7194,0.47,870,2365,0.37,2507,4829,0.52,1537,1986,0.77,966,2837,3803,2077,568,323,1226,1567,9161
2017,6,CLE,Cleveland Cavaliers,82,19880,3275,6963,0.47,1067,2779,0.38,2208,4184,0.53,1431,1913,0.75,766,2821,3587,1858,539,327,1121,1486,9048
2017,30,WAS,Washington Wizards,82,19855,3388,7137,0.48,756,2030,0.37,2632,5107,0.52,1421,1812,0.78,843,2671,3514,1956,693,336,1162,1745,8953
2017,13,LAC,Los Angeles Clippers,82,19755,3242,6820,0.48,841,2245,0.38,2401,4575,0.52,1586,2128,0.74,738,2790,3528,1848,612,347,1062,1626,8911
2017,2,BOS,Boston Celtics,82,19755,3168,6978,0.45,985,2742,0.36,2183,4236,0.52,1536,1903,0.81,744,2698,3442,2069,617,340,1088,1686,8857
2017,25,POR,Portland Trail Blazers,82,19930,3243,7059,0.46,852,2272,0.38,2391,4787,0.5,1513,1940,0.78,830,2750,3580,1733,574,408,1126,1736,8851
2017,24,PHO,Phoenix Suns,82,19830,3270,7260,0.45,615,1854,0.33,2655,5406,0.49,1676,2159,0.78,976,2712,3688,1604,673,399,1265,2030,8831
2017,28,TOR,Toronto Raptors,82,19780,3211,6918,0.46,725,1996,0.36,2486,4922,0.5,1615,2028,0.8,871,2676,3547,1517,677,400,1041,1708,8762
2017,21,OKC,Oklahoma City Thunder,82,19805,3237,7169,0.45,692,2116,0.33,2545,5053,0.5,1575,2113,0.74,1002,2821,3823,1721,648,408,1230,1715,8741
2017,3,BRK,Brooklyn Nets,82,19755,3102,6987,0.44,877,2591,0.34,2225,4396,0.51,1592,2020,0.79,721,2879,3600,1756,593,387,1356,1726,8673
2017,18,MIN,Minnesota Timberwolves,82,19805,3235,6922,0.47,601,1723,0.35,2634,5199,0.51,1586,1986,0.8,938,2540,3478,1940,654,370,1150,1646,8657
2017,27,SAS,San Antonio Spurs,82,19805,3222,6864,0.47,753,1927,0.39,2469,4937,0.5,1440,1806,0.8,821,2777,3598,1954,655,484,1101,1498,8637
2017,12,IND,Indiana Pacers,82,19855,3221,6931,0.46,709,1885,0.38,2512,5046,0.5,1467,1811,0.81,742,2702,3444,1844,669,409,1130,1597,8618
2017,4,CHO,Charlotte Hornets,82,19830,3093,7000,0.44,824,2347,0.35,2269,4653,0.49,1591,1953,0.82,721,2853,3574,1891,571,390,942,1360,8601
2017,14,LAL,Los Angeles Lakers,82,19705,3224,7164,0.45,730,2110,0.35,2494,5054,0.49,1397,1853,0.75,933,2636,3569,1716,674,320,1243,1698,8575
2017,19,NOP,New Orleans Pelicans,82,19905,3210,7130,0.45,768,2196,0.35,2442,4934,0.5,1368,1825,0.75,703,2879,3582,1869,638,453,1054,1490,8556
2017,20,NYK,New York Knicks,82,19855,3244,7256,0.45,704,2022,0.35,2540,5234,0.48,1364,1731,0.79,983,2723,3706,1786,581,455,1139,1668,8556
2017,17,MIL,Milwaukee Bucks,82,19780,3182,6715,0.47,720,1946,0.37,2462,4769,0.52,1413,1839,0.77,723,2589,3312,1984,666,436,1145,1660,8497
2017,16,MIA,Miami Heat,82,19780,3202,7037,0.46,808,2213,0.36,2394,4824,0.5,1248,1768,0.71,872,2705,3577,1742,588,469,1102,1680,8460
2017,1,ATL,Atlanta Hawks,82,19880,3123,6918,0.45,729,2137,0.34,2394,4781,0.5,1484,2039,0.73,842,2793,3635,1938,672,397,1294,1491,8459
2017,5,CHI,Chicago Bulls,82,19780,3169,7141,0.44,623,1831,0.34,2546,5310,0.48,1474,1848,0.8,999,2797,3796,1851,643,393,1112,1455,8435
2017,26,SAC,Sacramento Kings,82,19880,3105,6734,0.46,737,1960,0.38,2368,4774,0.5,1483,1913,0.78,715,2652,3367,1844,627,324,1201,1667,8430
2017,23,PHI,Philadelphia 76Ers,82,19830,3088,6992,0.44,831,2443,0.34,2257,4549,0.5,1393,1806,0.77,807,2706,3513,1949,692,420,1366,1793,8400
2017,9,DET,Detroit Pistons,82,19805,3269,7282,0.45,631,1915,0.33,2638,5367,0.49,1140,1586,0.72,908,2838,3746,1732,574,310,973,1467,8309
2017,22,ORL,Orlando Magic,82,19805,3139,7133,0.44,701,2139,0.33,2438,4994,0.49,1309,1753,0.75,807,2734,3541,1820,580,396,1091,1584,8288
2017,29,UTA,Utah Jazz,82,19755,3033,6515,0.47,791,2128,0.37,2242,4387,0.51,1401,1875,0.75,771,2774,3545,1651,550,410,1118,1545,8258
2017,15,MEM,Memphis Grizzlies,82,19905,2984,6854,0.44,767,2169,0.35,2217,4685,0.47,1504,1918,0.78,886,2621,3507,1744,653,344,1059,1840,8239
2017,7,DAL,Dallas Mavericks,82,19780,2968,6750,0.44,878,2473,0.36,2090,4277,0.49,1215,1516,0.8,647,2516,3163,1705,614,307,972,1567,8029
