Season,Team ID,Team ABV,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2011,8,DEN,Denver Nuggets,82,19705,3145,6613,0.48,662,1704,0.39,2483,4909,0.51,1859,2429,0.76,791,2652,3443,1813,605,352,1157,1719,8811
2011,20,NYK,New York Knicks,82,19780,3140,6867,0.46,765,2081,0.37,2375,4786,0.5,1689,2087,0.81,847,2470,3317,1757,625,475,1123,1743,8734
2011,11,HOU,Houston Rockets,82,19880,3170,6975,0.45,677,1843,0.37,2493,5132,0.49,1668,2083,0.8,962,2549,3511,1955,581,371,1110,1641,8685
2011,24,PHO,Phoenix Suns,82,20005,3219,6844,0.47,701,1857,0.38,2518,4987,0.5,1472,1939,0.76,821,2478,3299,1945,545,357,1169,1666,8611
2011,21,OKC,Oklahoma City Thunder,82,20005,3066,6609,0.46,487,1403,0.35,2579,5206,0.5,1977,2401,0.82,903,2604,3507,1672,654,487,1156,1836,8596
2011,27,SAS,San Antonio Spurs,82,19780,3148,6628,0.48,685,1727,0.4,2463,4901,0.5,1521,1984,0.77,829,2603,3432,1836,602,372,1101,1556,8502
2011,10,GSW,Golden State Warriors,82,19830,3251,7047,0.46,685,1749,0.39,2566,5298,0.48,1290,1695,0.76,955,2370,3325,1847,737,406,1198,1806,8477
2011,16,MIA,Miami Heat,82,19780,3031,6301,0.48,547,1479,0.37,2484,4822,0.52,1760,2288,0.77,790,2666,3456,1639,544,430,1142,1674,8369
2011,14,LAL,Los Angeles Lakers,82,19830,3128,6757,0.46,524,1487,0.35,2604,5270,0.49,1541,1979,0.78,989,2616,3605,1801,602,422,1073,1555,8321
2011,18,MIN,Minnesota Timberwolves,82,19780,3090,7014,0.44,589,1565,0.38,2501,5449,0.46,1519,1977,0.77,1085,2556,3641,1650,592,422,1398,1825,8288
2011,7,DAL,Dallas Mavericks,82,19705,3069,6463,0.48,645,1768,0.36,2424,4695,0.52,1437,1850,0.78,780,2618,3398,1954,557,352,1145,1575,8220
2011,15,MEM,Memphis Grizzlies,82,19880,3200,6801,0.47,309,926,0.33,2891,5875,0.49,1486,1981,0.75,970,2391,3361,1691,771,441,1145,1705,8195
2011,12,IND,Indiana Pacers,82,19780,3003,6787,0.44,585,1653,0.35,2418,5134,0.47,1592,2035,0.78,914,2657,3571,1611,584,456,1262,1782,8183
2011,29,UTA,Utah Jazz,82,19880,3064,6590,0.46,435,1256,0.35,2629,5334,0.49,1590,2061,0.77,898,2338,3236,1921,629,484,1175,1865,8153
2011,26,SAC,Sacramento Kings,82,19855,3134,6979,0.45,428,1277,0.34,2706,5702,0.48,1455,1981,0.73,1071,2526,3597,1675,608,391,1324,1805,8151
2011,22,ORL,Orlando Magic,82,19830,2956,6411,0.46,770,2103,0.37,2186,4308,0.51,1453,2101,0.69,864,2679,3543,1636,548,384,1224,1640,8135
2011,28,TOR,Toronto Raptors,82,19780,3144,6755,0.46,345,1091,0.32,2799,5664,0.49,1491,1976,0.76,963,2343,3306,1795,581,350,1206,1807,8124
2011,23,PHI,Philadelphia 76Ers,82,19930,3125,6776,0.46,443,1248,0.36,2682,5528,0.48,1426,1851,0.77,850,2578,3428,1861,621,355,1063,1592,8119
2011,13,LAC,Los Angeles Clippers,82,19855,3015,6594,0.46,513,1519,0.34,2502,5075,0.49,1546,2187,0.71,955,2501,3456,1813,585,402,1343,1733,8089
2011,5,CHI,Chicago Bulls,82,19830,3042,6587,0.46,511,1415,0.36,2531,5172,0.49,1492,2008,0.74,967,2654,3621,1827,592,468,1161,1639,8087
2011,30,WAS,Washington Wizards,82,19930,3048,6888,0.44,392,1182,0.33,2656,5706,0.46,1489,1999,0.74,1013,2374,3387,1592,665,502,1258,1850,7977
2011,9,DET,Detroit Pistons,82,19880,3056,6647,0.46,472,1256,0.38,2584,5391,0.48,1367,1854,0.74,931,2236,3167,1730,595,328,1067,1629,7951
2011,2,BOS,Boston Celtics,82,19780,3023,6219,0.49,408,1119,0.36,2615,5100,0.51,1459,1895,0.77,639,2542,3181,1921,676,344,1195,1678,7913
2011,25,POR,Portland Trail Blazers,82,19805,2951,6599,0.45,518,1503,0.34,2433,5096,0.48,1476,1835,0.8,996,2230,3226,1736,660,358,1070,1585,7896
2011,6,CLE,Cleveland Cavaliers,82,19755,2886,6647,0.43,509,1489,0.34,2377,5158,0.46,1546,2075,0.74,856,2449,3305,1720,544,341,1166,1648,7827
2011,1,ATL,Atlanta Hawks,82,19730,2971,6429,0.46,502,1427,0.35,2469,5002,0.49,1346,1728,0.78,762,2460,3222,1802,497,341,1118,1554,7790
2011,19,NOH,New Orleans Hornets,82,19830,2944,6416,0.46,444,1232,0.36,2500,5184,0.48,1452,1897,0.76,824,2468,3292,1691,624,359,1069,1719,7784
2011,3,NJN,New Jersey Nets,82,20005,2918,6638,0.44,459,1337,0.34,2459,5301,0.46,1427,1881,0.76,909,2440,3349,1723,458,384,1152,1807,7722
2011,4,CHA,Charlotte Bobcats,82,19805,2873,6365,0.45,393,1203,0.33,2480,5162,0.48,1511,1999,0.76,848,2444,3292,1728,524,433,1192,1637,7650
2011,17,MIL,Milwaukee Bucks,82,19830,2814,6544,0.43,483,1414,0.34,2331,5130,0.45,1423,1881,0.76,862,2480,3342,1545,617,399,1103,1682,7534
