SEASON,TEAM ID,TEAM,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2016,10,GSW,Golden State Warriors,82,19880,3489,7159,0.49,1077,2592,0.42,2412,4567,0.53,1366,1790,0.76,816,2972,3788,2373,689,498,1245,1701,9421
2016,21,OKC,Oklahoma City Thunder,82,19830,3372,7082,0.48,678,1945,0.35,2694,5137,0.52,1616,2067,0.78,1071,2916,3987,1883,603,487,1305,1691,9038
2016,26,SAC,Sacramento Kings,82,19805,3283,7083,0.46,660,1839,0.36,2623,5244,0.5,1514,2089,0.72,868,2760,3628,2009,733,368,1326,1676,8740
2016,11,HOU,Houston Rockets,82,19830,3094,6847,0.45,878,2533,0.35,2216,4314,0.51,1671,2407,0.69,930,2601,3531,1821,821,430,1307,1790,8737
2016,2,BOS,Boston Celtics,82,19780,3216,7318,0.44,717,2142,0.34,2499,5176,0.48,1520,1929,0.79,950,2733,3683,1981,752,348,1127,1796,8669
2016,25,POR,Portland Trail Blazers,82,19805,3167,7040,0.45,864,2336,0.37,2303,4704,0.49,1424,1889,0.75,948,2782,3730,1748,562,380,1200,1782,8622
2016,13,LAC,Los Angeles Clippers,82,19830,3141,6759,0.46,797,2190,0.36,2344,4569,0.51,1490,2152,0.69,721,2727,3448,1873,709,460,1063,1746,8569
2016,6,CLE,Cleveland Cavaliers,82,19855,3171,6888,0.46,880,2428,0.36,2291,4460,0.51,1333,1783,0.75,873,2777,3650,1861,551,317,1114,1666,8555
2016,30,WAS,Washington Wizards,82,19755,3238,7033,0.46,709,1983,0.36,2529,5050,0.5,1349,1849,0.73,743,2688,3431,2005,708,323,1186,1708,8534
2016,27,SAS,San Antonio Spurs,82,19705,3289,6797,0.48,570,1518,0.38,2719,5279,0.52,1342,1672,0.8,770,2831,3601,2010,677,485,1071,1433,8490
2016,4,CHO,Charlotte Hornets,82,19855,3036,6922,0.44,873,2410,0.36,2163,4512,0.48,1534,1941,0.79,734,2869,3603,1778,595,438,1030,1487,8479
2016,1,ALT,Atlanta Hawks,82,19830,3168,6923,0.46,815,2326,0.35,2353,4597,0.51,1282,1638,0.78,679,2772,3451,2100,747,486,1226,1570,8433
2016,19,NOP,New Orleans Pelicans,82,19780,3153,7040,0.45,702,1951,0.36,2451,5089,0.48,1415,1823,0.78,782,2712,3494,1818,633,342,1102,1713,8423
2016,28,TOR,Toronto Raptors,82,19780,3006,6669,0.45,708,1915,0.37,2298,4754,0.48,1702,2190,0.78,836,2724,3560,1536,636,449,1073,1610,8422
2016,18,MIN,Minnesota Timberwolves,82,19880,3095,6668,0.46,455,1347,0.34,2640,5321,0.5,1753,2213,0.79,821,2587,3408,1916,656,375,1231,1696,8398
2016,7,DAL,Dallas Mavericks,82,20005,3064,6900,0.44,806,2342,0.34,2258,4558,0.5,1454,1831,0.79,751,2781,3532,1813,560,306,1047,1595,8388
2016,12,IND,Indiana Pacers,82,19880,3142,6985,0.45,663,1889,0.35,2479,5096,0.49,1430,1872,0.76,847,2779,3626,1741,742,391,1219,1641,8377
2016,22,ORL,Orlando Magic,82,19905,3242,7120,0.46,636,1818,0.35,2606,5302,0.49,1249,1649,0.76,843,2709,3552,1933,673,417,1155,1701,8369
2016,9,DET,Detroit Pistons,82,19880,3111,7087,0.44,740,2148,0.34,2371,4939,0.48,1399,2095,0.67,1021,2777,3798,1594,573,304,1110,1557,8361
2016,8,DEN,Denver Nuggets,82,19830,3093,7003,0.44,656,1943,0.34,2437,5060,0.48,1513,1974,0.77,941,2718,3659,1858,609,395,1202,1723,8355
2016,5,CHI,Chicago Bulls,82,19905,3165,7170,0.44,651,1753,0.37,2514,5417,0.46,1354,1720,0.79,907,2889,3796,1870,495,470,1141,1545,8335
2016,24,PHO,Phoenix Suns,82,19705,3051,7018,0.44,738,2118,0.35,2313,4900,0.47,1431,1905,0.75,943,2733,3676,1701,632,313,1410,1858,8271
2016,16,MIA,Miami Heat,82,19830,3150,6697,0.47,498,1480,0.34,2652,5217,0.51,1406,1889,0.74,807,2811,3618,1709,553,531,1155,1502,8204
2016,15,MEM,Memphis Grizzlies,82,19830,3019,6859,0.44,504,1521,0.33,2515,5338,0.47,1584,2024,0.78,916,2497,3413,1697,724,350,1090,1783,8126
2016,17,MIL,Milwaukee Bucks,82,19830,3145,6740,0.47,440,1277,0.34,2705,5463,0.5,1392,1863,0.75,858,2559,3417,1895,672,475,1247,1695,8122
2016,3,BRK,Brooklyn Nets,82,19755,3136,6920,0.45,531,1508,0.35,2605,5412,0.48,1286,1699,0.76,863,2614,3477,1829,627,332,1212,1476,8089
2016,20,NYK,New York Knicks,82,19805,3022,6886,0.44,610,1762,0.35,2412,5124,0.47,1411,1753,0.8,850,2788,3638,1682,467,466,1099,1616,8065
2016,29,UTA,Utah Jazz,82,19955,2957,6593,0.45,694,1956,0.36,2263,4637,0.49,1402,1885,0.74,880,2665,3545,1555,631,425,1224,1655,8010
2016,23,PHI,Philadelphia 76Ers,82,19805,2970,6887,0.43,764,2255,0.34,2206,4632,0.48,1284,1850,0.69,777,2605,3382,1765,680,495,1343,1780,7988
2016,14,LAL,Los Angeles Lakers,82,19730,2880,6956,0.41,639,2016,0.32,2241,4940,0.45,1583,2028,0.78,878,2645,3523,1478,593,337,1124,1662,7982
