SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
1981,23,PHI,Julius Erving,30,16,592,20.6,0.53,0.0,0.36,10.5,11.3,10.9,15.5,1.8,3.8,13.6,28.6,,0.9,0.6,1.4,0.12,,4.6,0.2,4.8,1.0
1981,23,PHI,Caldwell Jones,30,16,580,11.8,0.61,0.0,0.44,7.6,21.9,15.1,6.3,0.6,3.0,22.5,10.6,,0.5,0.6,1.1,0.09,,0.8,0.6,1.4,0.5
1981,23,PHI,Maurice Cheeks,24,16,513,17.3,0.58,0.02,0.34,0.9,9.9,5.6,32.4,3.8,1.3,20.1,14.7,,0.9,0.6,1.5,0.14,,2.6,2.7,5.3,0.9
1981,23,PHI,Lionel Hollins,27,16,490,11.3,0.48,0.01,0.24,1.9,5.7,3.9,19.2,1.7,0.1,10.1,16.1,,0.5,0.2,0.6,0.06,,0.1,-0.5,-0.4,0.2
1981,23,PHI,Bobby Jones,29,16,443,19.5,0.59,0.0,0.55,9.4,12.9,11.2,11.5,2.0,2.6,13.9,21.9,,1.2,0.4,1.6,0.17,,3.8,0.8,4.6,0.7
1981,23,PHI,Darryl Dawkins,24,16,421,15.5,0.6,0.0,0.44,7.9,17.9,13.2,5.3,0.3,2.1,16.4,21.9,,0.7,0.3,1.0,0.11,,0.4,-1.0,-0.7,0.1
1981,23,PHI,Andrew Toney,23,16,356,14.3,0.51,0.05,0.45,3.3,8.2,5.9,24.7,1.5,1.1,20.0,31.8,,-0.1,0.2,0.1,0.01,,0.2,-2.2,-2.0,0.0
1981,23,PHI,Steve Mix,33,16,206,13.5,0.5,0.01,0.34,11.0,12.0,11.5,7.2,0.9,0.5,11.1,20.3,,0.3,0.1,0.4,0.08,,1.6,-2.2,-0.6,0.1
1981,23,PHI,Clint Richardson,24,13,181,10.1,0.54,0.0,0.45,5.9,7.1,6.6,9.2,1.6,0.9,15.0,12.4,,0.1,0.1,0.2,0.06,,0.7,0.0,0.7,0.1
1981,23,PHI,Earl Cureton,23,9,36,8.0,0.32,0.0,0.11,3.3,23.9,14.1,8.4,1.4,3.1,5.0,23.2,,-0.1,0.0,-0.1,-0.08,,-3.5,-1.4,-4.9,0.0
1981,23,PHI,Ollie Johnson,31,8,22,9.1,0.3,0.1,0.0,10.8,14.7,12.8,13.1,4.4,2.5,16.7,22.9,,-0.1,0.0,0.0,-0.1,,-2.1,0.8,-1.3,0.0
