SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
1981,24,PHO,Dennis Johnson,26,7,267,17.4,0.53,0.04,0.38,3.0,10.5,6.9,13.5,1.8,2.1,12.9,24.4,,0.4,0.5,0.9,0.16,,2.8,0.6,3.4,0.4
1981,24,PHO,Truck Robinson,29,7,233,12.0,0.4,0.0,0.44,11.4,24.0,17.9,8.8,1.1,0.5,12.4,19.9,,-0.1,0.5,0.4,0.08,,-0.5,-1.3,-1.8,0.0
1981,24,PHO,Alvan Adams,26,7,218,12.2,0.51,0.0,0.47,5.8,14.8,10.5,19.0,1.0,0.3,20.8,18.5,,0.1,0.4,0.5,0.1,,0.1,-0.3,-0.2,0.1
1981,24,PHO,Jeff Cook,24,7,206,11.0,0.52,0.02,0.35,9.5,15.6,12.7,8.5,0.3,0.0,13.8,15.5,,0.2,0.4,0.6,0.14,,-0.7,-1.3,-2.0,0.0
1981,24,PHO,Walter Davis,26,7,199,16.2,0.49,0.01,0.16,4.1,6.5,5.3,22.4,1.8,0.3,13.0,29.0,,0.1,0.3,0.4,0.1,,1.8,-1.0,0.9,0.1
1981,24,PHO,Alvin Scott,25,7,120,13.9,0.52,0.0,0.5,7.7,9.8,8.8,9.2,1.7,3.1,16.1,16.1,,0.1,0.2,0.3,0.13,,1.7,1.0,2.7,0.1
1981,24,PHO,Johnny High,23,7,117,10.4,0.47,0.0,0.42,8.9,9.2,9.0,8.1,2.7,1.1,13.3,17.1,,0.0,0.3,0.3,0.12,,-3.0,1.6,-1.4,0.0
1981,24,PHO,Rich Kelley,27,7,113,12.5,0.46,0.04,0.56,13.3,20.9,17.2,17.4,2.8,1.7,31.0,17.7,,-0.1,0.3,0.2,0.07,,-0.8,1.6,0.8,0.1
1981,24,PHO,Kyle Macy,23,7,102,19.2,0.63,0.22,0.19,2.3,11.6,7.1,19.1,2.6,0.0,15.2,20.0,,0.3,0.2,0.5,0.22,,3.7,1.6,5.3,0.2
1981,24,PHO,Joel Kramer,25,7,101,9.8,0.52,0.0,0.08,2.3,14.9,8.8,6.4,1.0,1.2,3.7,11.8,,0.1,0.2,0.3,0.16,,-2.1,1.0,-1.1,0.0
1981,24,PHO,Mike Niles,25,2,4,-29.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,0.0,0.0,55.2,,-0.1,0.0,-0.1,-0.99,,-29.0,-10.1,-39.1,0.0
