SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1981,26,KCK,Scott Wedman,28,15,657,13.6,0.48,0.11,0.19,2.8,12.7,7.7,15.7,1.4,0.7,10.8,25.1,-0.1,0.8,0.7,0.05,0.3,-1.0,-0.7,0.2
1981,26,KCK,Ernie Grunfeld,25,15,633,15.7,0.55,0.02,0.33,2.0,9.7,5.8,23.0,2.5,0.9,15.7,19.7,0.7,0.8,1.5,0.12,1.3,0.9,2.2,0.7
1981,26,KCK,Reggie King,23,15,620,18.9,0.55,0.0,0.41,10.4,17.7,14.0,7.2,1.5,1.0,10.7,24.2,1.1,0.9,2.0,0.15,2.7,-1.3,1.4,0.5
1981,26,KCK,Sam Lacey,32,15,533,14.7,0.47,0.02,0.24,6.5,19.9,13.1,23.2,2.8,2.6,19.8,16.9,0.0,1.0,1.1,0.1,0.1,3.1,3.2,0.7
1981,26,KCK,Leon Douglas,26,15,318,4.3,0.48,0.0,1.09,6.5,17.4,11.9,4.9,0.7,0.6,27.5,9.4,-0.2,0.4,0.1,0.02,-4.8,-0.6,-5.4,-0.3
1981,26,KCK,Otis Birdsong,25,8,234,18.8,0.58,0.01,0.18,4.0,6.6,5.2,22.2,2.7,0.0,15.9,24.6,0.3,0.3,0.5,0.11,3.3,0.1,3.4,0.3
1981,26,KCK,Joe Meriweather,27,10,199,9.0,0.51,0.0,0.29,7.0,11.3,9.1,3.9,1.3,2.1,14.0,14.7,0.0,0.2,0.3,0.06,-3.3,-0.3,-3.7,-0.1
1981,26,KCK,John Lambert,28,15,175,11.0,0.43,0.06,0.11,12.6,12.1,12.3,8.1,1.5,1.4,9.6,16.4,0.0,0.2,0.3,0.07,-1.0,-0.8,-1.8,0.0
1981,26,KCK,Phil Ford,24,5,158,8.0,0.48,0.03,0.37,0.7,5.2,3.0,27.6,1.7,0.0,29.5,16.7,-0.2,0.1,-0.1,-0.02,-2.7,-1.9,-4.6,-0.1
1981,26,KCK,Lloyd Walton,27,8,73,7.2,0.33,0.07,0.27,4.8,6.5,5.6,37.0,2.9,0.0,34.9,16.1,-0.2,0.1,-0.1,-0.06,-3.0,-0.8,-3.8,0.0
1981,26,KCK,Frankie Sanders,24,9,50,9.9,0.58,0.11,0.22,9.3,2.4,5.8,6.9,3.1,0.0,28.8,25.4,-0.1,0.1,0.0,-0.01,-3.2,-0.9,-4.1,0.0
