PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
George Gervin,28,7,274,20.2,0.547,0.019,0.292,4.1,11.6,7.9,14.5,0.9,1.1,10.3,29.5,,0.7,-0.1,0.7,0.11599999999999999,,1.9,-1.3,0.6,0.2
Mark Olberding,24,7,254,18.0,0.595,0.028999999999999998,0.23800000000000002,5.4,14.4,9.9,17.9,0.8,0.0,12.8,21.8,,0.7,-0.1,0.7,0.127,,1.1,-0.6,0.4,0.2
Reggie Johnson,23,7,224,13.2,0.53,0.0,0.342,8.3,10.4,9.3,9.8,0.9,1.3,10.6,17.5,,0.4,0.0,0.4,0.079,,-1.2,-0.6,-1.8,0.0
Paul Griffin,27,7,183,12.9,0.564,0.0,0.833,10.8,16.0,13.5,19.6,1.6,1.6,21.5,9.5,,0.3,0.0,0.3,0.084,,-0.5,2.2,1.6,0.2
George Johnson,32,7,165,14.2,0.51,0.0,0.385,18.0,28.9,23.5,4.5,0.9,5.7,18.7,9.4,,0.2,0.1,0.3,0.09300000000000001,,-1.3,1.4,0.2,0.1
Dave Corzine,24,7,161,16.7,0.519,0.0,0.23600000000000002,9.2,27.3,18.3,13.8,1.2,2.9,15.3,18.5,,0.2,0.1,0.3,0.079,,-0.4,1.4,1.0,0.1
James Silas,31,7,161,11.7,0.48100000000000004,0.0,0.46399999999999997,3.9,7.6,5.7,16.4,1.2,0.0,17.8,26.1,,0.0,-0.1,-0.1,-0.02,,-3.0,-2.6,-5.6,-0.1
Johnny Moore,22,7,124,17.1,0.518,0.081,0.21600000000000003,8.0,4.9,6.5,29.4,4.0,0.5,16.5,16.3,,0.2,0.0,0.3,0.109,,0.5,2.4,2.9,0.2
Ron Brewer,25,7,118,20.3,0.542,0.049,0.475,0.0,5.2,2.6,17.2,0.4,3.0,7.5,28.1,,0.4,0.0,0.3,0.132,,3.0,-0.8,2.2,0.1
Kevin Restani,29,3,11,-0.2,0.33299999999999996,0.0,0.0,0.0,22.2,11.2,0.0,0.0,5.3,25.0,15.1,,0.0,0.0,0.0,-0.154,,-10.5,-0.6,-11.0,0.0
Michael Wiley,23,3,5,4.3,0.532,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,,0.0,0.0,0.0,0.125,,-9.6,-1.9,-11.5,0.0
