SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
1981,20,NYK,Campy Russell,29,2,89,16.6,0.55,0.06,0.5,1.2,10.9,5.7,17.6,2.3,0.7,16.2,23.3,,0.1,0.1,0.2,0.13,,2.0,1.0,3.0,0.1
1981,20,NYK,Micheal Ray Richardson,25,2,86,7.7,0.3,0.12,0.36,7.3,18.4,12.4,19.7,4.1,0.0,17.3,22.6,,-0.3,0.2,-0.2,-0.08,,-4.1,1.2,-2.9,0.0
1981,20,NYK,Ray Williams,26,2,84,12.4,0.47,0.07,0.27,3.7,7.2,5.3,20.3,2.4,0.0,16.4,27.4,,-0.1,0.1,0.0,0.0,,-0.4,-0.6,-1.0,0.0
1981,20,NYK,Marvin Webster,28,2,63,4.5,0.44,0.0,0.33,6.6,11.6,8.9,2.5,0.0,1.0,17.9,11.2,,-0.1,0.0,0.0,-0.02,,-3.1,-1.9,-5.0,0.0
1981,20,NYK,Sly Williams,23,2,56,21.3,0.72,0.0,0.0,7.4,10.9,9.0,17.5,2.7,0.0,14.3,15.7,,0.2,0.1,0.3,0.22,,5.2,2.2,7.4,0.1
1981,20,NYK,Bill Cartwright,23,2,49,8.4,0.45,0.0,0.71,8.5,22.4,14.9,3.3,1.0,1.2,21.2,24.2,,-0.1,0.1,0.0,-0.03,,-4.3,-1.7,-6.0,0.0
1981,20,NYK,Larry Demic,23,2,37,13.9,0.76,0.0,0.4,14.1,6.6,10.6,0.0,0.0,1.6,0.0,6.7,,0.1,0.0,0.1,0.18,,3.3,-1.7,1.6,0.0
1981,20,NYK,Mike Glenn,25,2,26,16.9,0.66,0.14,0.43,4.0,14.0,8.6,6.5,1.9,0.0,19.4,16.7,,0.0,0.0,0.1,0.14,,2.4,1.1,3.5,0.0
1981,20,NYK,Mike Woodson,22,2,8,15.6,0.52,0.0,0.67,26.0,0.0,14.0,0.0,0.0,0.0,0.0,20.3,,0.0,0.0,0.0,0.24,,0.9,-2.3,-1.4,0.0
1981,20,NYK,Reggie Carter,23,1,7,-14.2,0.0,0.0,0.0,14.9,17.4,16.0,0.0,0.0,0.0,50.0,12.0,,0.0,0.0,0.0,-0.25,,-19.9,-3.0,-22.9,0.0
