Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1984,25,786,POR,Portland Trail Blazers,Clyde Drexler,"June 22, 1962",21.0,NBA,SG,5.0,,85.0,8.7,20.3,0.43,0.0,0.6,0.0,8.7,19.7,0.44,3.5,4.1,0.86,4.1,5.8,9.9,4.6,2.9,0.6,4.1,6.4,20.9,,98.0,112.0
1985,25,786,POR,Portland Trail Blazers,Clyde Drexler,"June 22, 1962",22.0,NBA,SG,9.0,9.0,339.0,7.6,18.4,0.41,0.3,1.0,0.29,7.3,17.5,0.42,5.2,6.2,0.84,3.7,3.9,7.6,11.4,3.2,1.2,4.0,5.1,20.6,,109.0,115.0
1986,25,786,POR,Portland Trail Blazers,Clyde Drexler,"June 22, 1962",23.0,NBA,SG,4.0,4.0,145.0,8.3,18.2,0.46,0.6,1.6,0.4,7.7,16.6,0.46,5.8,7.4,0.78,2.9,5.1,8.0,8.3,1.9,1.0,6.1,6.1,23.0,,100.0,113.0
1987,25,786,POR,Portland Trail Blazers,Clyde Drexler,"June 22, 1962",24.0,NBA,SG,4.0,4.0,153.0,11.4,25.1,0.46,0.3,1.3,0.25,11.1,23.8,0.47,7.3,9.2,0.79,5.1,4.4,9.5,4.8,2.2,1.0,1.9,5.1,30.4,,119.0,114.0
1988,25,786,POR,Portland Trail Blazers,Clyde Drexler,"June 22, 1962",25.0,NBA,SG,4.0,4.0,170.0,8.9,23.2,0.39,0.8,1.7,0.5,8.1,21.5,0.38,5.9,8.1,0.72,3.3,4.5,7.8,5.9,3.3,0.6,3.3,3.9,24.6,,103.0,105.0
1989,25,786,POR,Portland Trail Blazers,Clyde Drexler,"June 22, 1962",26.0,NBA,SG,3.0,3.0,128.0,13.5,27.3,0.49,0.0,0.8,0.0,13.5,26.5,0.51,5.0,6.5,0.76,5.0,2.7,7.7,9.6,2.3,0.8,4.6,4.2,31.9,,112.0,122.0
1990,25,786,POR,Portland Trail Blazers,Clyde Drexler,"June 22, 1962",27.0,NBA,SG,21.0,21.0,853.0,9.8,22.1,0.44,0.5,2.3,0.22,9.2,19.8,0.47,5.4,7.0,0.77,3.6,5.0,8.6,8.5,3.0,1.0,3.8,4.1,25.5,,108.0,106.0
1991,25,786,POR,Portland Trail Blazers,Clyde Drexler,"June 22, 1962",28.0,NBA,SG,16.0,16.0,633.0,10.4,21.8,0.48,1.2,4.5,0.27,9.2,17.3,0.53,6.2,7.9,0.78,3.2,7.2,10.5,10.5,2.8,1.3,4.9,4.5,28.1,,113.0,106.0
1992,25,786,POR,Portland Trail Blazers,Clyde Drexler,"June 22, 1962",29.0,NBA,SG,21.0,21.0,847.0,11.9,25.5,0.47,1.1,4.9,0.24,10.7,20.6,0.52,8.3,10.3,0.81,3.6,5.7,9.3,8.8,1.9,1.2,3.5,4.6,33.2,,120.0,110.0
1993,25,786,POR,Portland Trail Blazers,Clyde Drexler,"June 22, 1962",30.0,NBA,SG,3.0,3.0,116.0,8.2,19.5,0.42,2.3,5.4,0.42,5.9,14.1,0.42,7.3,9.1,0.8,3.6,5.0,8.6,6.4,2.3,1.4,1.4,4.1,25.9,,127.0,104.0
1994,25,786,POR,Portland Trail Blazers,Clyde Drexler,"June 22, 1962",31.0,NBA,SG,4.0,4.0,157.0,10.1,23.8,0.42,1.0,4.2,0.23,9.1,19.5,0.47,6.2,7.5,0.83,3.3,10.1,13.4,7.2,2.6,0.7,2.9,2.3,27.4,,112.0,113.0
1995,11,786,HOU,Houston Rockets,Clyde Drexler,"June 22, 1962",32.0,NBA,SG,22.0,22.0,849.0,9.5,19.8,0.48,1.8,6.1,0.3,7.7,13.7,0.56,6.8,8.6,0.79,2.8,6.7,9.5,6.8,2.0,0.9,2.8,4.2,27.6,,120.0,112.0
1996,11,786,HOU,Houston Rockets,Clyde Drexler,"June 22, 1962",33.0,NBA,SG,8.0,8.0,292.0,8.6,20.8,0.42,1.6,6.0,0.26,7.0,14.8,0.48,4.6,6.0,0.76,2.6,8.3,10.9,7.0,3.7,0.7,3.5,3.9,23.4,,101.0,104.0
1997,11,786,HOU,Houston Rockets,Clyde Drexler,"June 22, 1962",34.0,NBA,SG,16.0,16.0,623.0,9.1,20.9,0.44,3.3,8.8,0.37,5.8,12.1,0.48,3.6,4.7,0.78,2.2,5.6,7.7,6.7,2.3,0.6,3.1,4.5,25.2,,114.0,111.0
1998,11,786,HOU,Houston Rockets,Clyde Drexler,"June 22, 1962",35.0,NBA,SG,5.0,5.0,182.0,6.3,20.2,0.31,1.5,7.7,0.19,4.8,12.5,0.38,8.3,11.0,0.76,2.7,5.4,8.0,6.8,2.4,0.9,3.9,4.5,22.3,,94.0,103.0
