Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2430,6.0,0.0,85.0,7.95,16.1,0.49,0.0,0.35,0,7.95,15.75,0.5,1.35,3.0,0.45,2.65,7.15,9.85,1.0,0.0,2.6,2.9,7.15,17.2,88.5,114.5
