PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kawhi Leonard,24,72,72,2380,8.3,16.5,0.506,2.0,4.4,0.44299999999999995,6.4,12.1,0.528,4.4,5.1,0.8740000000000001,1.4,6.0,7.5,2.8,1.9,1.1,1.6,2.0,23.0
LaMarcus Aldridge,30,74,74,2261,8.5,16.6,0.513,0.0,0.3,0.0,8.5,16.4,0.521,4.1,4.8,0.858,2.8,7.3,10.1,1.8,0.6,1.3,1.6,2.4,21.2
Danny Green,28,79,79,2062,3.7,9.8,0.376,2.0,6.1,0.332,1.7,3.7,0.44799999999999995,0.6,0.8,0.7390000000000001,0.8,4.5,5.3,2.5,1.4,1.1,1.3,2.5,10.0
Tony Parker,33,72,72,1980,6.4,12.9,0.493,0.5,1.2,0.415,5.9,11.7,0.501,2.4,3.1,0.76,0.3,2.9,3.2,6.9,1.0,0.2,2.4,2.1,15.6
Patty Mills,27,81,3,1662,5.6,13.3,0.425,2.7,6.9,0.384,3.0,6.3,0.469,1.0,1.3,0.81,0.6,2.8,3.4,4.9,1.3,0.1,1.6,2.2,14.9
Tim Duncan,39,61,60,1536,5.0,10.3,0.488,0.0,0.0,0.0,5.0,10.3,0.49,2.2,3.1,0.7020000000000001,2.7,7.8,10.5,3.8,1.1,1.8,2.1,2.9,12.2
David West,35,78,19,1404,6.3,11.5,0.545,0.1,0.2,0.429,6.2,11.3,0.546,1.6,2.1,0.7879999999999999,1.8,6.1,7.9,3.7,1.1,1.4,1.7,3.6,14.2
Boris Diaw,33,76,4,1386,5.2,9.9,0.527,0.6,1.8,0.36200000000000004,4.6,8.2,0.564,1.5,2.0,0.737,1.5,4.5,6.1,4.6,0.7,0.5,2.5,2.6,12.6
Kyle Anderson,22,78,11,1245,4.0,8.5,0.46799999999999997,0.3,1.1,0.324,3.6,7.5,0.488,1.8,2.4,0.747,0.7,6.3,7.1,3.6,1.7,0.8,1.7,2.8,10.1
Manu Ginóbili,38,58,0,1134,6.3,13.8,0.45299999999999996,2.2,5.7,0.391,4.0,8.1,0.496,2.9,3.6,0.813,0.8,3.8,4.6,5.6,2.1,0.3,3.1,3.1,17.6
Jonathon Simmons,26,55,2,813,5.4,10.7,0.504,0.8,2.1,0.38299999999999995,4.6,8.6,0.5329999999999999,3.1,4.1,0.75,0.7,3.5,4.3,2.6,1.1,0.2,2.3,4.6,14.7
Boban Marjanović,27,54,4,508,7.4,12.3,0.603,0.0,0.0,,7.4,12.3,0.603,6.2,8.1,0.763,5.2,8.6,13.7,1.5,0.9,1.6,2.1,3.8,21.0
Rasual Butler,36,46,0,432,4.1,8.7,0.47100000000000003,1.2,4.1,0.306,2.8,4.6,0.618,0.9,1.3,0.688,0.2,4.4,4.7,2.0,1.1,1.9,0.7,0.9,10.3
Kevin Martin,32,16,1,261,4.1,11.7,0.353,1.5,4.6,0.33299999999999996,2.6,7.2,0.365,3.9,4.1,0.9329999999999999,0.6,3.4,4.0,1.7,1.2,0.3,1.8,2.1,13.7
Ray McCallum,24,31,3,256,3.8,9.4,0.40299999999999997,0.7,2.3,0.313,3.1,7.2,0.431,1.3,1.4,0.9,0.8,3.5,4.4,4.6,0.7,0.6,1.5,2.0,9.6
Matt Bonner,35,30,2,206,5.1,10.0,0.509,2.6,5.9,0.441,2.4,4.0,0.609,0.5,0.7,0.75,0.5,4.2,4.7,1.6,1.0,0.2,0.5,2.8,13.3
Andre Miller,39,13,4,181,4.6,9.5,0.479,0.2,0.8,0.25,4.4,8.8,0.5,1.8,2.6,0.6920000000000001,1.2,4.2,5.4,5.8,1.4,0.0,2.4,2.8,11.1
