Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1981,12,IND,Indiana Pacers,Johnny Davis,25,2,,37.0,7.0,17.5,0.4,0.0,0.5,0.0,7.0,17.0,0.41,0.4,6.0,6.5,0.92,1.0,3.0,4.0,5.5,1.0,0.0,0.5,3.0,20.0
1981,12,IND,Indiana Pacers,Billy Knight,28,2,,35.5,8.0,15.0,0.53,0.0,0.0,,8.0,15.0,0.53,0.53,2.5,4.0,0.62,3.0,3.0,6.0,2.5,0.5,0.0,2.5,2.5,18.5
1981,12,IND,Indiana Pacers,James Edwards,25,2,,28.0,3.5,12.0,0.29,0.0,0.0,,3.5,12.0,0.29,0.29,0.0,0.0,,2.0,5.0,7.0,2.5,0.5,0.5,2.0,4.0,7.0
1981,12,IND,Indiana Pacers,Louis Orr,22,2,,28.0,4.5,12.5,0.36,0.0,0.0,,4.5,12.5,0.36,0.36,3.0,3.5,0.86,3.0,2.0,5.0,2.0,2.5,0.5,3.0,2.0,12.0
1981,12,IND,Indiana Pacers,Clemon Johnson,24,2,,27.5,2.5,6.0,0.42,0.0,0.0,,2.5,6.0,0.42,0.42,2.5,5.0,0.5,5.0,5.0,10.0,1.5,2.0,1.0,1.5,1.5,7.5
1981,12,IND,Indiana Pacers,Mike Bantom,29,2,,25.5,6.0,8.0,0.75,0.0,0.0,,6.0,8.0,0.75,0.75,2.5,3.5,0.71,2.5,1.5,4.0,0.5,0.5,0.5,3.0,5.0,14.5
1981,12,IND,Indiana Pacers,George McGinnis,30,2,,19.5,1.5,7.5,0.2,0.0,0.0,,1.5,7.5,0.2,0.2,2.0,4.0,0.5,1.0,4.0,5.0,3.5,1.0,0.0,2.5,3.0,5.0
1981,12,IND,Indiana Pacers,Don Buse,30,2,,17.5,0.5,4.0,0.12,0.5,2.0,0.25,0.0,2.0,0.0,0.19,1.0,1.0,1.0,0.0,2.5,2.5,3.5,1.5,0.0,1.0,2.0,2.5
1981,12,IND,Indiana Pacers,George Johnson,24,2,,11.5,2.5,4.0,0.62,0.0,0.0,,2.5,4.0,0.62,0.62,0.0,0.0,,0.5,1.5,2.0,0.5,0.0,0.0,1.0,0.5,5.0
1981,12,IND,Indiana Pacers,Dudley Bradley,23,2,,9.5,1.5,4.5,0.33,0.5,0.5,1.0,1.0,4.0,0.25,0.39,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,2.5,2.0,4.5
1981,12,IND,Indiana Pacers,Jerry Sichting,24,1,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
