Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1981,27,SAS,San Antonio Spurs,George Gervin,28,7,,39.1,11.0,22.0,0.5,0.0,0.4,0.0,11.0,21.6,0.51,0.5,5.1,6.4,0.8,1.3,3.7,5.0,3.4,0.7,0.7,2.9,2.7,27.1
1981,27,SAS,San Antonio Spurs,Mark Olberding,24,7,,36.3,8.3,15.0,0.55,0.1,0.4,0.33,8.1,14.6,0.56,0.56,3.0,3.6,0.84,1.6,4.3,5.9,4.3,0.6,0.0,2.4,4.4,19.7
1981,27,SAS,San Antonio Spurs,Reggie Johnson,23,7,,32.0,5.0,10.4,0.48,0.0,0.0,,5.0,10.4,0.48,0.48,2.7,3.6,0.76,2.1,2.7,4.9,2.3,0.6,0.7,1.4,3.9,12.7
1981,27,SAS,San Antonio Spurs,Paul Griffin,27,7,,26.1,2.0,3.4,0.58,0.0,0.0,,2.0,3.4,0.58,0.58,1.3,2.9,0.45,2.3,3.4,5.7,4.1,0.9,0.7,1.3,4.0,5.3
1981,27,SAS,San Antonio Spurs,George Johnson,32,7,,23.6,1.7,3.7,0.46,0.0,0.0,,1.7,3.7,0.46,0.46,1.0,1.4,0.7,3.4,5.6,9.0,0.9,0.4,2.3,1.0,2.9,4.4
1981,27,SAS,San Antonio Spurs,Dave Corzine,24,7,,23.0,3.9,7.9,0.49,0.0,0.0,,3.9,7.9,0.49,0.49,1.3,1.9,0.69,1.7,5.1,6.9,2.3,0.6,1.1,1.6,2.1,9.0
1981,27,SAS,San Antonio Spurs,James Silas,31,7,,23.0,3.9,9.9,0.39,0.0,0.0,,3.9,9.9,0.39,0.39,3.7,4.6,0.81,0.7,1.4,2.1,2.7,0.6,0.0,2.6,1.3,11.4
1981,27,SAS,San Antonio Spurs,Johnny Moore,22,7,,17.7,2.6,5.3,0.49,0.0,0.4,0.0,2.6,4.9,0.53,0.49,0.9,1.1,0.75,1.1,0.7,1.9,3.9,1.4,0.1,1.1,2.0,6.0
1981,27,SAS,San Antonio Spurs,Ron Brewer,25,7,,16.9,4.1,8.7,0.48,0.1,0.4,0.33,4.0,8.3,0.48,0.48,3.0,4.1,0.72,0.0,0.7,0.7,1.9,0.1,0.9,0.9,0.9,11.4
1981,27,SAS,San Antonio Spurs,Kevin Restani,29,3,,3.7,0.3,1.0,0.33,0.0,0.0,,0.3,1.0,0.33,0.33,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.3,0.3,0.7,0.7
1981,27,SAS,San Antonio Spurs,Michael Wiley,23,3,,1.7,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.7,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7
