Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2010,8,DEN,Denver Nuggets,Carmelo Anthony,25,6,6,254,64,138,0.46,6,19,0.32,58,119,0.49,0.49,50,57,0.88,14,37,51,20,12,3,21,26,184
2010,8,DEN,Denver Nuggets,Chauncey Billups,33,6,6,207,37,83,0.45,11,31,0.36,26,52,0.5,0.51,37,42,0.88,1,13,14,38,6,3,18,24,122
2010,8,DEN,Denver Nuggets,Kenyon Martin,32,6,6,205,24,50,0.48,0,1,0.0,24,49,0.49,0.48,12,19,0.63,14,36,50,8,9,7,11,27,60
2010,8,DEN,Denver Nuggets,Nene Hilario,27,5,5,169,18,29,0.62,0,0,,18,29,0.62,0.62,21,36,0.58,8,21,29,11,6,1,4,17,57
2010,8,DEN,Denver Nuggets,J.R. Smith,24,6,0,159,21,57,0.37,11,31,0.36,10,26,0.38,0.46,14,16,0.88,5,18,23,10,4,2,6,17,67
2010,8,DEN,Denver Nuggets,Arron Afflalo,24,6,6,120,20,32,0.62,6,14,0.43,14,18,0.78,0.72,9,11,0.82,1,11,12,7,1,2,4,21,55
2010,8,DEN,Denver Nuggets,Ty Lawson,22,6,0,118,15,35,0.43,4,10,0.4,11,25,0.44,0.49,13,19,0.68,4,4,8,16,6,0,8,18,47
2010,8,DEN,Denver Nuggets,Chris Andersen,31,6,0,116,9,17,0.53,0,0,,9,17,0.53,0.53,9,14,0.64,7,20,27,1,1,6,4,14,27
2010,8,DEN,Denver Nuggets,Johan Petro,24,6,1,45,6,11,0.55,0,0,,6,11,0.55,0.55,1,2,0.5,2,9,11,1,1,3,3,13,13
2010,8,DEN,Denver Nuggets,Joey Graham,27,4,0,29,10,17,0.59,1,3,0.33,9,14,0.64,0.62,3,5,0.6,4,6,10,0,2,1,1,6,24
2010,8,DEN,Denver Nuggets,Malik Allen,31,4,0,11,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,2,1,3,0,1,0,0,2,0
2010,8,DEN,Denver Nuggets,Anthony Carter,34,1,0,7,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,0,0,0,3,0,0,0,0,0
