PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Gerald Wilkins,30,3,3,42.0,6.7,15.0,0.444,2.3,5.3,0.43799999999999994,4.3,9.7,0.44799999999999995,0.522,4.7,5.3,0.875,1.0,3.3,4.3,3.3,1.0,0.0,1.0,2.0,20.3
Tyrone Hill,25,3,3,41.0,3.7,9.0,0.40700000000000003,0.0,0.0,,3.7,9.0,0.40700000000000003,0.40700000000000003,6.7,12.3,0.541,4.7,5.7,10.3,1.3,0.3,0.3,2.7,4.7,14.0
Chris Mills,24,3,1,37.3,6.3,12.7,0.5,1.3,1.7,0.8,5.0,11.0,0.455,0.5529999999999999,3.0,3.7,0.818,3.3,4.3,7.7,2.7,2.3,0.3,1.7,3.0,17.0
Mark Price,29,3,3,34.0,5.0,14.3,0.349,0.7,3.0,0.222,4.3,11.3,0.382,0.37200000000000005,4.3,4.7,0.929,0.3,1.7,2.0,4.7,1.3,0.0,3.0,2.0,15.0
Tim Kempton,30,3,1,29.7,3.3,8.3,0.4,0.0,0.0,,3.3,8.3,0.4,0.4,2.0,2.0,1.0,3.3,2.0,5.3,2.7,1.0,0.0,1.3,3.0,8.7
Bobby Phills,24,3,2,22.7,3.0,8.0,0.375,0.3,0.3,1.0,2.7,7.7,0.348,0.396,0.3,0.7,0.5,1.7,3.0,4.7,2.3,0.7,0.0,1.7,3.7,6.7
Rod Higgins,34,3,2,19.0,1.3,3.7,0.364,0.7,2.3,0.28600000000000003,0.7,1.3,0.5,0.455,0.3,0.7,0.5,0.7,0.7,1.3,1.3,0.3,0.3,1.0,3.3,3.7
Terrell Brandon,23,3,0,18.7,4.0,6.3,0.632,0.0,0.0,,4.0,6.3,0.632,0.632,0.7,1.0,0.667,0.3,1.0,1.3,1.7,0.3,0.0,0.3,0.3,8.7
John Battle,31,1,0,8.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
Danny Ferry,27,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
