PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Kevin Johnson,27,10,10,42.7,9.7,21.2,0.45799999999999996,0.3,1.0,0.3,9.4,20.2,0.465,0.465,6.9,8.1,0.852,1.0,2.5,3.5,9.6,1.0,0.1,3.4,2.3,26.6
Charles Barkley,30,10,10,42.5,11.0,21.6,0.509,1.4,4.0,0.35,9.6,17.6,0.545,0.542,4.2,5.5,0.764,3.4,9.6,13.0,4.8,2.5,0.9,2.7,2.6,27.6
Dan Majerle,28,10,10,41.0,4.6,12.7,0.36200000000000004,2.0,5.9,0.33899999999999997,2.6,6.8,0.382,0.441,1.1,1.6,0.688,1.5,2.8,4.3,2.4,1.1,0.4,1.0,2.3,12.3
A.C. Green,30,10,2,35.0,4.0,8.3,0.48200000000000004,0.7,1.7,0.41200000000000003,3.3,6.6,0.5,0.524,3.8,6.2,0.613,2.9,5.5,8.4,1.3,1.0,0.2,0.7,2.2,12.5
Danny Ainge,34,10,0,23.0,2.7,5.9,0.45799999999999996,1.7,4.0,0.425,1.0,1.9,0.526,0.602,1.5,2.1,0.7140000000000001,0.7,1.6,2.3,2.1,0.6,0.1,0.5,2.6,8.6
Cedric Ceballos,24,10,8,21.2,4.3,9.3,0.462,0.0,0.2,0.0,4.3,9.1,0.473,0.462,1.5,1.8,0.833,1.6,2.8,4.4,0.8,0.8,0.2,1.1,0.9,10.1
Oliver Miller,23,10,4,14.6,1.6,2.7,0.593,0.0,0.0,,1.6,2.7,0.593,0.593,0.3,0.7,0.429,1.4,3.0,4.4,1.3,0.6,1.2,1.3,2.2,3.5
Joe Kleine,32,8,0,10.1,1.5,3.5,0.429,0.0,0.0,,1.5,3.5,0.429,0.429,0.5,0.8,0.667,0.6,1.5,2.1,0.4,0.1,0.5,0.3,1.9,3.5
Mark West,33,7,6,9.9,0.7,2.1,0.33299999999999996,0.0,0.0,,0.7,2.1,0.33299999999999996,0.33299999999999996,1.0,1.4,0.7,1.6,1.3,2.9,0.0,0.0,1.0,0.6,2.7,2.4
Frank Johnson,35,7,0,6.6,0.1,1.7,0.083,0.0,0.3,0.0,0.1,1.4,0.1,0.083,0.1,0.3,0.5,0.3,0.3,0.6,0.7,0.3,0.0,0.4,0.9,0.4
Skeeter Henry,26,3,0,5.3,0.3,2.0,0.16699999999999998,0.0,0.7,0.0,0.3,1.3,0.25,0.16699999999999998,0.0,0.0,,0.3,0.7,1.0,1.0,0.0,0.0,0.3,0.3,0.7
Elliot Perry,24,4,0,3.3,0.3,1.8,0.14300000000000002,0.0,0.0,,0.3,1.8,0.14300000000000002,0.14300000000000002,0.0,0.0,,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.5,0.5
