PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Dikembe Mutombo,27,12,12,42.6,4.2,9.0,0.46299999999999997,0.0,0.0,,4.2,9.0,0.46299999999999997,0.46299999999999997,4.9,8.2,0.602,3.3,8.7,12.0,1.8,0.7,5.8,2.5,3.5,13.3
LaPhonso Ellis,23,12,12,36.3,5.7,11.8,0.479,0.3,0.5,0.5,5.4,11.3,0.478,0.489,3.2,4.5,0.7040000000000001,2.3,5.8,8.1,2.2,0.8,0.9,1.6,3.8,14.8
Bryant Stith,23,12,12,34.4,3.6,8.5,0.42200000000000004,0.0,0.1,0.0,3.6,8.4,0.426,0.42200000000000004,4.2,5.0,0.833,1.9,2.8,4.7,2.2,0.9,0.2,1.2,1.9,11.3
Reggie Williams,29,12,12,33.8,5.2,12.4,0.41600000000000004,1.7,4.2,0.4,3.5,8.3,0.424,0.483,2.3,2.9,0.7709999999999999,1.5,3.6,5.1,3.5,0.8,1.0,2.3,4.4,14.3
Mahmoud Abdul-Rauf,24,12,12,28.3,4.8,12.8,0.37,1.0,3.1,0.324,3.8,9.8,0.385,0.409,2.4,2.6,0.935,0.3,1.3,1.5,2.5,0.4,0.1,1.2,2.4,12.9
Robert Pack,24,12,0,27.7,4.0,9.8,0.40700000000000003,0.5,1.7,0.3,3.5,8.2,0.429,0.43200000000000005,3.3,4.6,0.7090000000000001,0.4,1.9,2.3,4.3,1.5,0.5,3.8,3.4,11.8
Bison Dele,24,12,0,24.1,3.5,6.3,0.5529999999999999,0.0,0.0,,3.5,6.3,0.5529999999999999,0.5529999999999999,2.3,3.4,0.659,2.8,4.7,7.4,0.9,0.3,0.9,1.4,3.0,9.3
Rodney Rogers,22,12,0,15.8,1.6,4.1,0.38799999999999996,0.5,1.6,0.316,1.1,2.5,0.433,0.449,1.4,2.3,0.63,0.7,1.1,1.8,1.3,0.6,0.5,0.7,2.1,5.1
Darnell Mee,22,3,0,10.0,1.0,2.0,0.5,0.3,1.3,0.25,0.7,0.7,1.0,0.583,0.0,0.0,,0.0,0.7,0.7,0.7,1.0,0.0,1.0,1.3,2.3
Tom Hammonds,26,8,0,6.1,0.3,1.1,0.222,0.0,0.0,,0.3,1.1,0.222,0.222,0.6,0.8,0.833,0.6,1.0,1.6,0.3,0.0,0.0,0.1,0.8,1.1
Mark Randall,26,2,0,3.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,,0.5,2.0,2.5,0.0,0.0,0.5,0.5,0.5,0.0
Kevin Brooks,24,2,0,2.5,1.0,3.5,0.28600000000000003,0.0,0.5,0.0,1.0,3.0,0.33299999999999996,0.28600000000000003,0.5,1.0,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,2.5
