PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Shawn Kemp,24,5,5,41.2,5.2,14.0,0.371,0.0,0.0,,5.2,14.0,0.371,0.371,4.4,6.6,0.667,4.0,5.8,9.8,3.4,2.0,2.4,2.8,3.6,14.8
Gary Payton,25,5,5,36.2,6.8,13.8,0.493,0.6,1.8,0.33299999999999996,6.2,12.0,0.517,0.514,1.6,3.8,0.42100000000000004,1.2,2.2,3.4,5.6,1.6,0.4,1.6,3.0,15.8
Detlef Schrempf,31,5,5,34.8,5.2,10.0,0.52,0.4,1.2,0.33299999999999996,4.8,8.8,0.545,0.54,7.8,9.0,0.867,1.6,3.8,5.4,2.0,0.2,0.6,1.6,4.2,18.6
Kendall Gill,25,5,5,30.6,5.2,12.0,0.433,0.4,1.8,0.222,4.8,10.2,0.47100000000000003,0.45,2.6,4.2,0.619,1.4,3.4,4.8,2.0,1.2,0.2,1.2,2.4,13.4
Sam Perkins,32,5,0,28.2,2.8,8.4,0.33299999999999996,1.2,2.8,0.429,1.6,5.6,0.28600000000000003,0.405,3.0,3.4,0.882,1.2,6.0,7.2,0.8,0.8,0.4,1.2,3.0,9.8
Nate McMillan,29,5,0,21.8,1.6,5.0,0.32,0.8,2.2,0.364,0.8,2.8,0.28600000000000003,0.4,0.2,0.8,0.25,1.2,2.0,3.2,2.0,1.2,0.2,1.0,3.6,4.2
Vincent Askew,27,5,0,19.0,2.0,5.6,0.35700000000000004,0.0,0.2,0.0,2.0,5.4,0.37,0.35700000000000004,3.2,3.8,0.8420000000000001,0.4,0.8,1.2,1.8,0.4,0.0,0.4,2.0,7.2
Michael Cage,32,5,5,18.6,1.2,3.2,0.375,0.0,0.0,,1.2,3.2,0.375,0.375,0.4,1.2,0.33299999999999996,2.0,3.4,5.4,0.8,0.8,1.0,0.6,3.0,2.8
Ricky Pierce,34,5,0,14.8,2.8,6.2,0.452,0.0,0.0,,2.8,6.2,0.452,0.452,2.4,3.4,0.706,0.8,0.2,1.0,0.6,0.2,0.0,1.8,1.6,8.0
Steve Scheffler,26,1,0,9.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0
Ervin Johnson,26,2,0,4.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.5,0.5,0.0
Chris King,24,2,0,3.5,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0
