PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Anfernee Hardaway,22,3,3,44.3,7.3,16.7,0.44,1.7,3.7,0.455,5.7,13.0,0.436,0.49,2.3,3.3,0.7,2.7,4.0,6.7,7.0,1.7,2.0,6.7,3.3,18.7
Shaquille O'Neal,21,3,3,42.0,7.7,15.0,0.511,0.0,0.0,,7.7,15.0,0.511,0.511,5.3,11.3,0.47100000000000003,5.7,7.7,13.3,2.3,0.7,3.0,3.3,4.3,20.7
Nick Anderson,26,3,3,40.0,4.3,11.3,0.382,2.7,6.7,0.4,1.7,4.7,0.35700000000000004,0.5,3.0,4.0,0.75,0.7,2.7,3.3,3.3,1.7,0.7,1.7,2.7,14.3
Dennis Scott,25,3,3,33.0,4.7,13.7,0.341,2.3,7.3,0.318,2.3,6.3,0.368,0.42700000000000005,2.7,3.3,0.8,0.3,1.7,2.0,1.0,0.7,1.0,2.7,2.3,14.3
Larry Krystkowiak,29,3,3,30.7,2.3,6.0,0.389,0.0,0.0,,2.3,6.0,0.389,0.389,1.3,1.3,1.0,2.3,6.0,8.3,3.0,1.0,0.7,0.7,3.3,6.0
Anthony Avent,24,2,0,20.0,3.0,6.5,0.462,0.0,0.0,,3.0,6.5,0.462,0.462,3.5,4.0,0.875,4.0,1.5,5.5,0.5,0.0,0.0,0.5,1.0,9.5
Donald Royal,27,3,0,15.0,2.0,4.7,0.429,0.0,0.0,,2.0,4.7,0.429,0.429,3.0,4.0,0.75,0.3,1.0,1.3,1.7,0.3,0.0,0.7,1.0,7.0
Scott Skiles,29,2,0,11.5,2.0,4.0,0.5,0.0,1.0,0.0,2.0,3.0,0.667,0.5,0.5,0.5,1.0,0.5,0.0,0.5,1.5,0.0,0.0,2.5,1.0,4.5
Tree Rollins,38,3,0,9.7,0.7,1.7,0.4,0.0,0.0,,0.7,1.7,0.4,0.4,0.0,0.0,,1.0,0.0,1.0,0.0,0.3,0.3,0.0,3.0,1.3
Anthony Bowie,30,2,0,6.5,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0
