Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2009,31.0,369,TOT,Total After Trade,24.0,NBA,"PG,SG",68,2,13.7,2.1,5.3,.392,0.7,1.9,.346,1.4,3.4,.417,.454,0.5,0.6,.791,0.2,0.6,0.8,1.7,0.3,0.0,0.9,1.4,5.3
2009,26.0,369,SAC,Sacramento Kings,24.0,NBA,SG,47,1,14.4,2.0,5.3,.381,0.7,2.0,.330,1.3,3.3,.412,.443,0.6,0.7,.765,0.2,0.6,0.8,1.9,0.3,0.0,1.0,1.6,5.2
2009,18.0,369,MIN,Minnesota Timberwolves,24.0,NBA,PG,21,1,12.2,2.2,5.4,.416,0.7,1.7,.389,1.6,3.7,.429,.478,0.4,0.4,.889,0.3,0.5,0.8,1.4,0.3,0.1,0.8,1.0,5.5
2010,31.0,369,TOT,Total After Trade,25.0,NBA,PG,45,0,11.5,2.0,5.3,.371,0.6,2.2,.265,1.4,3.1,.446,.426,0.3,0.3,.867,0.2,0.6,0.8,2.0,0.3,0.0,1.0,0.9,4.8
2010,19.0,369,NOH,New Orleans Hornets,25.0,NBA,PG,22,0,14.9,2.7,6.9,.395,0.8,3.0,.258,2.0,3.9,.500,.451,0.4,0.4,1.000,0.0,0.8,0.8,2.1,0.4,0.0,1.1,1.3,6.6
2010,13.0,369,LAC,Los Angeles Clippers,25.0,NBA,PG,23,0,8.3,1.2,3.7,.329,0.4,1.4,.281,0.8,2.3,.358,.382,0.2,0.3,.714,0.3,0.5,0.9,1.8,0.3,0.0,1.0,0.6,3.0
2017,11.0,369,HOU,Houston Rockets,32.0,NBA,PG,25,0,4.9,0.9,2.4,.383,0.6,1.4,.400,0.4,1.0,.360,.500,0.1,0.1,1.000,0.0,0.2,0.2,0.6,0.0,0.0,0.2,0.2,2.5
2018,11.0,369,HOU,Houston Rockets,33.0,NBA,PG,20,0,5.8,1.0,2.9,.328,0.6,2.0,.275,0.4,0.9,.444,.422,0.1,0.1,.500,0.0,0.4,0.4,0.6,0.2,0.0,0.5,0.3,2.5
