Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1994,14,1219,LAL,Los Angeles Lakers,Antonio Harvey,"July 6, 1970",23.0,NBA,PF,27.0,6.0,247.0,4.2,11.5,0.37,0.0,0.0,,4.2,11.5,0.37,1.7,3.8,0.46,3.8,4.8,8.6,0.7,1.2,2.8,2.5,5.7,10.2
1995,14,1219,LAL,Los Angeles Lakers,Antonio Harvey,"July 6, 1970",24.0,NBA,PF,59.0,8.0,572.0,4.8,11.1,0.44,0.1,0.1,1.0,4.8,11.0,0.43,1.5,2.8,0.53,2.5,4.0,6.4,1.4,0.9,2.6,1.6,5.5,11.3
1996,31,1219,TOT,Total After Trade,Antonio Harvey,"July 6, 1970",25.0,NBA,PF,55.0,15.0,821.0,3.6,9.8,0.37,0.0,0.1,0.0,3.6,9.7,0.37,1.7,3.6,0.46,3.0,5.7,8.8,0.7,1.2,2.1,1.9,3.3,8.9
1996,15,1219,VAN,Vancouver Grizzlies,Antonio Harvey,"July 6, 1970",25.0,NBA,PF,18.0,6.0,410.0,3.4,8.3,0.41,0.0,0.2,0.0,3.4,8.2,0.42,1.8,3.8,0.46,2.4,5.9,8.3,0.8,1.2,1.8,1.6,3.3,8.6
1996,13,1219,LAC,Los Angeles Clippers,Antonio Harvey,"July 6, 1970",25.0,NBA,PF,37.0,9.0,411.0,3.9,11.3,0.34,0.0,0.0,,3.9,11.3,0.34,1.6,3.5,0.45,3.7,5.6,9.3,0.5,1.1,2.3,2.3,3.3,9.3
1997,21,1219,SEA,Seattle Supersonics,Antonio Harvey,"July 6, 1970",26.0,NBA,PF,6.0,0.0,26.0,6.9,15.2,0.46,0.0,0.0,,6.9,15.2,0.46,6.9,8.3,0.83,2.8,11.1,13.8,1.4,0.0,5.5,1.4,11.1,20.8
2000,25,1219,POR,Portland Trail Blazers,Antonio Harvey,"July 6, 1970",29.0,NBA,PF,19.0,0.0,137.0,4.5,7.9,0.57,0.0,0.0,,4.5,7.9,0.57,1.8,3.2,0.58,2.1,6.6,8.7,1.3,0.3,1.6,3.2,5.3,10.8
2001,25,1219,POR,Portland Trail Blazers,Antonio Harvey,"July 6, 1970",30.0,NBA,PF,12.0,0.0,72.0,6.5,14.0,0.46,0.0,0.0,,6.5,14.0,0.46,2.5,3.0,0.83,2.5,4.5,7.0,2.0,0.5,3.0,1.5,5.0,15.5
2002,21,1219,SEA,Seattle Supersonics,Antonio Harvey,"July 6, 1970",31.0,NBA,PF,5.0,3.0,47.0,3.1,9.2,0.33,0.0,0.0,,3.1,9.2,0.33,0.8,1.5,0.5,3.8,3.1,6.9,3.8,0.8,2.3,2.3,6.1,6.9
2003,1,1219,ATL,Atlanta Hawks,Antonio Harvey,"July 6, 1970",32.0,NBA,PF,4.0,0.0,32.0,2.3,5.6,0.4,0.0,0.0,,2.3,5.6,0.4,0.0,0.0,,1.1,5.6,6.8,0.0,1.1,4.5,3.4,7.9,4.5
