PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Chris Paul,22,12,12,486,12.7,25.2,0.502,0.6,2.4,0.23800000000000002,12.1,22.8,0.53,7.1,9.0,0.785,1.8,4.9,6.7,15.4,3.2,0.2,2.5,4.9,32.9,,126,107
David West,27,12,12,485,11.7,25.0,0.466,0.1,0.2,0.5,11.5,24.8,0.465,5.6,6.3,0.8909999999999999,2.4,9.3,11.7,3.9,1.5,2.6,2.4,3.7,29.0,,108,105
Peja Stojaković,30,12,12,455,7.1,16.2,0.436,3.4,6.2,0.5489999999999999,3.7,10.0,0.366,3.0,3.3,0.9259999999999999,0.7,7.2,7.9,0.7,0.7,0.1,1.0,2.3,20.6,,117,111
Tyson Chandler,25,12,12,412,5.8,9.1,0.632,0.0,0.0,,5.8,9.1,0.632,1.3,2.2,0.625,6.1,10.5,16.5,0.7,0.7,2.7,1.3,5.8,12.9,,131,105
Morris Peterson,30,12,12,277,6.6,13.6,0.485,3.2,6.8,0.47100000000000003,3.4,6.8,0.5,0.8,1.2,0.667,0.6,5.6,6.2,1.4,1.2,0.6,1.0,5.8,17.2,,118,110
Jannero Pargo,28,12,0,265,9.4,24.3,0.38799999999999996,3.1,9.0,0.349,6.3,15.3,0.41100000000000003,3.6,5.0,0.708,1.0,5.2,6.3,5.6,2.5,0.4,2.3,4.6,25.5,,101,108
Bonzi Wells,31,12,0,170,7.2,18.6,0.386,0.0,0.7,0.0,7.2,17.9,0.4,0.0,2.0,0.0,1.3,8.8,10.1,2.6,1.3,1.0,2.0,8.5,14.3,,78,107
Julian Wright,20,11,0,131,8.5,18.6,0.455,0.8,3.8,0.222,7.6,14.8,0.514,2.1,2.5,0.833,2.5,5.1,7.6,2.1,4.2,0.4,2.1,3.4,19.9,,102,104
Hilton Armstrong,23,8,0,72,6.2,10.0,0.615,0.0,0.0,,6.2,10.0,0.615,3.8,7.7,0.5,6.9,8.5,15.4,0.0,0.0,4.6,3.1,9.2,16.2,,113,106
Melvin Ely,29,7,0,59,3.8,14.1,0.267,0.0,0.0,,3.8,14.1,0.267,6.6,9.4,0.7,4.7,5.6,10.3,0.9,0.0,0.0,3.8,12.2,14.1,,82,113
Ryan Bowen,32,9,0,39,1.4,8.5,0.16699999999999998,0.0,1.4,0.0,1.4,7.1,0.2,2.8,2.8,1.0,4.3,15.6,19.9,2.8,1.4,0.0,1.4,1.4,5.7,,87,103
Mike James,32,4,0,28,7.9,23.7,0.33299999999999996,4.0,9.9,0.4,4.0,13.9,0.28600000000000003,4.0,4.0,1.0,0.0,2.0,2.0,2.0,4.0,0.0,2.0,0.0,23.7,,94,108
