PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Deron Williams,23,12,12,513,9.5,19.2,0.49200000000000005,2.9,5.9,0.5,6.5,13.3,0.488,5.4,6.9,0.773,1.7,2.8,4.5,12.6,0.7,0.4,3.9,3.7,27.2,,125,115
Mehmet Okur,28,12,12,462,7.7,18.2,0.423,2.2,5.9,0.373,5.5,12.2,0.44799999999999995,4.0,5.1,0.773,4.0,12.5,16.4,2.7,0.9,0.9,2.2,4.3,21.6,,113,108
Carlos Boozer,26,12,12,441,9.3,22.4,0.415,0.0,0.0,,9.3,22.4,0.415,4.9,6.8,0.7140000000000001,5.1,12.8,18.0,4.2,0.7,0.2,4.4,5.7,23.5,,97,109
Andrei Kirilenko,26,12,12,387,7.1,15.9,0.447,0.7,3.1,0.22699999999999998,6.4,12.8,0.5,3.5,4.9,0.7140000000000001,2.1,3.6,5.7,4.2,2.5,2.8,2.5,6.4,18.4,,107,108
Ronnie Brewer,22,12,12,305,9.0,17.3,0.52,0.2,1.1,0.16699999999999998,8.8,16.3,0.5429999999999999,3.4,4.4,0.76,3.0,3.7,6.7,3.4,2.1,0.7,0.7,5.1,21.6,,126,111
Kyle Korver,26,12,0,259,6.2,15.2,0.41100000000000003,2.3,7.9,0.289,4.0,7.3,0.5429999999999999,4.8,5.2,0.92,1.0,4.4,5.4,1.5,0.8,1.7,1.7,5.8,19.6,,116,113
Paul Millsap,22,12,0,210,8.2,15.9,0.516,0.0,0.3,0.0,8.2,15.7,0.525,3.3,6.4,0.52,5.9,6.2,12.1,1.0,1.8,4.1,2.3,9.5,19.8,,109,107
Matt Harpring,31,12,0,209,6.4,16.2,0.397,0.3,0.8,0.33299999999999996,6.2,15.5,0.4,7.2,9.0,0.8,4.4,4.4,8.8,2.1,1.8,1.0,2.8,9.0,20.4,,107,111
Ronnie Price,24,12,0,68,7.9,24.6,0.32299999999999995,2.4,11.1,0.214,5.5,13.5,0.41200000000000003,7.9,10.3,0.769,0.8,2.4,3.2,8.7,4.8,1.6,4.8,4.8,26.2,,97,106
C.J. Miles,20,7,0,26,10.4,29.0,0.35700000000000004,4.1,16.6,0.25,6.2,12.4,0.5,0.0,0.0,,2.1,8.3,10.4,0.0,4.1,0.0,4.1,8.3,24.9,,82,105
Jarron Collins,29,5,0,20,0.0,8.1,0.0,0.0,0.0,,0.0,8.1,0.0,0.0,0.0,,8.1,8.1,16.2,2.7,2.7,2.7,0.0,5.4,0.0,,74,105
Jason Hart,29,2,0,6,9.0,18.0,0.5,0.0,9.0,0.0,9.0,9.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,,107,119
