Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2012,29,1579,UTA,Utah Jazz,19.0,NBA,C,66.0,874.0,14.5,0.54,0.0,0.44,13.9,22.7,18.3,1.4,1.1,2.1,16.1,17.3,0.9,0.8,1.7,0.1,-1.2,-1.7,-3.0,-0.2
2013,29,1579,UTA,Utah Jazz,20.0,NBA,C,70.0,1078.0,17.6,0.59,0.0,0.31,14.5,18.6,16.5,5.0,1.4,2.3,19.0,22.4,1.2,1.0,2.3,0.1,-0.7,-1.4,-2.1,0.0
2014,29,1579,UTA,Utah Jazz,21.0,NBA,C,80.0,2138.0,15.6,0.52,0.0,0.24,11.6,20.9,16.1,6.4,0.7,1.5,13.3,23.3,1.3,0.9,2.2,0.05,-1.2,-2.4,-3.6,-0.9
2015,31,1579,TOT,Total After Trade,22.0,NBA,C,75.0,2135.0,20.3,0.56,0.05,0.25,14.6,20.5,17.6,4.8,0.9,1.1,12.3,24.7,4.3,2.1,6.4,0.14,1.6,-2.5,-0.9,0.6
2015,29,1579,UTA,Utah Jazz,22.0,NBA,C,49.0,1326.0,17.5,0.54,0.07,0.2,12.9,20.5,16.7,3.8,0.9,1.0,12.8,25.1,1.4,1.3,2.7,0.1,0.0,-2.7,-2.7,-0.2
2015,21,1579,OKC,Oklahoma City Thunder,22.0,NBA,C,26.0,809.0,24.9,0.61,0.01,0.34,17.5,20.5,19.0,6.4,0.8,1.3,11.6,23.9,2.9,0.8,3.7,0.22,4.4,-2.3,2.0,0.8
2016,21,1579,OKC,Oklahoma City Thunder,23.0,NBA,C,82.0,1721.0,24.0,0.63,0.03,0.35,16.7,24.9,21.0,3.1,0.7,1.5,12.2,23.4,6.0,2.1,8.1,0.23,3.3,-2.1,1.2,1.4
2017,21,1579,OKC,Oklahoma City Thunder,24.0,NBA,C,72.0,1533.0,23.7,0.6,0.05,0.39,14.1,20.8,17.4,7.9,1.0,2.0,12.5,27.3,4.0,1.8,5.8,0.18,3.0,-1.3,1.7,1.4
2018,20,1579,NYK,New York Knicks,25.0,NBA,C,71.0,1830.0,24.0,0.63,0.0,0.26,16.6,30.6,23.6,9.4,1.0,1.7,13.3,21.8,5.5,2.1,7.6,0.2,3.3,-1.1,2.2,1.9
2019,31,1579,TOT,Total After Trade,26.0,NBA,C,67.0,1640.0,22.3,0.59,0.05,0.29,16.4,26.1,21.1,12.1,0.9,1.3,13.3,23.1,3.9,1.6,5.4,0.16,2.5,-1.5,1.0,1.2
2019,20,1579,NYK,New York Knicks,26.0,NBA,C,44.0,1128.0,21.8,0.58,0.05,0.28,15.5,27.5,21.4,13.1,0.8,1.3,13.1,22.9,2.4,0.9,3.4,0.14,2.5,-1.6,0.8,0.8
2019,25,1579,POR,Portland Trail Blazers,26.0,NBA,C,23.0,512.0,23.5,0.61,0.06,0.32,18.3,22.8,20.6,9.9,1.3,1.4,13.7,23.4,1.5,0.6,2.1,0.2,2.6,-1.3,1.3,0.4
2020,2,1579,BOS,Boston Celtics,27.0,NBA,C,58.0,983.0,22.4,0.6,0.02,0.28,18.0,28.9,23.5,8.8,1.1,3.9,12.5,19.4,2.6,1.8,4.4,0.21,1.8,-0.3,1.5,0.9
2021,25,1579,POR,Portland Trail Blazers,28.0,NBA,C,21.0,496.0,23.6,0.63,0.0,0.29,17.6,32.3,24.6,7.5,1.3,3.1,12.5,18.6,1.6,0.4,2.0,0.2,1.6,-2.1,-0.5,0.2
