Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2008,2,2372,BOS,Boston Celtics,Gabe Pruitt,"April 19, 1986",21.0,NBA,PG,15,0,95,5.3,14.8,0.36,1.1,4.5,0.25,4.2,10.2,0.41,0.4,0.8,0.5,0.4,2.7,3.0,4.9,1.9,0.0,1.9,3.8,12.1
2009,2,2372,BOS,Boston Celtics,Gabe Pruitt,"April 19, 1986",22.0,NBA,SG,47,0,366,3.0,9.9,0.31,1.4,4.7,0.29,1.7,5.2,0.32,1.7,2.1,0.81,0.9,3.3,4.2,3.8,1.5,0.3,1.9,3.3,9.1
