Season,Tm,Player,Rank,Pts Won,Pts Max,Share,Type
1994,GSW,Chris Webber,1,53.0,101,0.525,ROY
1994,ORL,Anfernee Hardaway,2,47.0,101,0.465,ROY
1994,DAL,Jamal Mashburn,3,1.0,101,0.01,ROY
