Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2006,23.0,MEM,NBA,PF,3.0,43.0,6.4,0.451,0.063,0.875,3.1,17.3,10.4,0.0,1.3,0.0,15.3,31.6,,-0.1,0.0,-0.1,-0.11,,-6.0,-1.5,-7.5,-0.1
2010,27.0,CHI,NBA,PF,3.0,31.0,0.6,0.33,0.091,0.545,10.8,7.9,9.4,0.0,0.0,0.0,12.8,22.8,,-0.1,0.0,-0.1,-0.18,,-6.3,-4.9,-11.2,-0.1
