Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1982,25,2946,POR,Portland Trail Blazers,Darnell Valentine,"February 3, 1959",22.0,NBA,PG,82.0,14.0,1387.0,6.4,15.6,0.41,0.0,0.3,0.0,6.4,15.3,0.42,5.2,6.9,0.76,1.7,3.5,5.1,9.3,3.2,0.1,4.4,6.4,18.1,,100.0,107.0
1983,25,2946,POR,Portland Trail Blazers,Darnell Valentine,"February 3, 1959",23.0,NBA,PG,47.0,36.0,1298.0,7.7,16.9,0.45,0.0,0.0,0.0,7.7,16.8,0.46,6.2,7.8,0.79,1.2,3.0,4.3,10.7,3.7,0.2,4.8,5.1,21.5,,105.0,103.0
1984,25,2946,POR,Portland Trail Blazers,Darnell Valentine,"February 3, 1959",24.0,NBA,PG,68.0,60.0,1893.0,6.3,14.1,0.45,0.0,0.1,0.0,6.3,14.0,0.45,4.9,6.2,0.79,1.2,2.0,3.2,9.9,2.7,0.2,3.7,4.5,17.5,,109.0,109.0
1985,25,2946,POR,Portland Trail Blazers,Darnell Valentine,"February 3, 1959",25.0,NBA,PG,75.0,59.0,2278.0,6.5,13.8,0.47,0.0,0.0,0.0,6.5,13.8,0.47,4.7,5.9,0.79,1.1,3.4,4.5,10.6,2.9,0.1,3.9,3.8,17.7,,109.0,108.0
1986,31,2946,TOT,Total After Trade,Darnell Valentine,"February 3, 1959",26.0,NBA,PG,62.0,29.0,1217.0,6.1,14.7,0.42,0.2,0.5,0.29,6.0,14.2,0.42,4.9,6.7,0.74,1.2,3.5,4.8,9.4,2.7,0.1,4.4,4.7,17.3,,99.0,110.0
1986,25,2946,POR,Portland Trail Blazers,Darnell Valentine,"February 3, 1959",26.0,NBA,PG,28.0,27.0,734.0,5.8,12.9,0.45,0.1,0.2,0.33,5.7,12.7,0.45,4.4,6.3,0.71,1.3,3.3,4.5,8.7,3.1,0.1,3.6,4.9,16.0,,104.0,108.0
1986,13,2946,LAC,Los Angeles Clippers,Darnell Valentine,"February 3, 1959",26.0,NBA,PG,34.0,2.0,483.0,6.7,17.6,0.38,0.3,1.1,0.27,6.4,16.5,0.39,5.7,7.3,0.79,1.2,4.0,5.1,10.4,2.2,0.1,5.5,4.4,19.4,,94.0,113.0
1987,13,2946,LAC,Los Angeles Clippers,Darnell Valentine,"February 3, 1959",27.0,NBA,PG,65.0,52.0,1759.0,7.3,17.8,0.41,0.3,1.5,0.23,7.0,16.3,0.43,4.3,5.3,0.82,1.0,3.0,4.0,11.9,3.1,0.3,4.4,3.9,19.3,,100.0,112.0
1988,13,2946,LAC,Los Angeles Clippers,Darnell Valentine,"February 3, 1959",28.0,NBA,PG,79.0,31.0,1636.0,6.5,15.5,0.42,0.4,1.0,0.46,6.1,14.6,0.42,2.9,4.0,0.74,1.1,3.5,4.5,11.1,3.6,0.2,4.3,3.9,16.4,,97.0,106.0
1989,6,2946,CLE,Cleveland Cavaliers,Darnell Valentine,"February 3, 1959",29.0,NBA,SG,77.0,4.0,1086.0,6.1,14.4,0.43,0.1,0.6,0.21,6.0,13.8,0.44,4.1,5.1,0.81,1.0,3.7,4.6,7.8,2.6,0.3,3.7,4.0,16.5,,100.0,105.0
1991,6,2946,CLE,Cleveland Cavaliers,Darnell Valentine,"February 3, 1959",31.0,NBA,PG,65.0,60.0,1841.0,6.3,13.6,0.46,0.2,0.7,0.24,6.1,12.9,0.48,3.9,4.7,0.83,1.0,3.7,4.7,9.6,2.7,0.3,3.5,4.7,16.7,,107.0,109.0
