Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2002,27.0,DET,NBA,PG,10.0,10.0,294.0,43.0,118.0,0.364,14.0,39.0,0.359,29.0,79.0,0.367,0.424,13.0,17.0,0.765,5.0,19.0,24.0,34.0,6.0,1.0,14.0,25.0,113.0
2003,28.0,DET,NBA,PG,17.0,3.0,312.0,32.0,91.0,0.352,18.0,49.0,0.367,14.0,42.0,0.333,0.451,21.0,26.0,0.808,2.0,18.0,20.0,26.0,17.0,0.0,18.0,39.0,103.0
2004,29.0,BOS,NBA,PG,4.0,4.0,133.0,17.0,39.0,0.436,3.0,10.0,0.3,14.0,29.0,0.483,0.474,17.0,19.0,0.895,3.0,11.0,14.0,15.0,3.0,0.0,10.0,2.0,54.0
2006,31.0,MEM,NBA,PG,4.0,4.0,103.0,15.0,37.0,0.405,4.0,11.0,0.364,11.0,26.0,0.423,0.459,5.0,8.0,0.625,0.0,3.0,3.0,12.0,2.0,0.0,4.0,15.0,39.0
2008,33.0,DEN,NBA,SG,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
