SEASON,TEAM ID,TEAM,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2013,8,DEN,82,19905,42.3,88.6,0.48,6.6,19.3,0.34,35.7,69.3,0.52,19.1,27.2,0.7,13.8,33.0,46.8,25.4,9.7,6.8,15.9,21.3,110.4
2013,11,HOU,82,19780,39.4,85.6,0.46,10.9,29.9,0.37,28.5,55.7,0.51,19.9,26.3,0.75,11.5,33.5,45.0,24.0,8.6,4.5,17.0,21.0,109.7
2013,21,OKC,82,19830,40.5,84.3,0.48,7.8,20.6,0.38,32.8,63.7,0.51,23.6,28.5,0.83,11.1,35.3,46.4,22.7,8.8,8.1,16.2,21.4,112.4
2013,27,SAS,82,19880,41.1,85.6,0.48,8.5,22.6,0.38,32.6,62.9,0.52,17.5,22.1,0.79,8.5,34.9,43.4,26.4,8.9,5.7,15.5,18.3,108.3
2013,16,MIA,82,19880,41.9,84.5,0.5,9.5,24.1,0.4,32.4,60.4,0.54,18.9,25.1,0.75,9.0,33.2,42.2,25.2,9.5,5.9,15.2,20.4,112.3
2013,14,LAL,82,19755,39.1,85.4,0.46,9.2,25.9,0.36,29.9,59.5,0.5,20.4,29.4,0.69,12.1,35.1,47.3,23.4,7.4,5.5,15.8,18.9,107.8
2013,10,GSW,82,19805,40.2,87.7,0.46,8.4,20.9,0.4,31.7,66.8,0.48,17.7,22.4,0.79,11.4,35.9,47.3,23.7,7.3,4.4,15.9,22.5,106.4
2013,7,DAL,82,19980,40.6,88.0,0.46,7.7,20.8,0.37,32.9,67.2,0.49,16.9,21.3,0.79,9.8,34.1,43.9,24.3,8.3,5.8,14.6,21.7,105.9
2013,13,LAC,82,19730,42.2,88.2,0.48,8.4,23.4,0.36,33.8,64.8,0.52,17.9,25.2,0.71,12.5,33.0,45.6,26.1,10.5,6.2,16.0,22.9,110.6
2013,26,SAC,82,19830,39.9,89.2,0.45,7.9,21.7,0.36,32.0,67.5,0.47,18.6,24.2,0.77,12.2,30.8,43.0,22.1,8.7,4.4,15.5,22.2,106.2
2013,20,NYK,82,19730,40.6,90.6,0.45,12.1,32.1,0.38,28.5,58.5,0.49,17.8,23.4,0.76,12.1,33.0,45.1,21.4,9.1,4.0,13.4,22.4,111.1
2013,17,MIL,82,19830,40.0,92.0,0.44,7.7,21.3,0.36,32.3,70.6,0.46,16.0,21.7,0.74,13.7,32.4,46.1,24.0,8.8,7.0,14.8,19.9,103.6
2013,29,UTA,82,19880,40.4,89.1,0.45,6.7,18.4,0.37,33.7,70.7,0.48,19.1,25.0,0.76,13.1,32.6,45.8,24.7,9.2,6.8,16.1,23.2,106.7
2013,1,ALT,82,19855,40.2,86.7,0.46,9.2,24.8,0.37,31.0,61.9,0.5,15.1,21.1,0.72,9.9,33.8,43.7,26.2,8.7,4.8,15.9,19.2,104.8
2013,25,POR,82,19855,39.8,88.8,0.45,8.9,25.2,0.35,30.9,63.6,0.49,17.2,22.2,0.78,11.6,32.7,44.3,23.6,7.1,4.7,15.9,20.1,105.8
2013,28,TOR,82,19980,39.6,88.8,0.45,7.6,22.1,0.34,32.0,66.7,0.48,19.2,24.3,0.79,11.6,32.2,43.8,23.5,7.9,5.2,14.9,24.4,105.9
2013,3,BRK,82,19855,40.1,89.1,0.45,8.6,24.0,0.36,31.5,65.1,0.48,19.5,26.7,0.73,14.3,33.5,47.8,22.7,8.2,5.3,16.4,20.4,108.2
2013,6,CLE,82,19730,39.5,91.0,0.43,7.2,20.8,0.35,32.2,70.1,0.46,18.2,24.1,0.76,13.2,31.1,44.3,22.3,8.5,4.4,15.1,22.9,104.3
2013,18,MIN,82,19730,38.6,87.8,0.44,5.9,19.3,0.3,32.7,68.5,0.48,19.9,26.8,0.74,12.7,32.4,45.2,24.1,9.2,5.1,15.9,19.8,102.9
2013,2,BOS,81,19840,39.6,85.2,0.46,6.6,18.3,0.36,33.0,66.8,0.49,17.4,22.4,0.78,8.6,33.4,42.0,24.3,8.8,4.8,15.6,22.6,103.1
2013,24,PHO,82,19805,39.7,89.7,0.44,6.2,18.9,0.33,33.5,70.8,0.47,15.6,21.0,0.74,12.4,31.8,44.3,24.1,8.5,5.6,16.6,21.9,101.2
2013,9,DET,82,19805,39.7,88.6,0.45,6.8,19.2,0.36,32.9,69.4,0.47,17.4,24.9,0.7,13.2,32.9,46.1,23.2,7.7,5.3,16.6,21.7,103.8
2013,22,ORL,82,19780,40.7,90.9,0.45,6.7,20.2,0.33,34.1,70.6,0.48,13.5,17.9,0.76,11.7,34.4,46.1,24.6,7.0,4.7,15.7,20.9,101.6
2013,19,NOH,82,19780,40.5,90.3,0.45,7.3,20.2,0.36,33.2,70.1,0.47,17.4,22.4,0.78,13.5,33.2,46.8,23.6,7.1,6.0,16.4,22.9,105.7
2013,12,IND,81,19590,38.7,88.6,0.44,7.5,21.7,0.35,31.1,66.9,0.46,19.4,26.0,0.75,14.2,36.3,50.5,22.3,7.9,7.0,16.7,22.1,104.3
2013,4,CHA,82,19805,37.4,88.1,0.42,6.2,18.5,0.34,31.2,69.6,0.45,20.5,27.3,0.75,12.2,31.7,43.8,21.0,7.8,6.3,15.3,20.7,101.5
2013,15,MEM,82,19805,40.6,91.5,0.44,5.2,15.2,0.34,35.4,76.4,0.46,18.5,23.9,0.77,14.5,33.5,48.0,23.5,9.6,6.0,15.7,22.7,104.9
2013,30,WAS,82,19855,38.2,87.8,0.44,7.1,19.6,0.36,31.0,68.2,0.46,16.8,22.9,0.73,11.6,34.8,46.4,23.3,7.8,4.9,16.2,22.0,100.2
2013,5,CHI,82,19830,39.6,90.7,0.44,6.0,17.1,0.35,33.6,73.6,0.46,18.2,23.5,0.77,13.9,34.1,48.0,25.5,8.0,5.6,15.9,21.9,103.5
2013,23,PHI,82,19755,40.8,92.0,0.44,6.9,19.2,0.36,33.9,72.9,0.47,13.4,18.4,0.73,12.0,33.3,45.2,24.9,8.1,5.1,14.3,20.1,102.0
