TEAM,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
DEN,82,19730,41.7,94.9,0.44,3.2,11.3,0.28,38.5,83.6,0.46,18.5,24.2,0.76,16.3,27.1,43.3,21.5,9.2,4.3,14.3,23.9,105.2
GSW,82,19805,41.7,85.9,0.48,3.2,9.4,0.34,38.6,76.6,0.5,25.3,32.3,0.78,13.0,27.0,40.0,22.9,9.4,4.4,15.9,25.8,111.9
POR,82,19905,42.9,88.4,0.48,4.1,10.8,0.38,38.8,77.5,0.5,22.9,30.4,0.75,14.4,30.7,45.1,27.0,8.7,4.9,15.7,23.7,112.8
PHO,82,19730,43.0,86.7,0.5,1.7,5.2,0.32,41.4,81.5,0.51,24.9,32.3,0.77,13.6,31.3,44.9,26.6,8.3,6.4,15.7,22.3,112.6
IND,82,19805,42.1,85.3,0.49,3.0,9.1,0.33,39.0,76.2,0.51,24.5,30.2,0.81,12.4,29.0,41.4,26.6,8.0,4.4,16.5,25.5,111.7
BOS,82,19805,45.5,88.8,0.51,1.3,4.3,0.32,44.1,84.5,0.52,20.3,24.6,0.82,13.4,33.2,46.6,26.6,8.3,7.0,16.2,20.9,112.6
CHI,82,19755,46.1,90.5,0.51,2.0,5.4,0.37,44.2,85.1,0.52,20.4,26.8,0.76,14.6,29.8,44.3,28.1,10.4,5.6,15.0,22.2,114.6
ALT,82,19755,41.3,89.0,0.46,3.3,10.3,0.32,37.9,78.7,0.48,25.1,31.3,0.8,15.2,29.8,45.0,23.0,9.0,4.6,15.2,21.8,110.9
SAS,82,19830,41.9,85.8,0.49,1.0,3.6,0.27,40.9,82.2,0.5,23.1,30.2,0.77,13.9,32.6,46.5,26.3,8.2,7.0,17.7,23.3,107.8
HOU,82,19855,41.8,89.4,0.47,3.9,12.1,0.32,37.9,77.3,0.49,20.0,27.0,0.74,15.6,30.8,46.4,23.4,9.8,5.0,17.2,23.0,107.4
SEA,82,19880,43.9,89.3,0.49,1.7,5.4,0.32,42.2,84.0,0.5,20.2,26.9,0.75,15.3,27.3,42.6,25.6,10.8,4.8,17.6,24.8,109.7
MIL,82,19855,42.0,87.4,0.48,3.2,9.5,0.34,38.7,77.9,0.5,22.6,28.2,0.8,13.6,27.2,40.8,26.1,11.2,4.1,16.6,25.6,109.7
LAL,82,19830,43.0,88.9,0.48,2.9,9.6,0.3,40.1,79.3,0.5,23.2,29.1,0.8,13.9,31.4,45.2,26.9,8.3,4.9,15.5,19.6,112.1
ORL,82,19780,40.2,88.5,0.46,3.3,9.2,0.36,36.9,79.3,0.47,22.2,29.8,0.74,15.0,29.6,44.7,22.1,7.3,3.7,17.0,24.1,105.9
PHI,82,20080,41.1,86.5,0.48,2.4,7.7,0.32,38.6,78.8,0.49,23.3,29.5,0.79,12.3,31.2,43.5,22.8,8.5,6.0,15.4,20.3,107.9
UTA,82,19780,40.9,83.3,0.49,1.9,5.8,0.32,39.1,77.4,0.5,24.9,31.5,0.79,11.0,31.5,42.6,28.2,8.3,5.7,16.6,22.9,108.6
LAC,82,19805,41.1,88.8,0.46,1.4,5.3,0.26,39.8,83.5,0.48,19.4,27.6,0.7,15.1,30.3,45.5,25.7,8.8,6.2,17.4,24.8,103.0
NYK,82,19955,41.9,86.4,0.48,2.3,7.1,0.33,39.6,79.3,0.5,20.9,27.2,0.77,13.3,30.9,44.2,27.5,8.1,5.3,17.5,22.3,107.1
NJN,82,19830,40.4,91.0,0.44,2.0,7.1,0.28,38.4,83.8,0.46,20.2,27.4,0.74,17.1,28.6,45.7,21.7,9.1,7.3,17.4,23.8,102.9
CHO,82,19805,40.9,87.6,0.47,1.6,5.2,0.31,39.3,82.4,0.48,21.5,27.6,0.78,12.8,27.4,40.2,25.2,9.5,3.8,16.1,24.2,105.0
MIA,82,19780,40.1,87.3,0.46,1.7,5.7,0.3,38.4,81.6,0.47,20.2,28.2,0.72,15.1,28.1,43.2,23.3,9.2,4.7,19.0,25.4,102.0
CLE,82,19830,41.5,87.2,0.48,2.0,6.1,0.33,39.4,81.1,0.49,21.2,27.7,0.76,12.9,29.6,42.5,28.5,8.2,5.7,16.3,21.3,106.1
WAB,82,19855,42.0,90.1,0.47,0.7,3.5,0.19,41.3,86.5,0.48,18.3,25.1,0.73,14.5,29.6,44.2,25.8,7.3,5.8,16.8,23.9,103.0
DET,82,19805,42.1,90.6,0.46,1.7,5.8,0.3,40.4,84.8,0.48,22.2,29.2,0.76,15.9,32.3,48.2,24.1,6.4,4.8,15.6,24.6,108.2
DAL,82,19805,41.8,88.7,0.47,2.5,7.7,0.32,39.3,81.0,0.48,19.5,25.6,0.76,12.7,30.4,43.0,23.4,7.5,5.1,15.3,23.7,105.5
MIN,82,19905,42.6,95.0,0.45,1.4,5.0,0.28,41.2,90.0,0.46,20.0,27.2,0.74,16.7,27.6,44.2,24.6,9.3,5.7,13.9,24.3,106.7
SAC,82,19705,39.7,87.7,0.45,2.8,7.4,0.37,36.9,80.3,0.46,19.8,27.1,0.73,13.2,28.5,41.7,25.6,8.1,6.6,16.4,26.7,102.0
