TEAM,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
GSW,82,19780,43.0,86.8,0.5,11.9,31.2,0.38,31.0,55.7,0.56,17.7,22.5,0.79,9.4,34.9,44.3,30.3,9.5,6.7,14.7,19.3,115.6
HOU,82,19780,40.1,86.8,0.46,14.3,40.1,0.36,25.8,46.7,0.55,20.2,26.4,0.77,10.8,33.3,44.1,25.1,8.1,4.3,15.0,19.8,114.7
DEN,82,19755,41.7,88.9,0.47,10.8,29.2,0.37,31.0,59.7,0.52,19.0,24.5,0.77,11.9,35.1,47.0,25.7,7.0,4.0,15.2,19.4,113.2
CLE,82,19880,41.1,87.4,0.47,13.4,34.9,0.38,27.7,52.5,0.53,18.0,24.0,0.75,9.6,35.4,45.0,23.3,6.8,4.1,14.1,18.7,113.6
WAS,82,19855,42.1,88.6,0.48,9.4,25.2,0.37,32.7,63.4,0.52,17.6,22.5,0.78,10.5,33.2,43.6,24.3,8.6,4.2,14.4,21.7,111.2
LAC,82,19755,41.0,86.3,0.48,10.6,28.4,0.38,30.4,57.9,0.52,20.1,26.9,0.74,9.3,35.3,44.6,23.4,7.7,4.4,13.4,20.6,112.7
BOS,82,19755,39.8,87.6,0.45,12.4,34.4,0.36,27.4,53.2,0.52,19.3,23.9,0.81,9.3,33.9,43.2,26.0,7.7,4.3,13.7,21.2,111.2
POR,82,19930,40.4,87.9,0.46,10.6,28.3,0.38,29.8,59.6,0.5,18.8,24.2,0.78,10.3,34.3,44.6,21.6,7.2,5.1,14.0,21.6,110.3
PHO,82,19830,39.5,87.6,0.45,7.4,22.4,0.33,32.0,65.3,0.49,20.2,26.1,0.78,11.8,32.7,44.5,19.4,8.1,4.8,15.3,24.5,106.6
TOR,82,19780,41.1,88.6,0.46,9.3,25.6,0.36,31.9,63.1,0.5,20.7,26.0,0.8,11.2,34.3,45.4,19.4,8.7,5.1,13.3,21.9,112.3
OKC,82,19805,40.1,88.8,0.45,8.6,26.2,0.33,31.5,62.6,0.5,19.5,26.2,0.74,12.4,34.9,47.4,21.3,8.0,5.1,15.2,21.2,108.3
BRK,82,19755,37.2,83.8,0.44,10.5,31.1,0.34,26.7,52.7,0.51,19.1,24.2,0.79,8.7,34.5,43.2,21.1,7.1,4.6,16.3,20.7,104.1
MIN,82,19805,41.4,88.6,0.47,7.7,22.1,0.35,33.7,66.6,0.51,20.3,25.4,0.8,12.0,32.5,44.5,24.8,8.4,4.7,14.7,21.1,110.8
SAS,82,19805,41.5,88.3,0.47,9.7,24.8,0.39,31.8,63.5,0.5,18.5,23.2,0.8,10.6,35.7,46.3,25.1,8.4,6.2,14.2,19.3,111.1
IND,82,19855,40.6,87.4,0.46,8.9,23.8,0.38,31.7,63.6,0.5,18.5,22.8,0.81,9.4,34.1,43.4,23.2,8.4,5.2,14.2,20.1,108.6
CHO,82,19830,39.1,88.5,0.44,10.4,29.7,0.35,28.7,58.9,0.49,20.1,24.7,0.82,9.1,36.1,45.2,23.9,7.2,4.9,11.9,17.2,108.8
LAL,82,19705,39.9,88.6,0.45,9.0,26.1,0.35,30.8,62.5,0.49,17.3,22.9,0.75,11.5,32.6,44.1,21.2,8.3,4.0,15.4,21.0,106.0
NOP,82,19905,39.5,87.7,0.45,9.4,27.0,0.35,30.0,60.7,0.5,16.8,22.4,0.75,8.6,35.4,44.1,23.0,7.8,5.6,13.0,18.3,105.2
NYK,82,19855,40.9,91.4,0.45,8.9,25.5,0.35,32.0,65.9,0.48,17.2,21.8,0.79,12.4,34.3,46.7,22.5,7.3,5.7,14.3,21.0,107.7
MIL,82,19780,40.9,86.2,0.47,9.2,25.0,0.37,31.6,61.2,0.52,18.1,23.6,0.77,9.3,33.2,42.5,25.5,8.6,5.6,14.7,21.3,109.1
MIA,82,19780,40.8,89.7,0.46,10.3,28.2,0.36,30.5,61.5,0.5,15.9,22.5,0.71,11.1,34.5,45.6,22.2,7.5,6.0,14.0,21.4,107.8
ALT,82,19880,38.7,85.8,0.45,9.0,26.5,0.34,29.7,59.3,0.5,18.4,25.3,0.73,10.4,34.6,45.1,24.0,8.3,4.9,16.0,18.5,104.9
CHI,82,19780,40.4,90.9,0.44,7.9,23.3,0.34,32.4,67.6,0.48,18.8,23.5,0.8,12.7,35.6,48.3,23.6,8.2,5.0,14.2,18.5,107.4
SAC,82,19880,39.5,85.7,0.46,9.4,24.9,0.38,30.1,60.8,0.5,18.9,24.3,0.78,9.1,33.7,42.8,23.5,8.0,4.1,15.3,21.2,107.3
PHI,82,19830,37.9,85.9,0.44,10.2,30.0,0.34,27.7,55.9,0.5,17.1,22.2,0.77,9.9,33.2,43.2,23.9,8.5,5.2,16.8,22.0,103.2
DET,82,19805,41.7,92.9,0.45,8.0,24.4,0.33,33.6,68.5,0.49,14.5,20.2,0.72,11.6,36.2,47.8,22.1,7.3,4.0,12.4,18.7,106.0
