TEAM,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
MIL,82,19780,41.8,87.8,0.48,13.0,36.8,0.35,28.8,50.9,0.56,17.3,22.4,0.77,9.0,39.0,47.9,25.1,7.2,5.7,13.4,18.9,113.8
GSW,82,19805,43.4,88.4,0.49,13.1,33.9,0.38,30.3,54.5,0.56,16.1,20.1,0.8,9.6,35.9,45.5,29.0,7.5,6.3,14.0,21.1,115.9
NOP,82,19755,42.1,89.0,0.47,9.9,28.8,0.34,32.2,60.2,0.54,17.2,22.6,0.76,10.7,34.9,45.6,26.1,7.2,5.2,14.3,20.4,111.4
PHI,82,19805,40.6,86.2,0.47,10.6,29.5,0.36,30.0,56.7,0.53,20.8,26.9,0.77,10.6,36.1,46.7,26.3,7.2,5.2,14.6,20.8,112.6
LAC,82,19830,40.3,85.4,0.47,9.8,25.2,0.39,30.5,60.2,0.51,22.1,27.8,0.79,9.5,34.9,44.4,23.4,6.7,4.6,14.2,22.8,112.4
POR,82,19855,42.3,90.6,0.47,11.0,30.7,0.36,31.3,59.8,0.52,19.0,23.3,0.81,11.8,36.2,48.0,23.0,6.7,5.0,13.8,20.4,114.7
OKC,82,19855,41.1,90.6,0.45,11.0,31.5,0.35,30.1,59.1,0.51,17.2,24.1,0.71,12.1,34.2,46.3,22.5,9.0,5.0,13.5,21.6,110.3
TOR,82,19880,41.7,88.1,0.47,12.2,33.4,0.37,29.5,54.7,0.54,17.5,21.7,0.8,9.5,35.2,44.7,25.1,8.2,5.3,13.9,20.8,113.1
SAC,82,19730,41.8,90.1,0.46,10.9,29.0,0.38,30.8,61.1,0.5,16.0,22.0,0.73,10.7,33.2,43.9,24.6,8.0,4.3,12.9,20.7,110.4
WAS,82,19930,41.1,87.8,0.47,11.0,32.4,0.34,30.0,55.3,0.54,17.9,23.3,0.77,9.4,31.8,41.3,25.6,8.1,4.5,13.7,20.2,111.1
HOU,82,19830,39.8,88.6,0.45,16.4,46.0,0.36,23.4,42.6,0.55,19.6,24.7,0.79,10.3,32.3,42.7,21.5,8.7,5.0,13.5,22.3,115.5
ALT,82,19855,39.5,87.6,0.45,12.4,35.3,0.35,27.1,52.2,0.52,16.8,22.3,0.75,11.1,32.9,44.0,24.6,7.9,4.9,16.3,22.5,108.1
MIN,82,19830,41.2,90.4,0.46,10.0,28.5,0.35,31.2,61.9,0.5,19.0,24.1,0.79,11.2,33.2,44.4,24.4,8.3,5.0,13.0,20.1,111.4
BOS,82,19780,42.0,90.4,0.46,12.6,34.4,0.36,29.5,55.9,0.53,15.6,19.5,0.8,9.8,34.7,44.5,26.2,8.6,5.3,12.8,20.3,112.2
BRK,82,19980,39.3,87.6,0.45,12.5,35.3,0.35,26.8,52.3,0.51,18.5,24.9,0.74,10.7,34.8,45.5,23.3,6.4,4.0,14.7,21.0,109.6
LAL,82,19780,41.1,87.3,0.47,10.0,29.9,0.33,31.1,57.4,0.54,15.7,22.5,0.7,9.8,35.1,44.9,24.7,7.3,5.2,15.1,20.0,107.8
UTA,82,19755,40.1,85.8,0.47,12.0,33.8,0.36,28.1,52.0,0.54,18.7,25.3,0.74,9.9,36.1,46.0,25.8,8.0,5.8,15.0,20.9,110.9
SAS,82,19805,42.8,89.4,0.48,10.0,25.5,0.39,32.7,63.8,0.51,17.4,21.2,0.82,9.3,35.9,45.2,24.8,6.2,4.8,12.2,18.3,112.9
CHO,82,19830,40.4,90.3,0.45,12.0,34.1,0.35,28.4,56.1,0.51,18.5,23.2,0.8,10.0,34.1,44.0,23.4,7.2,5.0,12.3,19.0,111.4
DEN,82,19730,42.8,91.9,0.47,11.2,32.0,0.35,31.6,59.9,0.53,16.1,21.3,0.76,12.1,35.3,47.3,27.9,7.9,4.5,13.7,20.5,113.0
DAL,82,19780,39.0,87.3,0.45,12.5,36.8,0.34,26.5,50.5,0.52,18.9,25.5,0.74,10.2,35.4,45.6,23.5,6.5,4.3,14.3,20.2,109.4
IND,82,19705,42.1,88.6,0.48,9.7,25.8,0.37,32.4,62.7,0.52,16.1,21.4,0.75,9.5,34.3,43.8,26.4,8.8,5.0,13.9,19.8,109.9
PHO,82,19880,39.5,86.0,0.46,9.5,28.8,0.33,30.0,57.2,0.52,17.4,22.3,0.78,9.0,30.8,39.8,23.5,8.8,5.0,15.4,23.2,105.9
