TEAM,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
DEN,66,16040,40.9,85.9,0.48,6.9,20.8,0.33,33.9,65.0,0.52,20.5,28.0,0.74,11.7,33.4,45.2,25.1,8.6,5.2,16.1,20.6,109.2
SAS,66,15940,42.3,88.5,0.48,8.9,22.8,0.39,33.4,65.8,0.51,17.3,23.1,0.75,11.1,34.9,46.0,24.8,7.9,4.7,14.5,18.5,110.9
OKC,66,15990,39.7,84.4,0.47,7.6,21.3,0.36,32.1,63.1,0.51,22.7,28.1,0.81,11.7,34.8,46.5,19.8,8.0,8.7,17.4,21.8,109.8
UTA,66,16165,41.0,89.8,0.46,4.4,13.7,0.32,36.5,76.1,0.48,20.4,27.1,0.75,14.0,33.4,47.4,23.4,8.8,6.3,15.2,23.4,106.8
MIL,66,15865,40.4,91.2,0.44,7.0,20.4,0.34,33.3,70.8,0.47,17.7,22.8,0.77,13.2,32.0,45.2,25.0,8.8,5.4,15.0,20.5,105.5
SAC,66,15915,39.7,91.0,0.44,6.5,20.7,0.32,33.1,70.3,0.47,18.0,24.4,0.74,14.0,31.0,45.1,20.2,8.9,5.1,15.2,20.5,103.8
MIA,66,16040,40.1,85.5,0.47,6.1,16.9,0.36,34.1,68.6,0.5,20.3,26.2,0.78,11.3,33.8,45.0,21.6,9.6,5.8,16.4,21.0,106.6
PHO,66,15840,40.8,89.1,0.46,7.3,21.2,0.34,33.6,67.9,0.49,17.3,22.9,0.76,11.7,33.3,45.0,24.3,7.1,6.0,15.2,20.2,106.2
HOU,66,16065,40.6,90.3,0.45,7.8,21.7,0.36,32.8,68.6,0.48,16.6,21.2,0.78,12.5,32.8,45.3,22.9,8.1,5.2,15.6,21.9,105.5
MIN,66,15940,38.0,87.7,0.43,7.6,23.0,0.33,30.4,64.7,0.47,20.7,26.8,0.77,12.9,33.7,46.6,20.8,7.0,4.7,16.2,19.6,104.3
NYK,66,15940,38.2,86.2,0.44,8.4,24.9,0.34,29.9,61.4,0.49,19.6,26.4,0.74,12.0,32.5,44.5,21.5,10.1,4.5,17.1,22.5,104.4
