TEAM,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
DEN,82,19830,43.6,89.7,0.49,0.8,2.6,0.31,42.8,87.0,0.49,22.7,28.9,0.78,15.0,25.9,40.9,25.5,10.1,4.8,15.5,24.2,110.7
LAL,82,19755,46.5,85.4,0.55,1.1,3.5,0.3,45.5,81.9,0.56,20.0,26.3,0.76,12.5,30.0,42.5,30.3,8.2,5.7,18.1,22.7,114.1
DET,82,19830,44.3,92.2,0.48,0.5,2.3,0.23,43.7,89.9,0.49,20.6,26.1,0.79,16.2,29.2,45.4,26.5,8.0,4.6,15.5,23.9,109.6
POR,82,19880,43.2,86.0,0.5,0.6,2.4,0.25,42.6,83.6,0.51,23.3,31.1,0.75,14.0,26.8,40.8,25.9,9.6,6.0,17.3,22.8,110.4
KCK,82,19755,42.6,84.6,0.5,0.7,2.8,0.26,41.9,81.9,0.51,23.5,30.2,0.78,13.6,27.1,40.7,27.2,7.7,3.5,18.5,25.2,109.5
BOS,82,19705,44.6,87.8,0.51,1.3,3.7,0.36,43.3,84.1,0.52,22.3,27.7,0.81,13.4,31.5,44.9,27.4,7.7,5.0,16.0,21.4,112.8
SAS,82,19780,43.2,84.1,0.51,0.6,2.4,0.27,42.5,81.7,0.52,22.9,30.0,0.76,13.2,28.8,42.0,27.0,8.8,5.2,18.0,25.4,109.9
PHI,82,19805,41.4,84.0,0.49,0.7,2.7,0.26,40.7,81.3,0.5,27.8,34.7,0.8,15.6,28.4,44.0,24.0,9.8,6.4,18.9,23.7,111.3
HOU,82,19830,44.4,88.1,0.5,0.5,2.2,0.22,43.9,85.9,0.51,18.7,26.8,0.7,15.7,28.4,44.0,26.5,8.1,7.1,19.0,24.1,107.9
DAL,82,19855,43.5,89.0,0.49,1.9,5.4,0.34,41.7,83.6,0.5,22.6,28.4,0.79,13.4,28.7,42.1,26.3,7.0,4.1,14.5,22.0,111.5
MIL,82,19805,43.3,88.2,0.49,1.1,3.6,0.3,42.2,84.6,0.5,22.8,30.1,0.76,15.3,28.6,43.9,26.3,8.4,5.9,16.8,27.2,110.5
GSW,82,19855,41.0,88.5,0.46,1.3,4.6,0.28,39.6,83.8,0.47,22.8,29.6,0.77,15.5,25.0,40.6,20.6,9.4,3.3,17.1,25.0,106.0
NJN,82,19755,43.8,89.5,0.49,0.6,2.7,0.23,43.2,86.8,0.5,19.6,26.9,0.73,14.8,28.0,42.8,26.0,9.3,5.0,16.3,24.2,107.9
UTA,82,19755,40.2,84.4,0.48,1.2,3.5,0.34,39.0,80.8,0.48,21.7,28.1,0.77,12.5,29.5,42.0,24.8,8.2,8.1,18.2,22.7,103.3
CHI,82,19805,42.1,84.3,0.5,0.4,2.0,0.18,41.8,82.3,0.51,24.2,30.8,0.78,13.1,28.9,41.9,24.3,7.6,5.7,17.8,25.3,108.7
CLE,82,19780,41.3,87.7,0.47,1.1,4.0,0.29,40.2,83.7,0.48,22.2,29.7,0.75,14.3,29.1,43.4,25.0,7.4,5.6,16.5,25.9,106.0
IND,82,19780,40.3,84.6,0.48,0.3,1.8,0.19,39.9,82.8,0.48,21.6,29.1,0.74,13.8,30.3,44.1,22.5,7.2,4.2,18.7,25.8,102.5
PHO,82,19805,41.5,84.5,0.49,1.0,3.6,0.28,40.4,80.8,0.5,20.8,27.0,0.77,12.1,28.7,40.8,27.6,8.6,4.1,18.7,24.0,104.7
LAC,82,19730,42.5,85.8,0.5,0.7,2.3,0.3,41.8,83.5,0.5,20.2,26.6,0.76,14.0,29.3,43.3,23.3,6.4,6.0,19.1,22.2,105.8
ALT,82,19855,41.7,86.2,0.48,0.9,2.8,0.31,40.8,83.4,0.49,21.6,28.7,0.75,14.1,28.4,42.5,24.3,8.1,6.6,17.9,24.8,105.9
WAB,82,19855,42.6,89.0,0.48,1.3,4.8,0.27,41.3,84.2,0.49,17.8,24.0,0.74,12.2,28.9,41.1,25.2,8.5,4.7,15.5,22.5,104.3
NYK,82,19830,41.8,86.4,0.48,0.6,2.4,0.26,41.2,84.0,0.49,20.8,28.6,0.73,13.6,25.6,39.1,24.3,9.2,3.2,17.7,29.2,104.9
SEA,82,19705,40.2,84.8,0.47,0.6,2.3,0.24,39.7,82.5,0.48,21.8,28.3,0.77,12.5,28.1,40.6,26.8,8.0,4.2,18.3,24.2,102.8
