SEASON,TEAM ID,TEAM,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2005,24,PHO,82,19780,42.4,88.8,0.48,10.1,25.6,0.39,32.3,63.1,0.51,19.7,26.3,0.75,12.2,33.5,45.8,24.4,7.2,5.7,14.2,19.8,114.5
2005,26,SAC,82,19855,41.6,90.7,0.46,6.8,18.1,0.37,34.8,72.5,0.48,20.5,26.0,0.79,13.3,31.9,45.2,26.0,8.8,4.1,13.9,21.9,110.5
2005,7,DAL,82,19730,40.1,87.8,0.46,6.1,16.7,0.36,34.0,71.1,0.48,24.0,30.4,0.79,13.0,33.2,46.2,21.1,9.3,6.0,14.5,24.0,110.3
2005,16,MIA,82,19980,41.0,84.3,0.49,6.3,16.7,0.38,34.7,67.6,0.51,21.9,32.6,0.67,11.7,34.9,46.7,23.7,7.0,6.3,14.9,24.0,110.2
2005,2,BOS,82,19880,39.4,84.3,0.47,5.7,16.2,0.35,33.8,68.1,0.5,23.0,30.1,0.76,11.8,31.6,43.3,23.4,8.6,5.5,16.8,25.9,107.5
2005,30,WAS,82,19780,38.6,88.4,0.44,6.7,19.5,0.34,31.9,68.9,0.46,23.3,32.2,0.72,14.7,30.9,45.6,20.3,9.3,4.5,15.2,23.5,107.2
2005,28,TOR,82,19805,38.6,87.0,0.44,8.5,22.0,0.38,30.1,65.0,0.46,21.3,27.5,0.77,11.0,32.0,43.0,21.8,8.1,4.1,14.2,24.5,106.9
2005,8,DEN,82,19755,39.5,85.9,0.46,4.2,12.2,0.34,35.3,73.7,0.48,22.9,30.0,0.76,12.6,32.1,44.7,25.4,9.7,6.4,15.9,24.4,106.0
2005,22,ORL,82,19705,39.0,85.9,0.45,4.1,11.8,0.35,34.9,74.1,0.47,22.8,30.0,0.76,13.3,32.7,46.1,20.4,8.1,5.7,17.0,24.9,104.9
2005,23,PHI,82,19855,37.5,85.8,0.44,6.4,18.5,0.35,31.1,67.3,0.46,22.0,27.9,0.79,11.6,32.3,43.9,21.8,9.6,4.1,16.2,23.9,103.5
2005,21,SEA,82,19755,39.8,89.8,0.44,9.2,25.2,0.36,30.6,64.6,0.47,23.3,29.5,0.79,14.4,31.9,46.3,20.6,7.6,4.7,15.4,26.9,112.2
2005,14,LAL,82,19780,38.7,88.6,0.44,8.6,24.2,0.36,30.1,64.3,0.47,22.2,28.5,0.78,13.7,33.5,47.3,22.3,6.8,4.6,15.7,24.0,108.1
2005,10,GSW,82,19905,39.2,91.0,0.43,8.1,22.9,0.35,31.1,68.1,0.46,18.3,25.3,0.72,13.8,31.5,45.3,23.4,8.3,5.4,14.4,23.7,104.7
2005,20,NYK,82,19880,39.7,87.9,0.45,5.9,16.5,0.36,33.8,71.4,0.47,21.0,27.4,0.77,12.8,31.9,44.7,22.2,8.4,3.5,16.0,25.9,106.2
2005,17,MIL,82,19780,39.6,87.9,0.45,4.3,12.4,0.35,35.3,75.6,0.47,23.0,29.8,0.77,13.2,32.1,45.3,23.0,7.1,3.9,15.1,24.0,106.6
2005,18,MIN,82,19755,41.5,90.4,0.46,5.4,15.6,0.34,36.1,74.8,0.48,19.8,24.8,0.8,12.9,35.2,48.1,26.2,6.3,6.1,14.7,24.2,108.2
2005,6,CLE,82,19855,40.3,90.1,0.45,4.0,12.2,0.33,36.2,77.9,0.46,22.0,29.3,0.75,15.0,31.7,46.7,24.9,8.8,6.2,15.4,24.9,106.6
2005,27,SAS,82,19805,39.8,87.9,0.45,6.9,19.0,0.36,32.9,68.9,0.48,20.9,28.9,0.72,13.5,33.9,47.4,24.1,8.4,7.4,15.3,23.4,107.5
2005,13,LAC,82,20030,39.3,85.6,0.46,3.1,9.0,0.34,36.2,76.6,0.47,23.8,30.6,0.78,13.2,33.0,46.2,25.6,8.1,5.7,17.3,24.5,105.5
2005,11,HOU,82,19855,38.8,87.4,0.44,7.5,20.7,0.36,31.2,66.7,0.47,21.1,27.0,0.78,11.9,35.4,47.3,23.6,7.7,5.1,15.5,24.6,106.2
2005,5,CHI,82,19830,37.3,86.3,0.43,6.7,18.8,0.36,30.6,67.5,0.45,20.1,26.8,0.75,13.1,33.9,47.0,22.8,7.5,4.8,17.9,26.6,101.4
2005,4,CHA,82,19880,38.7,89.7,0.43,4.2,11.5,0.36,34.6,78.2,0.44,19.5,27.4,0.71,14.2,30.6,44.7,23.5,9.1,5.8,15.6,24.8,101.1
2005,15,MEM,82,19705,38.6,86.3,0.45,7.3,20.5,0.36,31.3,65.9,0.48,21.0,27.9,0.75,12.2,31.8,44.0,23.6,9.6,6.6,16.5,26.3,105.5
2005,9,DET,82,19955,39.3,88.6,0.44,5.0,14.5,0.34,34.3,74.1,0.46,21.9,29.7,0.74,14.5,34.6,49.1,24.7,7.9,6.9,15.6,22.6,105.6
2005,12,IND,82,19905,36.9,85.3,0.43,7.5,21.8,0.34,29.4,63.5,0.46,24.2,30.5,0.79,12.0,33.4,45.4,20.6,8.5,4.9,16.2,26.1,105.5
2005,29,UTA,82,19780,38.8,86.5,0.45,3.4,10.5,0.33,35.4,76.1,0.46,23.6,31.2,0.76,14.4,30.8,45.2,25.1,7.4,5.1,17.7,30.1,104.7
2005,25,POR,82,19730,39.2,87.0,0.45,5.7,15.7,0.36,33.5,71.3,0.47,19.1,26.3,0.72,13.1,32.6,45.7,23.3,7.9,7.4,17.7,23.1,103.2
2005,1,ALT,82,19855,38.9,88.2,0.44,4.0,12.9,0.31,34.9,75.4,0.46,18.7,26.4,0.71,14.5,30.9,45.4,21.3,8.3,4.5,17.4,26.6,100.6
2005,3,NJN,82,19905,37.3,86.9,0.43,5.9,16.3,0.36,31.4,70.6,0.44,21.0,27.6,0.76,11.6,32.3,43.9,24.0,8.8,4.2,15.8,26.9,101.4
2005,19,NOH,82,19930,37.4,90.2,0.42,5.7,18.1,0.32,31.7,72.1,0.44,19.3,25.2,0.77,14.0,31.4,45.4,23.7,7.6,4.3,16.7,25.9,99.7
