SEASON,TEAM ID,TEAM,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1992,10,GSW,82,19880,44.0,86.7,0.51,3.0,8.9,0.33,41.0,77.8,0.53,22.7,30.4,0.75,13.3,27.7,41.0,24.1,10.0,4.4,15.8,23.9,113.6
1992,12,IND,82,19955,42.5,86.0,0.49,4.0,11.4,0.35,38.5,74.6,0.52,22.7,28.7,0.79,13.2,31.2,44.3,29.1,8.6,4.8,17.0,26.0,111.7
1992,24,PHO,82,19805,43.3,88.1,0.49,2.8,7.3,0.38,40.6,80.8,0.5,22.7,29.2,0.78,13.3,31.2,44.5,26.9,8.2,7.1,15.1,22.6,112.1
1992,25,POR,82,19880,42.4,89.7,0.47,4.0,11.5,0.34,38.4,78.2,0.49,22.7,30.0,0.75,15.8,31.1,46.9,25.2,9.2,5.0,16.2,24.2,111.4
1992,5,CHI,82,19830,46.7,91.9,0.51,1.8,5.8,0.3,44.9,86.1,0.52,20.3,27.3,0.74,15.0,31.3,46.3,29.2,8.6,6.2,13.9,21.7,115.5
1992,4,CHO,82,19805,43.1,90.2,0.48,1.4,4.4,0.32,41.7,85.8,0.49,19.5,25.8,0.76,13.9,28.2,42.1,27.2,9.8,3.7,15.2,21.7,107.1
1992,6,CLE,82,19805,43.7,89.6,0.49,3.2,9.0,0.36,40.5,80.6,0.5,23.2,28.8,0.8,13.3,31.3,44.5,28.8,7.9,7.9,13.7,19.9,113.9
1992,29,UTA,82,19880,42.7,86.8,0.49,2.0,5.8,0.34,40.7,81.0,0.5,24.8,31.5,0.79,13.9,32.2,46.0,27.7,9.0,5.7,16.0,22.1,112.2
1992,2,BOS,82,19780,44.9,91.2,0.49,1.4,4.5,0.31,43.5,86.6,0.5,19.6,24.3,0.81,13.9,32.7,46.6,26.2,8.1,6.1,14.8,21.4,110.8
1992,21,SEA,82,19855,42.8,90.3,0.47,2.6,8.2,0.32,40.2,82.1,0.49,22.5,28.7,0.78,16.2,28.6,44.9,23.8,9.8,5.7,16.8,24.7,110.7
1992,1,ALT,82,19905,43.0,92.1,0.47,2.6,8.3,0.31,40.4,83.9,0.48,18.7,25.6,0.73,15.9,30.8,46.7,26.2,9.8,3.9,15.5,21.8,107.3
1992,3,NJN,82,19780,43.0,93.9,0.46,2.8,8.3,0.33,40.2,85.6,0.47,18.2,24.9,0.73,18.7,29.6,48.3,24.0,9.1,7.6,17.2,22.7,107.0
1992,17,MIL,82,19880,42.0,91.2,0.46,4.7,12.7,0.37,37.3,78.5,0.48,20.2,26.6,0.76,16.4,27.5,43.8,25.5,10.9,4.0,17.1,24.1,108.8
1992,16,MIA,82,19830,40.3,87.5,0.46,3.2,9.3,0.34,37.2,78.2,0.48,22.8,28.9,0.79,14.7,29.3,44.0,21.7,8.3,4.6,17.1,22.5,106.7
1992,26,SAC,82,19830,40.7,87.4,0.47,2.9,8.2,0.35,37.8,79.2,0.48,19.6,26.3,0.75,12.8,28.6,41.4,23.8,8.8,7.5,16.5,21.4,103.9
1992,27,SAS,82,19780,42.6,89.4,0.48,1.5,5.1,0.29,41.1,84.3,0.49,20.8,28.3,0.74,15.5,32.2,47.7,25.4,9.2,7.7,16.5,22.7,107.5
1992,13,LAC,82,19830,42.0,88.7,0.47,1.8,6.3,0.29,40.2,82.4,0.49,20.1,27.9,0.72,14.2,30.0,44.2,25.7,10.3,6.2,15.9,23.5,105.8
1992,30,WAB,82,19855,41.6,90.3,0.46,1.8,6.6,0.27,39.8,83.7,0.48,18.8,24.2,0.78,13.2,29.0,42.2,24.9,8.8,5.2,15.5,22.9,103.9
1992,11,HOU,82,19880,41.5,87.5,0.48,4.2,12.2,0.34,37.4,75.3,0.5,18.9,25.6,0.74,13.6,30.9,44.5,26.1,8.3,7.2,17.5,22.5,106.2
1992,23,PHI,82,19755,41.3,87.6,0.47,2.9,8.8,0.33,38.4,78.8,0.49,22.8,29.4,0.78,13.7,29.9,43.6,22.7,9.0,6.2,16.0,20.5,108.3
1992,22,ORL,82,19705,40.0,88.2,0.45,2.4,7.6,0.32,37.6,80.7,0.47,21.0,28.2,0.75,14.5,28.9,43.5,22.3,8.0,4.6,17.3,24.6,103.5
1992,20,NYK,82,19855,43.1,90.3,0.48,2.6,8.0,0.32,40.5,82.3,0.49,19.5,26.6,0.73,15.4,32.4,47.8,27.7,8.2,5.0,16.2,24.8,108.3
1992,18,MIN,82,19805,42.9,93.6,0.46,1.6,5.0,0.32,41.3,88.6,0.47,17.6,23.7,0.74,14.9,27.6,42.5,25.8,7.9,6.7,14.7,23.8,105.0
1992,14,LAL,82,19830,41.7,91.3,0.46,1.6,5.8,0.27,40.1,85.5,0.47,22.8,29.8,0.77,15.1,28.7,43.9,23.6,9.9,5.2,14.3,20.2,107.7
1992,8,DEN,82,19780,40.2,90.9,0.44,1.6,5.1,0.3,38.6,85.7,0.45,18.8,25.4,0.74,16.6,29.0,45.6,19.1,9.5,5.7,17.8,24.4,100.7
1992,9,DET,82,19780,42.3,91.0,0.46,2.2,7.0,0.31,40.1,84.0,0.48,20.7,27.9,0.74,16.0,32.1,48.1,25.2,7.2,4.7,16.1,21.8,107.5
1992,7,DAL,82,19755,40.2,91.4,0.44,3.4,10.3,0.34,36.7,81.2,0.45,19.3,25.7,0.75,15.4,31.4,46.8,21.0,6.9,4.5,15.5,24.0,103.0
