TEAM,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
PHO,82,19955,43.0,90.0,0.48,10.5,26.3,0.4,32.5,63.6,0.51,14.9,18.5,0.81,9.8,33.3,43.0,27.3,6.9,5.2,13.7,21.1,111.5
SEA,82,19830,40.6,88.6,0.46,8.0,21.5,0.37,32.6,67.1,0.49,21.8,27.8,0.78,13.4,29.5,42.9,22.4,8.2,4.0,16.0,25.5,111.1
WAS,82,19830,39.0,87.3,0.45,6.5,18.3,0.36,32.5,69.0,0.47,24.8,32.7,0.76,13.6,30.7,44.3,20.0,8.6,4.4,15.0,24.3,109.3
TOR,82,19955,39.8,87.7,0.45,8.0,21.4,0.38,31.8,66.3,0.48,21.8,27.6,0.79,11.4,30.3,41.7,21.0,7.0,3.6,14.1,26.0,109.5
DEN,82,19930,39.5,85.5,0.46,4.5,13.8,0.32,35.0,71.7,0.49,22.1,29.6,0.74,11.6,31.9,43.4,24.6,8.9,5.9,15.6,23.9,105.5
MIA,82,19755,40.3,84.3,0.48,6.6,19.1,0.34,33.7,65.2,0.52,21.4,30.6,0.7,11.4,35.5,46.9,22.4,6.9,5.9,15.7,24.8,108.7
LAL,82,19855,39.8,87.9,0.45,7.3,21.0,0.35,32.4,66.8,0.49,21.5,28.9,0.74,12.9,33.1,46.0,23.1,8.4,4.7,15.2,25.2,108.4
PHI,82,19905,39.0,85.2,0.46,4.9,13.4,0.36,34.2,71.7,0.48,23.0,30.3,0.76,11.4,31.5,42.9,21.5,8.5,5.3,15.1,22.3,106.0
DAL,82,19880,40.6,87.7,0.46,5.7,15.3,0.37,34.8,72.4,0.48,25.0,31.9,0.78,14.2,33.4,47.6,20.3,8.2,6.7,15.3,25.2,111.8
SAC,82,19830,38.9,85.6,0.45,6.5,18.5,0.35,32.4,67.0,0.48,22.4,28.6,0.78,11.2,32.6,43.8,24.0,8.0,3.9,15.8,22.0,106.7
GSW,82,19830,38.1,88.0,0.43,8.1,23.8,0.34,30.0,64.3,0.47,20.4,28.4,0.72,12.7,32.2,45.0,22.0,7.8,4.6,15.0,25.2,104.8
BOS,82,19880,38.6,82.8,0.47,6.1,16.9,0.36,32.5,65.9,0.49,21.8,28.9,0.76,10.6,31.9,42.5,22.5,7.6,5.5,17.8,26.6,105.2
MIL,82,19855,39.4,87.0,0.45,6.7,17.7,0.38,32.7,69.3,0.47,20.7,28.0,0.74,12.3,32.4,44.7,23.4,7.9,3.6,15.9,25.2,106.3
CHI,82,19905,39.0,87.4,0.45,7.3,19.2,0.38,31.7,68.2,0.46,18.8,25.5,0.74,11.8,33.8,45.5,23.4,6.6,4.5,15.9,26.4,104.0
CLE,82,19830,39.2,86.4,0.45,6.7,19.7,0.34,32.5,66.7,0.49,22.8,31.2,0.73,12.9,33.8,46.8,21.0,7.6,5.3,15.3,23.4,107.8
ALT,82,19880,39.3,86.7,0.45,5.7,15.4,0.37,33.7,71.3,0.47,22.1,29.5,0.75,14.3,29.8,44.1,21.7,7.8,5.3,17.1,27.4,106.4
LAC,82,19805,39.5,85.1,0.46,3.8,11.1,0.34,35.7,74.0,0.48,22.4,28.3,0.79,10.9,35.7,46.7,22.6,7.1,6.6,15.7,24.7,105.3
CHA,82,19905,38.2,88.3,0.43,5.5,16.3,0.34,32.7,72.0,0.45,20.6,28.2,0.73,12.8,29.3,42.1,22.2,10.6,4.6,15.1,25.3,102.5
DET,82,19830,41.6,91.5,0.46,7.8,20.2,0.38,33.8,71.2,0.48,19.8,27.2,0.73,13.6,32.7,46.3,27.5,8.1,6.8,13.0,21.1,110.8
NYK,82,19930,37.4,82.3,0.46,4.2,11.7,0.36,33.2,70.6,0.47,24.9,34.3,0.73,13.7,31.3,45.0,19.5,7.4,3.6,19.2,28.6,104.0
SAS,82,19805,41.0,86.8,0.47,7.2,18.6,0.38,33.8,68.2,0.5,18.2,25.9,0.7,11.7,34.9,46.5,23.5,7.4,6.4,15.4,23.5,107.3
ORL,82,19905,39.7,84.2,0.47,4.1,10.9,0.38,35.7,73.3,0.49,22.7,31.1,0.73,12.2,32.8,45.0,20.4,7.3,4.9,16.9,26.1,106.3
IND,82,19730,37.8,85.1,0.44,7.3,20.8,0.35,30.5,64.3,0.48,21.6,29.3,0.74,12.2,34.7,46.9,22.1,8.1,5.5,17.0,24.7,104.5
NJN,82,19780,37.5,85.3,0.44,6.4,19.5,0.33,31.1,65.8,0.47,22.4,29.5,0.76,11.1,34.3,45.4,25.4,7.5,3.8,15.1,25.7,103.9
NOK,82,19805,38.6,87.6,0.44,4.1,12.1,0.34,34.5,75.5,0.46,22.5,29.6,0.76,12.5,32.4,44.9,20.7,8.3,4.2,14.9,24.3,103.7
UTA,82,19880,37.7,85.3,0.44,4.3,12.7,0.34,33.4,72.6,0.46,24.4,33.9,0.72,14.7,32.7,47.4,24.4,7.2,6.8,17.7,27.9,104.1
MEM,82,19855,38.5,85.8,0.45,8.3,22.1,0.37,30.2,63.7,0.47,20.7,29.1,0.71,11.7,33.3,45.0,22.2,8.4,6.2,15.9,24.6,105.9
MIN,82,19855,39.3,86.3,0.46,4.2,12.8,0.33,35.1,73.5,0.48,19.6,25.8,0.76,11.0,33.0,44.0,23.4,7.6,6.4,16.2,25.7,102.4
HOU,82,19830,37.2,86.0,0.43,6.4,19.4,0.33,30.8,66.5,0.46,20.6,27.2,0.76,11.7,35.3,46.9,21.7,8.1,4.4,16.4,25.6,101.6
POR,82,19730,38.7,87.0,0.44,5.1,14.5,0.35,33.7,72.5,0.46,18.6,27.0,0.69,12.3,30.6,42.9,20.7,7.3,6.0,16.7,25.4,101.1
