PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Dwight Howard,25,6,6,43.0,8.5,13.5,0.63,0.0,0.2,0.0,8.5,13.3,0.638,0.63,10.0,14.7,0.682,4.5,11.0,15.5,0.5,0.7,1.8,5.5,4.2,27.0
Jameer Nelson,28,6,6,36.0,5.2,13.7,0.37799999999999995,1.0,4.3,0.231,4.2,9.3,0.446,0.415,1.8,2.3,0.7859999999999999,1.2,3.0,4.2,5.0,2.0,0.0,1.3,2.3,13.2
Hedo Türkoğlu,31,6,6,34.8,3.3,11.3,0.294,1.2,5.0,0.233,2.2,6.3,0.342,0.34600000000000003,1.3,2.3,0.5710000000000001,0.2,3.0,3.2,3.7,1.3,0.2,1.2,3.0,9.2
Jason Richardson,30,5,5,30.6,3.4,10.2,0.33299999999999996,1.6,5.0,0.32,1.8,5.2,0.34600000000000003,0.41200000000000003,1.6,1.6,1.0,1.0,3.0,4.0,1.2,0.6,0.4,0.6,3.2,10.0
Ryan Anderson,22,6,0,24.5,1.3,5.0,0.267,1.0,3.3,0.3,0.3,1.7,0.2,0.36700000000000005,1.0,1.0,1.0,1.7,2.8,4.5,0.5,0.8,0.2,0.2,2.7,4.7
Brandon Bass,25,6,6,23.2,2.7,6.3,0.42100000000000004,0.0,0.0,,2.7,6.3,0.42100000000000004,0.42100000000000004,2.0,2.2,0.9229999999999999,2.0,2.2,4.2,0.3,0.5,0.8,1.2,1.2,7.3
J.J. Redick,26,6,0,20.0,2.5,7.0,0.35700000000000004,0.2,2.5,0.067,2.3,4.5,0.519,0.369,1.5,2.0,0.75,0.0,1.8,1.8,1.0,0.2,0.2,1.2,1.3,6.7
Quentin Richardson,30,6,1,16.3,1.3,2.5,0.5329999999999999,0.8,1.7,0.5,0.5,0.8,0.6,0.7,0.3,0.3,1.0,0.5,2.0,2.5,0.3,0.2,0.2,0.3,1.5,3.8
Gilbert Arenas,29,5,0,16.2,3.6,8.4,0.429,0.6,2.4,0.25,3.0,6.0,0.5,0.46399999999999997,0.8,1.2,0.667,0.8,2.0,2.8,2.4,0.2,0.2,1.2,2.8,8.6
Malik Allen,32,1,0,7.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,2.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
Earl Clark,23,1,0,6.0,1.0,3.0,0.33299999999999996,0.0,0.0,,1.0,3.0,0.33299999999999996,0.33299999999999996,0.0,0.0,,2.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,2.0
Chris Duhon,28,1,0,4.0,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.75,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
