PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Danny Granger,27,5,5,36.6,8.6,18.0,0.478,1.6,4.6,0.348,7.0,13.4,0.522,0.522,2.8,3.2,0.875,1.2,4.4,5.6,3.2,1.2,0.2,1.4,2.4,21.6
Tyler Hansbrough,25,5,5,32.8,4.0,12.0,0.33299999999999996,0.0,0.0,,4.0,12.0,0.33299999999999996,0.33299999999999996,3.2,3.6,0.889,2.6,2.8,5.4,1.0,1.2,0.0,1.8,2.6,11.2
Darren Collison,23,5,5,29.2,3.6,9.2,0.391,0.8,1.2,0.667,2.8,8.0,0.35,0.435,1.4,2.2,0.636,0.8,1.8,2.6,4.0,1.0,0.4,1.8,1.4,9.4
Paul George,20,5,5,26.6,2.0,6.6,0.303,0.6,2.6,0.231,1.4,4.0,0.35,0.348,1.4,1.6,0.875,1.0,4.0,5.0,1.0,1.4,2.0,1.4,2.2,6.0
Roy Hibbert,24,5,5,26.4,4.0,9.0,0.444,0.0,0.0,,4.0,9.0,0.444,0.444,2.4,3.4,0.706,3.0,3.8,6.8,0.6,0.4,1.8,2.6,4.2,10.4
Jeff Foster,34,5,0,18.6,1.4,2.4,0.583,0.0,0.0,,1.4,2.4,0.583,0.583,0.6,1.6,0.375,2.0,2.8,4.8,0.8,0.4,0.8,1.0,2.8,3.4
Dahntay Jones,30,3,0,16.7,3.0,6.7,0.45,0.0,1.0,0.0,3.0,5.7,0.529,0.45,2.7,3.0,0.889,0.7,0.0,0.7,0.7,0.3,0.0,1.0,2.3,8.7
A.J. Price,24,5,0,16.0,2.6,7.0,0.371,1.4,3.2,0.43799999999999994,1.2,3.8,0.316,0.47100000000000003,1.8,2.0,0.9,0.4,1.0,1.4,1.2,0.6,0.0,1.4,1.0,8.4
Josh McRoberts,23,5,0,15.8,1.6,4.8,0.33299999999999996,0.0,0.2,0.0,1.6,4.6,0.348,0.33299999999999996,1.8,2.2,0.818,1.6,2.0,3.6,1.2,0.8,0.2,1.0,3.4,5.0
Mike Dunleavy,30,5,0,14.4,1.4,4.0,0.35,0.6,2.0,0.3,0.8,2.0,0.4,0.425,1.6,2.4,0.667,0.0,1.2,1.2,1.6,0.8,0.0,0.2,0.6,5.0
Brandon Rush,25,5,0,11.0,1.2,2.6,0.462,0.6,0.8,0.75,0.6,1.8,0.33299999999999996,0.5770000000000001,0.2,0.4,0.5,0.0,1.4,1.4,0.6,0.2,0.2,0.2,1.0,3.2
T.J. Ford,27,2,0,7.0,1.5,1.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.167,0.0,0.0,,0.0,0.5,0.5,1.0,0.0,0.0,1.0,0.0,3.5
