PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Tony Parker,28,6,6,36.8,7.2,15.5,0.462,0.2,1.3,0.125,7.0,14.2,0.494,0.46799999999999997,5.2,6.8,0.7559999999999999,0.2,2.5,2.7,5.2,1.3,0.3,3.3,1.7,19.7
Tim Duncan,34,6,6,35.3,5.5,11.5,0.478,0.0,0.0,,5.5,11.5,0.478,0.478,1.7,2.7,0.625,2.7,7.8,10.5,2.7,0.5,2.5,3.0,2.8,12.7
Manu Ginóbili,33,5,5,34.8,6.2,14.0,0.44299999999999995,1.8,5.6,0.321,4.4,8.4,0.524,0.507,6.4,8.2,0.78,0.4,3.6,4.0,4.2,2.6,0.6,3.4,2.6,20.6
George Hill,24,6,1,31.5,3.3,8.3,0.4,0.7,2.5,0.267,2.7,5.8,0.457,0.44,4.3,5.0,0.867,0.8,4.2,5.0,2.3,1.5,0.3,1.3,2.5,11.7
Richard Jefferson,30,6,6,29.3,2.0,5.2,0.387,1.0,2.8,0.353,1.0,2.3,0.429,0.484,1.5,1.8,0.818,0.3,3.8,4.2,0.8,0.5,0.5,1.0,2.2,6.5
Antonio McDyess,36,6,6,24.2,2.5,6.0,0.41700000000000004,0.0,0.0,,2.5,6.0,0.41700000000000004,0.41700000000000004,0.7,1.2,0.5710000000000001,1.7,3.3,5.0,1.3,0.3,0.8,1.2,3.5,5.7
Matt Bonner,30,6,0,20.5,2.0,4.2,0.48,1.0,3.0,0.33299999999999996,1.0,1.2,0.857,0.6,1.3,1.7,0.8,1.2,2.0,3.2,0.3,0.2,0.2,0.2,3.0,6.3
Gary Neal,26,6,0,18.5,2.8,7.7,0.37,0.8,3.2,0.263,2.0,4.5,0.444,0.424,1.2,1.2,1.0,0.3,2.7,3.0,0.8,0.2,0.2,0.3,1.8,7.7
Tiago Splitter,26,3,0,16.7,3.3,5.3,0.625,0.0,0.0,,3.3,5.3,0.625,0.625,0.0,1.0,0.0,2.3,2.3,4.7,0.3,1.0,0.3,0.7,1.3,6.7
DeJuan Blair,21,4,0,12.5,1.8,5.3,0.33299999999999996,0.0,0.0,,1.8,5.3,0.33299999999999996,0.33299999999999996,0.8,1.3,0.6,2.3,1.0,3.3,0.5,0.0,0.3,0.5,1.5,4.3
Steve Novak,27,1,0,6.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Green,23,4,0,1.8,0.5,1.5,0.33299999999999996,0.3,1.0,0.25,0.3,0.5,0.5,0.41700000000000004,0.0,0.0,,0.0,0.3,0.3,0.5,0.3,0.3,0.3,0.3,1.3
