PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Marc Gasol,26,13,13,39.9,5.5,10.8,0.511,0.0,0.2,0.0,5.5,10.7,0.518,0.511,3.9,5.6,0.6990000000000001,3.2,8.1,11.2,2.2,1.1,2.2,2.0,3.4,15.0
Zach Randolph,29,13,13,39.6,7.7,17.2,0.446,0.2,0.6,0.25,7.5,16.6,0.45399999999999996,0.451,6.7,8.2,0.821,3.3,7.5,10.8,2.4,1.1,0.8,2.1,3.5,22.2
Mike Conley,23,13,13,39.0,5.5,14.1,0.38799999999999996,0.8,2.8,0.297,4.6,11.2,0.41100000000000003,0.418,3.4,4.1,0.83,0.5,3.3,3.8,6.4,1.1,0.2,2.3,3.0,15.2
O.J. Mayo,23,13,2,27.8,4.0,10.3,0.38799999999999996,1.5,3.8,0.408,2.5,6.5,0.376,0.46299999999999997,1.8,2.2,0.7929999999999999,0.8,2.4,3.2,2.4,0.8,0.3,1.3,3.2,11.3
Tony Allen,29,13,13,26.9,3.3,7.8,0.426,0.1,0.5,0.14300000000000002,3.2,7.2,0.447,0.431,2.1,3.2,0.659,1.2,1.8,2.9,1.5,1.9,0.4,1.8,3.3,8.8
Shane Battier,32,13,0,26.1,2.2,5.1,0.439,0.6,2.2,0.276,1.6,2.8,0.568,0.5,0.5,0.7,0.667,1.3,2.7,4.0,1.2,0.5,0.5,0.5,2.1,5.5
Sam Young,25,13,11,19.7,3.3,7.4,0.44799999999999995,0.2,0.9,0.25,3.1,6.5,0.47600000000000003,0.46399999999999997,0.7,1.2,0.6,0.5,1.8,2.3,0.2,0.5,0.2,0.6,1.4,7.5
Darrell Arthur,22,13,0,15.5,3.0,6.5,0.45899999999999996,0.1,0.1,1.0,2.9,6.5,0.452,0.465,1.0,1.3,0.765,1.1,1.2,2.2,0.5,0.5,0.9,0.9,2.3,7.1
Greivis Vásquez,24,13,0,10.9,1.6,3.2,0.512,0.3,0.8,0.364,1.3,2.3,0.5670000000000001,0.561,0.8,1.0,0.769,0.2,1.2,1.5,1.9,0.4,0.2,0.7,0.8,4.3
Leon Powe,27,4,0,3.5,0.5,2.0,0.25,0.0,0.0,,0.5,2.0,0.25,0.25,0.8,1.0,0.75,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.8
Hamed Haddadi,25,9,0,3.4,0.3,1.1,0.3,0.0,0.1,0.0,0.3,1.0,0.33299999999999996,0.3,0.6,0.7,0.833,0.3,0.6,0.9,0.0,0.0,0.6,0.2,0.8,1.2
Ish Smith,22,5,0,2.0,0.4,0.6,0.667,0.0,0.0,,0.4,0.6,0.667,0.667,0.0,0.0,,0.0,0.4,0.4,0.4,0.2,0.0,0.2,0.2,0.8
