Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2006,15,3027,MEM,Memphis Grizzlies,23.0,NBA,PF,68.0,2.0,724.0,7.8,17.5,0.44,0.0,0.0,,7.8,17.5,0.44,5.8,8.8,0.66,3.3,7.8,11.1,2.3,1.1,1.6,4.3,8.7,21.4,,94.0,102.0
2007,15,3027,MEM,Memphis Grizzlies,24.0,NBA,PF,82.0,43.0,2152.0,8.9,17.0,0.52,0.0,0.2,0.0,8.9,16.8,0.53,7.1,9.2,0.77,3.1,6.9,10.0,1.8,1.0,0.7,3.8,5.5,24.9,,109.0,113.0
2008,15,3027,MEM,Memphis Grizzlies,25.0,NBA,PF,75.0,30.0,1754.0,9.4,18.7,0.5,0.4,1.4,0.27,9.0,17.4,0.52,5.3,7.5,0.7,3.5,6.7,10.2,1.5,1.0,0.8,2.4,4.5,24.5,,110.0,112.0
2009,15,3027,MEM,Memphis Grizzlies,26.0,NBA,PF,82.0,7.0,2029.0,8.9,18.2,0.49,0.1,0.6,0.22,8.8,17.6,0.5,7.0,9.8,0.71,3.4,7.3,10.7,1.7,1.3,1.0,2.6,4.5,25.0,,111.0,110.0
2010,31,3027,TOT,Total After Trade,27.0,NBA,PF,76.0,6.0,1557.0,8.9,18.4,0.48,0.0,0.2,0.14,8.8,18.2,0.49,6.8,9.2,0.74,4.2,6.3,10.5,1.7,0.8,0.6,2.7,4.2,24.5,,110.0,106.0
2010,17,3027,MIL,Milwaukee Bucks,27.0,NBA,PF,48.0,6.0,1024.0,9.3,19.3,0.48,0.1,0.3,0.17,9.3,19.0,0.49,6.4,8.8,0.73,4.4,6.4,10.8,1.8,0.9,0.5,2.9,4.2,25.1,,108.0,105.0
2010,5,3027,CHI,Charlotte Bobcats,27.0,NBA,PF,28.0,0.0,533.0,8.0,16.6,0.48,0.0,0.1,0.0,8.0,16.5,0.48,7.4,9.9,0.76,3.9,6.0,9.9,1.6,0.7,0.8,2.2,4.2,23.5,,114.0,108.0
2011,24,3027,PHO,Phoenix Suns,28.0,NBA,PF,80.0,6.0,1416.0,8.2,16.0,0.51,0.0,0.4,0.09,8.2,15.6,0.52,7.6,10.6,0.72,3.2,7.5,10.6,2.5,1.1,0.3,2.8,3.6,24.0,,113.0,111.0
2012,24,3027,PHO,Phoenix Suns,29.0,NBA,PF,35.0,0.0,503.0,7.6,18.5,0.41,0.1,1.0,0.1,7.5,17.5,0.43,7.8,10.2,0.77,3.2,6.3,9.5,3.1,0.8,0.3,3.7,3.6,23.2,,100.0,109.0
2013,31,3027,TOT,Total After Trade,30.0,NBA,PF,28.0,14.0,489.0,7.2,17.7,0.41,0.0,0.3,0.0,7.2,17.4,0.41,6.4,9.4,0.68,2.3,7.3,9.6,2.7,1.4,0.6,3.1,4.0,20.8,,95.0,112.0
2013,19,3027,NOH,New Orleans Hornets,30.0,NBA,PF,1.0,0.0,7.0,7.7,15.5,0.5,0.0,0.0,,7.7,15.5,0.5,15.5,15.5,1.0,0.0,0.0,0.0,0.0,7.7,0.0,0.0,0.0,31.0,,154.0,102.0
2013,4,3027,CHA,Charlotte Bobcats,30.0,NBA,PF,27.0,14.0,482.0,7.2,17.7,0.4,0.0,0.3,0.0,7.2,17.4,0.41,6.3,9.4,0.67,2.3,7.4,9.7,2.7,1.3,0.7,3.2,4.0,20.7,,94.0,112.0
