Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2003,9,2372,DET,Detroit Pistons,Tayshaun Prince,1980-02-28,22.0,NBA,SF,42.0,435.0,11.7,0.55,0.4,0.14,1.3,11.1,6.1,9.9,1.3,2.4,14.3,16.2,0.2,0.6,0.8,0.08,-0.6,0.5,0.0,0.2
2004,9,2372,DET,Detroit Pistons,Tayshaun Prince,1980-02-28,23.0,NBA,SF,82.0,2701.0,13.3,0.54,0.22,0.2,4.0,12.5,8.4,12.4,1.3,1.9,13.2,15.6,3.0,4.6,7.5,0.13,0.4,1.4,1.8,2.6
2005,9,2372,DET,Detroit Pistons,Tayshaun Prince,1980-02-28,24.0,NBA,SF,82.0,3039.0,16.2,0.56,0.14,0.28,5.2,11.5,8.4,14.5,1.0,1.8,11.1,18.8,5.4,4.0,9.4,0.15,1.4,0.7,2.1,3.1
2006,9,2372,DET,Detroit Pistons,Tayshaun Prince,1980-02-28,25.0,NBA,SF,82.0,2898.0,14.8,0.52,0.18,0.24,4.2,10.0,7.1,10.8,1.2,1.0,7.6,19.6,4.0,3.0,7.0,0.12,0.5,-0.2,0.3,1.7
2007,9,2372,DET,Detroit Pistons,Tayshaun Prince,1980-02-28,26.0,NBA,SF,82.0,3001.0,16.0,0.53,0.21,0.22,5.7,11.3,8.5,12.9,0.9,1.4,8.2,18.9,5.1,2.9,8.0,0.13,2.1,-0.4,1.8,2.9
2008,9,2372,DET,Detroit Pistons,Tayshaun Prince,1980-02-28,27.0,NBA,SF,82.0,2694.0,15.6,0.52,0.16,0.26,4.8,12.9,8.8,16.5,0.9,1.0,8.0,19.9,4.3,3.2,7.5,0.13,1.7,-0.1,1.6,2.5
2009,9,2372,DET,Detroit Pistons,Tayshaun Prince,1980-02-28,28.0,NBA,SF,82.0,3057.0,15.0,0.52,0.14,0.24,4.9,13.7,9.2,13.8,0.8,1.3,8.2,19.2,3.7,2.5,6.2,0.1,1.4,-0.2,1.2,2.5
2010,9,2372,DET,Detroit Pistons,Tayshaun Prince,1980-02-28,29.0,NBA,SF,49.0,1664.0,16.0,0.53,0.13,0.17,4.9,13.8,9.0,16.9,1.1,1.1,8.8,18.9,2.6,0.6,3.2,0.09,1.8,-1.0,0.8,1.2
2011,9,2372,DET,Detroit Pistons,Tayshaun Prince,1980-02-28,30.0,NBA,SF,78.0,2562.0,15.1,0.51,0.1,0.17,3.6,12.6,7.9,14.4,0.6,1.3,7.1,21.0,2.9,0.4,3.3,0.06,1.0,-1.8,-0.8,0.7
2012,9,2372,DET,Detroit Pistons,Tayshaun Prince,1980-02-28,31.0,NBA,SF,63.0,2087.0,12.8,0.47,0.13,0.14,4.0,12.4,8.0,13.2,0.7,1.2,8.0,20.4,1.2,0.9,2.1,0.05,0.0,-1.5,-1.5,0.3
2013,31,2372,TOT,Total After Trade,Tayshaun Prince,1980-02-28,32.0,NBA,SF,82.0,2631.0,11.5,0.49,0.12,0.16,3.1,13.2,8.1,12.1,1.0,0.8,9.2,16.8,1.5,2.1,3.6,0.06,-0.9,-0.2,-1.2,0.5
2013,9,2372,DET,Detroit Pistons,Tayshaun Prince,1980-02-28,32.0,NBA,SF,45.0,1457.0,12.5,0.5,0.11,0.19,3.3,13.4,8.3,12.6,0.8,0.7,9.3,18.1,1.2,0.6,1.7,0.06,-0.4,-1.0,-1.4,0.2
2013,15,2372,MEM,Memphis Grizzlies,Tayshaun Prince,1980-02-28,32.0,NBA,SF,37.0,1174.0,10.2,0.46,0.12,0.11,2.9,12.9,7.8,11.6,1.2,0.8,9.0,15.2,0.3,1.6,1.8,0.08,-1.6,0.7,-0.9,0.3
2014,15,2372,MEM,Memphis Grizzlies,Tayshaun Prince,1980-02-28,33.0,NBA,SF,76.0,1948.0,8.2,0.44,0.14,0.12,1.9,12.3,7.1,8.9,1.1,0.8,7.3,13.3,-0.2,1.8,1.5,0.04,-2.7,0.2,-2.5,-0.2
2015,31,2372,TOT,Total After Trade,Tayshaun Prince,1980-02-28,34.0,NBA,SF,58.0,1397.0,12.0,0.5,0.17,0.16,4.1,12.8,8.3,10.3,1.1,0.9,7.5,15.0,1.3,1.2,2.5,0.09,-0.4,-0.2,-0.6,0.5
2015,15,2372,MEM,Memphis Grizzlies,Tayshaun Prince,1980-02-28,34.0,NBA,SF,26.0,628.0,10.6,0.48,0.18,0.16,3.8,11.2,7.5,8.9,0.7,0.8,7.1,15.4,0.4,0.6,1.0,0.07,-0.9,-0.8,-1.6,0.1
2015,2,2372,BOS,Boston Celtics,Tayshaun Prince,1980-02-28,34.0,NBA,SF,9.0,198.0,16.9,0.62,0.14,0.1,3.3,13.5,8.3,14.3,1.3,0.8,6.1,14.5,0.5,0.2,0.7,0.16,2.6,1.4,4.0,0.3
2015,9,2372,DET,Detroit Pistons,Tayshaun Prince,1980-02-28,34.0,NBA,SF,23.0,571.0,11.8,0.49,0.16,0.18,4.6,14.3,9.2,10.3,1.4,1.1,8.5,14.7,0.4,0.4,0.9,0.07,-1.0,-0.1,-1.2,0.1
2016,18,2372,MIN,Minnesota Timberwolves,Tayshaun Prince,1980-02-28,35.0,NBA,SF,77.0,1462.0,6.3,0.47,0.1,0.08,2.6,9.0,5.8,7.0,1.2,0.7,10.2,8.1,0.1,0.3,0.4,0.01,-2.9,-0.1,-3.0,-0.4
