Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1999,26,3054,SAC,Sacramento Kings,Chris Webber,25,42,42,40.9,9.0,18.5,0.49,0.1,0.8,0.12,8.9,17.7,0.5,0.49,1.9,4.1,0.45,3.5,9.4,13.0,4.1,1.4,2.1,3.5,3.5,20.0
1999,26,3144,SAC,Sacramento Kings,Jason Williams,23,50,50,36.1,4.6,12.3,0.37,2.0,6.5,0.31,2.6,5.9,0.45,0.46,1.6,2.1,0.75,0.3,2.8,3.1,6.0,1.9,0.0,2.9,1.8,12.8
1999,26,753,SAC,Sacramento Kings,Vlade Divac,30,50,50,35.2,5.2,11.1,0.47,0.2,0.9,0.26,5.0,10.3,0.49,0.48,3.6,5.1,0.7,2.8,7.2,10.0,4.3,0.9,1.0,2.6,3.3,14.3
1999,26,3186,SAC,Sacramento Kings,Corliss Williamson,25,50,50,27.5,5.4,11.1,0.48,0.0,0.1,0.2,5.4,11.0,0.49,0.49,2.4,3.8,0.64,1.7,2.4,4.1,1.3,0.6,0.2,1.5,2.4,13.2
1999,26,4,SAC,Sacramento Kings,Tariq Abdul-Wahad,24,49,49,24.6,3.6,8.3,0.44,0.1,0.4,0.29,3.5,7.9,0.44,0.44,1.9,2.8,0.69,1.5,2.3,3.8,1.0,1.0,0.3,1.4,2.5,9.3
1999,26,1879,SAC,Sacramento Kings,Vernon Maxwell,33,46,1,21.9,3.6,9.2,0.39,1.7,5.0,0.35,1.8,4.1,0.44,0.48,1.8,2.5,0.74,0.3,1.6,1.8,1.7,0.7,0.1,1.5,2.4,10.7
1999,26,2761,SAC,Sacramento Kings,Peja Stojakovic,21,48,1,21.4,2.9,7.8,0.38,1.2,3.7,0.32,1.8,4.1,0.43,0.45,1.3,1.5,0.85,0.9,2.1,3.0,1.5,0.9,0.1,1.1,0.9,8.4
1999,26,972,SAC,Sacramento Kings,Lawrence Funderburke,28,47,2,19.9,3.6,6.4,0.56,0.0,0.1,0.2,3.5,6.3,0.56,0.56,1.8,2.6,0.71,2.1,2.6,4.7,0.6,0.5,0.5,1.1,1.6,8.9
1999,26,176,SAC,Sacramento Kings,Jon Barry,29,43,0,17.1,1.4,3.2,0.43,0.6,1.8,0.3,0.8,1.4,0.59,0.51,1.7,2.0,0.84,0.6,1.7,2.2,2.6,1.2,0.1,1.1,1.4,5.0
1999,26,2327,SAC,Sacramento Kings,Scot Pollard,23,16,5,16.2,2.1,3.8,0.54,0.0,0.0,,2.1,3.8,0.54,0.54,1.0,1.4,0.7,2.4,2.8,5.1,0.3,0.5,1.1,0.3,2.6,5.1
1999,26,2205,SAC,Sacramento Kings,Kevin Ollie,26,7,0,9.7,0.6,1.9,0.31,0.0,0.0,,0.6,1.9,0.31,0.31,0.6,0.7,0.8,0.0,0.9,0.9,0.4,0.4,0.1,0.4,1.1,1.7
1999,26,1995,SAC,Sacramento Kings,Oliver Miller,28,4,0,8.8,1.3,2.8,0.46,0.0,0.0,,1.3,2.8,0.46,0.46,0.0,0.0,,1.8,0.3,2.0,0.0,0.0,0.5,1.0,0.8,2.5
1999,26,1230,SAC,Sacramento Kings,Michael Hawkins,26,24,0,8.5,0.6,1.7,0.35,0.2,0.8,0.26,0.4,0.9,0.43,0.41,0.1,0.1,1.0,0.4,0.6,1.0,1.1,0.1,0.0,0.5,0.6,1.5
1999,26,718,SAC,Sacramento Kings,Terry Dehere,27,4,0,5.0,1.0,2.8,0.36,0.3,1.3,0.2,0.8,1.5,0.5,0.41,0.0,0.0,,0.5,0.0,0.5,0.3,0.5,0.0,0.5,0.5,2.3
1999,26,1426,SAC,Sacramento Kings,Jerome James,23,16,0,2.6,0.6,1.5,0.38,0.0,0.0,,0.6,1.5,0.38,0.38,0.4,0.8,0.5,0.4,0.7,1.1,0.1,0.1,0.4,0.6,0.7,1.5
1999,26,61,SAC,Sacramento Kings,Peter Aluma,25,2,0,2.5,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.0,0.0,,0.5,0.5,1.0,0.0,0.5,0.5,1.0,2.0,1.0
