Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1999,16,MIA,Miami Heat,Alonzo Mourning,28,46,46,38.1,7.0,13.8,0.51,0.0,0.0,0.0,7.0,13.7,0.51,0.51,6.0,9.2,0.65,3.6,7.4,11.0,1.6,0.7,3.9,3.0,3.5,20.1
1999,16,MIA,Miami Heat,Tim Hardaway,32,48,48,36.9,6.3,15.7,0.4,2.3,6.5,0.36,3.9,9.2,0.43,0.48,2.5,3.1,0.81,0.3,2.9,3.2,7.3,1.2,0.1,2.7,2.1,17.4
1999,16,MIA,Miami Heat,Jamal Mashburn,26,24,23,35.6,5.6,12.4,0.45,0.5,1.3,0.43,5.0,11.1,0.45,0.47,3.1,4.3,0.72,1.0,5.1,6.1,3.1,0.8,0.1,2.5,2.4,14.8
1999,16,MIA,Miami Heat,Dan Majerle,33,48,48,33.8,2.5,6.2,0.4,1.4,4.2,0.34,1.0,2.0,0.53,0.51,0.7,1.0,0.72,0.4,3.9,4.3,3.1,0.8,0.1,1.1,2.1,7.0
1999,16,MIA,Miami Heat,P.J. Brown,29,50,50,32.2,4.6,9.5,0.48,0.0,0.0,,4.6,9.5,0.48,0.48,2.3,2.9,0.77,2.3,4.6,6.9,1.3,0.9,1.0,1.4,3.3,11.4
1999,16,MIA,Miami Heat,Terry Mills,31,1,0,29.0,3.0,8.0,0.38,2.0,4.0,0.5,1.0,4.0,0.25,0.5,1.0,2.0,0.5,3.0,1.0,4.0,0.0,1.0,0.0,3.0,3.0,9.0
1999,16,MIA,Miami Heat,Terry Porter,35,50,1,27.3,3.4,7.4,0.46,1.2,2.8,0.41,2.3,4.6,0.5,0.54,2.5,3.0,0.83,0.3,2.5,2.8,2.9,1.0,0.2,1.5,1.9,10.5
1999,16,MIA,Miami Heat,Clarence Weatherspoon,28,49,3,21.2,2.9,5.4,0.53,0.0,0.0,,2.9,5.4,0.53,0.53,2.3,2.9,0.8,1.5,3.5,5.0,0.7,0.6,0.3,1.2,2.2,8.1
1999,16,MIA,Miami Heat,Voshon Lenard,25,12,2,15.8,2.6,6.6,0.39,1.0,2.9,0.34,1.6,3.7,0.43,0.47,0.7,0.9,0.73,0.3,1.0,1.3,0.8,0.3,0.1,0.6,1.5,6.8
1999,16,MIA,Miami Heat,Rex Walters,28,33,13,15.3,1.1,2.9,0.37,0.4,1.2,0.32,0.7,1.7,0.4,0.43,0.6,0.7,0.83,0.3,1.2,1.5,1.8,0.3,0.1,1.0,1.9,3.1
1999,16,MIA,Miami Heat,Keith Askins,31,33,13,12.6,0.6,1.9,0.32,0.2,0.9,0.28,0.4,1.0,0.36,0.39,0.2,0.2,0.62,0.3,1.0,1.3,0.3,0.5,0.1,0.4,1.8,1.6
1999,16,MIA,Miami Heat,Blue Edwards,33,24,0,11.8,1.3,3.0,0.44,0.2,0.4,0.4,1.2,2.6,0.45,0.47,0.4,0.5,0.69,0.3,1.1,1.4,1.3,0.7,0.2,0.9,1.0,3.2
1999,16,MIA,Miami Heat,Mark Strickland,28,32,1,11.2,1.6,3.2,0.5,0.0,0.0,0.0,1.6,3.1,0.5,0.5,0.6,0.8,0.73,0.8,1.6,2.4,0.3,0.2,0.3,0.4,0.9,3.7
1999,16,MIA,Miami Heat,Mark Davis,25,4,1,8.8,0.5,1.5,0.33,0.0,0.0,,0.5,1.5,0.33,0.33,1.3,1.5,0.83,0.5,1.3,1.8,0.3,0.3,0.0,1.8,3.0,2.3
1999,16,MIA,Miami Heat,Duane Causwell,30,19,1,7.2,1.1,1.8,0.57,0.0,0.0,,1.1,1.8,0.57,0.57,0.2,0.6,0.33,0.7,1.1,1.8,0.1,0.0,0.6,0.9,1.7,2.3
1999,16,MIA,Miami Heat,Jamie Watson,26,3,0,6.0,0.3,0.7,0.5,0.0,0.0,,0.3,0.7,0.5,0.5,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.3,0.3,0.7
1999,16,MIA,Miami Heat,Marty Conlon,31,7,0,5.0,0.4,1.9,0.23,0.0,0.0,,0.4,1.9,0.23,0.23,0.3,0.3,1.0,0.1,0.6,0.7,0.1,0.0,0.1,0.4,0.9,1.1
