Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1999,6,CLE,Cleveland Cavaliers,Shawn Kemp,29,42,42,35.1,6.6,13.7,0.48,0.0,0.0,0.5,6.6,13.6,0.48,0.48,7.3,9.3,0.79,3.1,6.1,9.2,2.4,1.1,1.1,3.0,3.8,20.5
1999,6,CLE,Cleveland Cavaliers,Zydrunas Ilgauskas,23,5,5,34.2,5.8,11.4,0.51,0.0,0.0,,5.8,11.4,0.51,0.51,3.6,6.0,0.6,3.4,5.4,8.8,0.8,0.8,1.4,1.8,4.8,15.2
1999,6,CLE,Cleveland Cavaliers,Brevin Knight,23,39,38,30.4,3.4,8.1,0.42,0.0,0.1,0.0,3.4,7.9,0.43,0.42,2.7,3.6,0.74,0.4,2.9,3.4,7.7,1.8,0.2,2.7,2.9,9.6
1999,6,CLE,Cleveland Cavaliers,Cedric Henderson,23,50,48,30.3,3.8,9.1,0.42,0.0,0.2,0.17,3.7,8.8,0.42,0.42,1.5,1.8,0.81,0.9,3.0,3.9,2.3,1.2,0.5,1.9,2.7,9.1
1999,6,CLE,Cleveland Cavaliers,Wesley Person,27,45,42,29.8,4.4,9.7,0.45,1.7,4.4,0.38,2.7,5.3,0.52,0.54,0.7,1.2,0.6,0.4,2.7,3.2,1.8,0.8,0.4,0.9,1.2,11.2
1999,6,CLE,Cleveland Cavaliers,Vitaly Potapenko,23,17,12,27.5,3.2,7.4,0.44,0.0,0.1,0.0,3.2,7.4,0.44,0.44,1.9,2.9,0.67,1.4,4.2,5.5,0.9,0.6,0.9,1.6,3.1,8.4
1999,6,CLE,Cleveland Cavaliers,Derek Anderson,24,38,13,25.7,3.3,8.3,0.4,0.6,1.8,0.3,2.7,6.4,0.42,0.43,3.6,4.3,0.84,0.5,2.3,2.9,3.8,1.3,0.1,2.2,1.9,10.8
1999,6,CLE,Cleveland Cavaliers,Andrew DeClercq,25,33,31,25.6,3.3,6.6,0.5,0.0,0.0,,3.3,6.6,0.5,0.5,2.3,3.4,0.68,2.2,3.7,5.8,0.6,1.1,0.6,1.0,3.3,9.0
1999,6,CLE,Cleveland Cavaliers,Danny Ferry,32,50,10,21.2,2.8,5.9,0.48,0.8,1.9,0.39,2.1,4.0,0.52,0.54,0.6,0.7,0.88,0.3,1.7,2.0,1.1,0.5,0.2,0.8,2.3,7.0
1999,6,CLE,Cleveland Cavaliers,Johnny Newman,35,50,2,19.0,2.1,5.0,0.42,0.5,1.2,0.38,1.7,3.8,0.44,0.47,1.4,1.7,0.81,0.3,1.2,1.5,0.8,0.6,0.2,0.8,2.5,6.1
1999,6,CLE,Cleveland Cavaliers,Corie Blount,30,20,0,18.4,1.2,3.4,0.34,0.0,0.0,,1.2,3.4,0.34,0.34,1.1,2.1,0.52,1.7,3.6,5.3,0.5,0.9,0.6,0.8,2.4,3.4
1999,6,CLE,Cleveland Cavaliers,Bob Sura,25,50,6,16.8,1.4,4.2,0.33,0.2,0.9,0.2,1.2,3.3,0.37,0.36,1.3,2.1,0.63,0.4,1.6,2.0,3.0,0.9,0.3,1.3,2.0,4.3
1999,6,CLE,Cleveland Cavaliers,Mitchell Butler,28,31,1,13.5,2.2,4.5,0.48,0.4,0.9,0.38,1.8,3.5,0.51,0.52,0.7,1.0,0.72,0.4,1.0,1.4,0.7,0.5,0.1,0.9,1.3,5.4
1999,6,CLE,Cleveland Cavaliers,Ryan Stack,23,18,0,11.1,0.8,2.1,0.38,0.0,0.0,,0.8,2.1,0.38,0.38,1.1,1.1,0.95,1.1,0.8,1.9,0.3,0.1,0.6,0.5,1.7,2.6
1999,6,CLE,Cleveland Cavaliers,Earl Boykins,22,17,0,10.0,1.2,3.4,0.34,0.1,0.8,0.15,1.1,2.6,0.4,0.36,0.1,0.2,0.67,0.4,0.4,0.8,1.6,0.3,0.0,0.8,1.0,2.6
1999,6,CLE,Cleveland Cavaliers,Antonio Lang,26,10,0,6.5,0.4,0.6,0.67,0.0,0.0,,0.4,0.6,0.67,0.67,0.5,0.9,0.56,0.6,1.0,1.6,0.1,0.2,0.1,0.4,1.3,1.3
1999,6,CLE,Cleveland Cavaliers,Litterial Green,28,1,0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
