Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1999,13,LAC,Los Angeles Clippers,Maurice Taylor,22,46,45,32.7,6.8,14.7,0.46,0.0,0.1,0.17,6.7,14.5,0.46,0.46,3.3,4.5,0.73,2.2,3.1,5.3,1.5,0.3,0.6,2.6,3.9,16.8
1999,13,LAC,Los Angeles Clippers,Michael Olowokandi,23,45,36,28.4,3.8,8.9,0.43,0.0,0.0,,3.8,8.9,0.43,0.43,1.3,2.6,0.48,2.7,5.3,7.9,0.6,0.6,1.2,1.9,3.0,8.9
1999,13,LAC,Los Angeles Clippers,Sherman Douglas,32,30,19,28.1,3.2,7.3,0.44,0.0,0.4,0.0,3.2,6.9,0.46,0.44,1.8,2.9,0.63,0.5,1.4,1.9,4.1,0.9,0.1,2.0,1.8,8.2
1999,13,LAC,Los Angeles Clippers,Lamond Murray,25,50,13,26.3,4.5,11.6,0.39,0.7,2.1,0.33,3.8,9.5,0.4,0.42,2.5,3.1,0.8,1.2,2.7,3.9,1.2,1.2,0.4,2.0,2.1,12.2
1999,13,LAC,Los Angeles Clippers,Tyrone Nesby,23,50,36,25.8,3.6,8.1,0.45,0.7,1.9,0.36,2.9,6.2,0.48,0.49,2.1,2.7,0.78,1.1,2.4,3.5,1.6,1.5,0.4,1.1,2.9,10.1
1999,13,LAC,Los Angeles Clippers,Darrick Martin,27,37,25,25.4,2.8,7.5,0.37,0.8,2.9,0.29,1.9,4.6,0.41,0.42,1.6,2.1,0.8,0.1,1.2,1.3,3.9,1.2,0.1,1.8,2.2,8.0
1999,13,LAC,Los Angeles Clippers,Eric Piatkowski,28,49,38,25.3,3.7,8.5,0.43,1.3,3.4,0.39,2.3,5.1,0.46,0.51,1.8,2.1,0.86,0.8,2.1,2.9,1.1,0.9,0.1,1.1,1.8,10.5
1999,13,LAC,Los Angeles Clippers,Lorenzen Wright,23,48,15,23.6,2.5,5.4,0.46,0.0,0.0,0.0,2.5,5.4,0.46,0.46,1.7,2.4,0.69,3.0,4.6,7.5,0.7,0.5,0.8,1.0,3.4,6.6
1999,13,LAC,Los Angeles Clippers,Troy Hudson,22,25,6,21.0,2.4,6.0,0.4,0.6,1.9,0.32,1.8,4.1,0.44,0.45,1.4,1.5,0.9,0.6,1.6,2.2,3.7,0.4,0.1,1.5,1.1,6.8
1999,13,LAC,Los Angeles Clippers,Rodney Rogers,27,47,7,20.6,2.8,6.3,0.44,0.4,1.3,0.29,2.4,5.0,0.48,0.47,1.4,2.1,0.67,1.4,2.4,3.8,1.6,1.0,0.5,1.4,3.0,7.4
1999,13,LAC,Los Angeles Clippers,James Robinson,28,14,0,20.0,2.8,7.0,0.4,0.6,2.1,0.27,2.2,4.9,0.46,0.44,1.4,1.9,0.74,0.7,1.2,1.9,1.3,1.0,0.2,1.1,2.1,7.6
1999,13,LAC,Los Angeles Clippers,Charles Smith,23,23,10,13.8,1.5,4.2,0.36,0.3,1.4,0.21,1.2,2.8,0.44,0.4,0.3,0.7,0.44,0.3,0.7,1.0,0.6,0.7,0.6,0.9,1.5,3.7
1999,13,LAC,Los Angeles Clippers,Brian Skinner,22,21,0,12.3,1.6,3.4,0.46,0.0,0.0,,1.6,3.4,0.46,0.46,1.0,1.6,0.61,1.0,1.6,2.5,0.0,0.5,0.6,0.9,1.0,4.1
1999,13,LAC,Los Angeles Clippers,Pooh Richardson,32,11,0,11.8,1.1,3.3,0.33,0.0,0.5,0.0,1.1,2.7,0.4,0.33,0.4,0.4,1.0,0.1,1.1,1.2,2.7,0.4,0.0,0.8,0.5,2.5
1999,13,LAC,Los Angeles Clippers,Stojko Vrankovic,35,2,0,6.0,0.5,2.0,0.25,0.0,0.0,,0.5,2.0,0.25,0.25,0.0,0.0,,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0
1999,13,LAC,Los Angeles Clippers,Keith Closs,22,15,0,5.8,0.8,1.5,0.52,0.0,0.1,0.0,0.8,1.5,0.55,0.52,0.5,0.7,0.8,0.3,1.3,1.7,0.0,0.2,0.6,0.4,0.9,2.1
