Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2016,24.0,OKC,NBA,SG,18.0,491.0,9.3,0.52,0.424,0.227,1.4,9.2,5.3,12.5,1.0,0.5,12.1,14.6,,0.4,0.3,0.7,0.065,,-1.7,0.6,-1.1,0.1
2020,28.0,LAL,NBA,SG,5.0,38.0,4.4,0.388,0.333,0.167,0.0,6.2,3.1,7.0,1.3,2.6,7.2,15.9,,-0.1,0.0,0.0,-0.022,,-6.4,-1.0,-7.3,-0.1
